,noLeftEye,noRightEye,Left Eye,,RightEye,,Nose,,Mouth Up,,Mouth Down,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7229.jpg,0,0,0.3108108108108108,0.45945945945945948,0.777027027027027,0.47747747747747749,0.55405405405405406,0.56756756756756754,0.527027027027027,0.71171171171171166,0.51351351351351349,0.76126126126126126,0,0,0,0,148
capture_2020_04_17_11_39_49_7230.jpg,0,0,0.3108108108108108,0.45945945945945948,0.777027027027027,0.47747747747747749,0.55405405405405406,0.56756756756756754,0.53378378378378377,0.7072072072072072,0.51351351351351349,0.76126126126126126,0,0,0,0,148
capture_2020_04_17_11_39_49_7231.jpg,0,0,0.32432432432432434,0.45945945945945948,0.79054054054054057,0.47747747747747749,0.56081081081081086,0.56306306306306309,0.53378378378378377,0.7072072072072072,0.527027027027027,0.7567567567567568,0,0,0,0,148
capture_2020_04_17_11_39_49_7232.jpg,0,0,0.32432432432432434,0.45495495495495497,0.79054054054054057,0.47747747747747749,0.56081081081081086,0.56306306306306309,0.54729729729729726,0.69819819819819817,0.53378378378378377,0.7567567567567568,0,0,0,0,148
capture_2020_04_17_11_39_49_7233.jpg,0,0,0.32432432432432434,0.45945945945945948,0.79054054054054057,0.481981981981982,0.56081081081081086,0.56306306306306309,0.54729729729729726,0.69819819819819817,0.53378378378378377,0.7567567567567568,0,0,0,0,148
capture_2020_04_17_11_39_49_7234.jpg,0,0,0.33108108108108109,0.46396396396396394,0.79054054054054057,0.481981981981982,0.56081081081081086,0.56306306306306309,0.54729729729729726,0.69819819819819817,0.53378378378378377,0.7567567567567568,0,0,0,0,148
capture_2020_04_17_11_39_49_7235.jpg,0,0,0.32191780821917809,0.47031963470319632,0.773972602739726,0.48401826484018262,0.547945205479452,0.57077625570776258,0.53424657534246578,0.71232876712328763,0.53424657534246578,0.76712328767123283,0,0,0,0,146
capture_2020_04_17_11_39_49_7236.jpg,0,0,0.3125,0.45833333333333331,0.77777777777777779,0.46759259259259262,0.54861111111111116,0.56944444444444442,0.53472222222222221,0.70833333333333337,0.53472222222222221,0.76388888888888884,0,0,0,0,144
capture_2020_04_17_11_39_49_7237.jpg,0,0,0.3125,0.43981481481481483,0.77083333333333337,0.44907407407407407,0.54861111111111116,0.54629629629629628,0.53472222222222221,0.68981481481481477,0.52777777777777779,0.75,0,0,0,0,144
capture_2020_04_17_11_39_49_7238.jpg,0,0,0.29577464788732394,0.44131455399061031,0.76760563380281688,0.45070422535211269,0.53521126760563376,0.54460093896713613,0.528169014084507,0.69483568075117375,0.52112676056338025,0.755868544600939,0,0,0,0,142
capture_2020_04_17_11_39_49_7239.jpg,0,0,0.29577464788732394,0.44131455399061031,0.76760563380281688,0.45070422535211269,0.53521126760563376,0.54460093896713613,0.528169014084507,0.69483568075117375,0.52112676056338025,0.755868544600939,0,0,0,0,142
capture_2020_04_17_11_39_49_7240.jpg,0,0,0.27857142857142858,0.45238095238095238,0.75,0.45714285714285713,0.52857142857142858,0.55714285714285716,0.50714285714285712,0.7,0.5,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7241.jpg,0,0,0.27857142857142858,0.45238095238095238,0.75,0.45714285714285713,0.51428571428571423,0.55714285714285716,0.5,0.7,0.49285714285714288,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7242.jpg,0,0,0.27857142857142858,0.44761904761904764,0.75,0.45238095238095238,0.51428571428571423,0.55714285714285716,0.5,0.7,0.49285714285714288,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7243.jpg,0,0,0.27142857142857141,0.44761904761904764,0.73571428571428576,0.44285714285714284,0.51428571428571423,0.55714285714285716,0.51428571428571423,0.69523809523809521,0.5,0.74761904761904763,0,0,0,0,140
capture_2020_04_17_11_39_49_7244.jpg,0,0,0.27142857142857141,0.44761904761904764,0.73571428571428576,0.44285714285714284,0.51428571428571423,0.55714285714285716,0.51428571428571423,0.69523809523809521,0.5,0.74761904761904763,0,0,0,0,140
capture_2020_04_17_11_39_49_7245.jpg,0,0,0.27142857142857141,0.44761904761904764,0.73571428571428576,0.44285714285714284,0.51428571428571423,0.55714285714285716,0.51428571428571423,0.69523809523809521,0.5,0.74761904761904763,0,0,0,0,140
capture_2020_04_17_11_39_49_7246.jpg,0,0,0.27142857142857141,0.44761904761904764,0.73571428571428576,0.44285714285714284,0.51428571428571423,0.55714285714285716,0.51428571428571423,0.69523809523809521,0.5,0.74761904761904763,0,0,0,0,140
capture_2020_04_17_11_39_49_7247.jpg,0,0,0.27142857142857141,0.45238095238095238,0.74285714285714288,0.45238095238095238,0.51428571428571423,0.55714285714285716,0.51428571428571423,0.70952380952380956,0.51428571428571423,0.76190476190476186,0,0,0,0,140
capture_2020_04_17_11_39_49_7248.jpg,0,0,0.25714285714285712,0.44761904761904764,0.75,0.44761904761904764,0.50714285714285712,0.55238095238095242,0.50714285714285712,0.7,0.5,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7249.jpg,0,0,0.26428571428571429,0.44761904761904764,0.75,0.44761904761904764,0.50714285714285712,0.55238095238095242,0.50714285714285712,0.7,0.5,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7250.jpg,0,0,0.26428571428571429,0.44761904761904764,0.75,0.44761904761904764,0.50714285714285712,0.55238095238095242,0.50714285714285712,0.7,0.5,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7251.jpg,0,0,0.27857142857142858,0.44285714285714284,0.76428571428571424,0.44285714285714284,0.52142857142857146,0.55238095238095242,0.51428571428571423,0.7,0.51428571428571423,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7252.jpg,0,0,0.27142857142857141,0.44761904761904764,0.76428571428571424,0.44761904761904764,0.52142857142857146,0.55714285714285716,0.51428571428571423,0.70952380952380956,0.51428571428571423,0.76190476190476186,0,0,0,0,140
capture_2020_04_17_11_39_49_7253.jpg,0,0,0.27857142857142858,0.43809523809523809,0.76428571428571424,0.44285714285714284,0.52142857142857146,0.55238095238095242,0.51428571428571423,0.69523809523809521,0.50714285714285712,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7254.jpg,0,0,0.27857142857142858,0.43809523809523809,0.76428571428571424,0.44285714285714284,0.52142857142857146,0.55238095238095242,0.51428571428571423,0.69523809523809521,0.50714285714285712,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7255.jpg,0,0,0.27857142857142858,0.43809523809523809,0.76428571428571424,0.44285714285714284,0.52142857142857146,0.55238095238095242,0.51428571428571423,0.69523809523809521,0.50714285714285712,0.75714285714285712,0,0,0,0,140
capture_2020_04_17_11_39_49_7256.jpg,0,0,0.27536231884057971,0.44444444444444442,0.76811594202898548,0.44927536231884058,0.52173913043478259,0.56038647342995174,0.51449275362318836,0.714975845410628,0.50724637681159424,0.77777777777777779,0,0,0,0,138
capture_2020_04_17_11_39_49_7257.jpg,0,0,0.2608695652173913,0.44444444444444442,0.77536231884057971,0.44927536231884058,0.52173913043478259,0.56038647342995174,0.51449275362318836,0.71014492753623193,0.50724637681159424,0.77777777777777779,0,0,0,0,138
capture_2020_04_17_11_39_49_7258.jpg,0,0,0.2608695652173913,0.44444444444444442,0.77536231884057971,0.44927536231884058,0.51449275362318836,0.56038647342995174,0.51449275362318836,0.71014492753623193,0.50724637681159424,0.77777777777777779,0,0,0,0,138
capture_2020_04_17_11_39_49_7259.jpg,0,0,0.2608695652173913,0.44444444444444442,0.77536231884057971,0.44927536231884058,0.51449275362318836,0.56038647342995174,0.51449275362318836,0.71980676328502413,0.50724637681159424,0.782608695652174,0,0,0,0,138
capture_2020_04_17_11_39_49_7260.jpg,0,0,0.2608695652173913,0.44444444444444442,0.77536231884057971,0.44927536231884058,0.51449275362318836,0.56038647342995174,0.51449275362318836,0.71980676328502413,0.50724637681159424,0.782608695652174,0,0,0,0,138
capture_2020_04_17_11_39_49_7261.jpg,0,0,0.26428571428571429,0.43809523809523809,0.77142857142857146,0.44285714285714284,0.51428571428571423,0.55238095238095242,0.51428571428571423,0.70952380952380956,0.50714285714285712,0.77142857142857146,0,0,0,0,140
capture_2020_04_17_11_39_49_7262.jpg,0,0,0.27857142857142858,0.44761904761904764,0.77857142857142858,0.44285714285714284,0.52857142857142858,0.56190476190476191,0.52857142857142858,0.7142857142857143,0.52857142857142858,0.780952380952381,0,0,0,0,140
capture_2020_04_17_11_39_49_7263.jpg,0,0,0.27857142857142858,0.44761904761904764,0.7857142857142857,0.44285714285714284,0.52857142857142858,0.56190476190476191,0.52857142857142858,0.7142857142857143,0.52857142857142858,0.780952380952381,0,0,0,0,140
capture_2020_04_17_11_39_49_7264.jpg,0,0,0.28873239436619719,0.45539906103286387,0.78873239436619713,0.4460093896713615,0.54225352112676062,0.56338028169014087,0.54225352112676062,0.71830985915492962,0.54225352112676062,0.784037558685446,0,0,0,0,142
capture_2020_04_17_11_39_49_7265.jpg,0,0,0.29166666666666669,0.44907407407407407,0.78472222222222221,0.43981481481481483,0.54166666666666663,0.55555555555555558,0.54166666666666663,0.70833333333333337,0.54166666666666663,0.77314814814814814,0,0,0,0,144
capture_2020_04_17_11_39_49_7266.jpg,0,0,0.29166666666666669,0.45370370370370372,0.79166666666666663,0.44444444444444442,0.54166666666666663,0.56018518518518523,0.54166666666666663,0.71296296296296291,0.54166666666666663,0.78240740740740744,0,0,0,0,144
capture_2020_04_17_11_39_49_7267.jpg,0,0,0.28767123287671231,0.45205479452054792,0.78767123287671237,0.45205479452054792,0.541095890410959,0.55707762557077622,0.541095890410959,0.71689497716894979,0.541095890410959,0.78082191780821919,0,0,0,0,146
capture_2020_04_17_11_39_49_7268.jpg,0,0,0.28767123287671231,0.45205479452054792,0.79452054794520544,0.44748858447488582,0.541095890410959,0.55707762557077622,0.541095890410959,0.71689497716894979,0.541095890410959,0.78082191780821919,0,0,0,0,146
capture_2020_04_17_11_39_49_7269.jpg,0,0,0.28767123287671231,0.44748858447488582,0.79452054794520544,0.44748858447488582,0.541095890410959,0.56164383561643838,0.541095890410959,0.726027397260274,0.541095890410959,0.78995433789954339,0,0,0,0,146
capture_2020_04_17_11_39_49_7270.jpg,0,0,0.29054054054054052,0.44144144144144143,0.79054054054054057,0.44144144144144143,0.54054054054054057,0.55405405405405406,0.54054054054054057,0.71621621621621623,0.54054054054054057,0.77927927927927931,0,0,0,0,148
capture_2020_04_17_11_39_49_7271.jpg,0,0,0.29054054054054052,0.44144144144144143,0.79729729729729726,0.44144144144144143,0.54054054054054057,0.56306306306306309,0.54054054054054057,0.72072072072072069,0.54054054054054057,0.78378378378378377,0,0,0,0,148
capture_2020_04_17_11_39_49_7272.jpg,0,0,0.29729729729729731,0.43693693693693691,0.80405405405405406,0.43693693693693691,0.54054054054054057,0.56306306306306309,0.54729729729729726,0.72072072072072069,0.54729729729729726,0.77927927927927931,0,0,0,0,148
capture_2020_04_17_11_39_49_7273.jpg,0,0,0.29729729729729731,0.43243243243243246,0.80405405405405406,0.43693693693693691,0.54054054054054057,0.56306306306306309,0.54054054054054057,0.72072072072072069,0.54054054054054057,0.77927927927927931,0,0,0,0,148
capture_2020_04_17_11_39_49_7274.jpg,0,0,0.30666666666666664,0.42222222222222222,0.80666666666666664,0.42666666666666669,0.55333333333333334,0.56,0.54666666666666663,0.70666666666666667,0.54666666666666663,0.77333333333333332,0,0,0,0,150
capture_2020_04_17_11_39_49_7275.jpg,0,0,0.30666666666666664,0.42666666666666669,0.81333333333333335,0.43555555555555553,0.56666666666666665,0.56,0.54666666666666663,0.70666666666666667,0.54666666666666663,0.77333333333333332,0,0,0,0,150
capture_2020_04_17_11_39_49_7276.jpg,0,0,0.30263157894736842,0.42543859649122806,0.81578947368421051,0.43421052631578949,0.56578947368421051,0.55701754385964908,0.54605263157894735,0.70175438596491224,0.54605263157894735,0.77192982456140347,0,0,0,0,152
capture_2020_04_17_11_39_49_7277.jpg,0,0,0.30263157894736842,0.43421052631578949,0.81578947368421051,0.44736842105263158,0.55263157894736847,0.56140350877192979,0.53947368421052633,0.71491228070175439,0.53947368421052633,0.7807017543859649,0,0,0,0,152
capture_2020_04_17_11_39_49_7278.jpg,0,0,0.30263157894736842,0.43421052631578949,0.81578947368421051,0.43859649122807015,0.55263157894736847,0.56140350877192979,0.53947368421052633,0.71491228070175439,0.53947368421052633,0.7807017543859649,0,0,0,0,152
capture_2020_04_17_11_39_49_7279.jpg,0,0,0.29870129870129869,0.42857142857142855,0.80519480519480524,0.43722943722943725,0.551948051948052,0.55844155844155841,0.538961038961039,0.70995670995671,0.538961038961039,0.77489177489177485,0,0,0,0,154
capture_2020_04_17_11_39_49_7280.jpg,0,0,0.27564102564102566,0.42735042735042733,0.78846153846153844,0.4358974358974359,0.53846153846153844,0.55982905982905984,0.51923076923076927,0.71367521367521369,0.51923076923076927,0.77777777777777779,0,0,0,0,156
capture_2020_04_17_11_39_49_7281.jpg,0,0,0.26923076923076922,0.42735042735042733,0.78846153846153844,0.44017094017094016,0.53846153846153844,0.55982905982905984,0.50641025641025639,0.71367521367521369,0.50641025641025639,0.77777777777777779,0,0,0,0,156
capture_2020_04_17_11_39_49_7282.jpg,0,0,0.26923076923076922,0.42735042735042733,0.78846153846153844,0.44017094017094016,0.52564102564102566,0.56837606837606836,0.50641025641025639,0.72649572649572647,0.50641025641025639,0.78632478632478631,0,0,0,0,156
capture_2020_04_17_11_39_49_7283.jpg,0,0,0.27564102564102566,0.43162393162393164,0.78846153846153844,0.44444444444444442,0.52564102564102566,0.5641025641025641,0.50641025641025639,0.72222222222222221,0.50641025641025639,0.79487179487179482,0,0,0,0,156
capture_2020_04_17_11_39_49_7284.jpg,0,0,0.26923076923076922,0.4358974358974359,0.79487179487179482,0.44871794871794873,0.52564102564102566,0.57264957264957261,0.50641025641025639,0.73076923076923073,0.50641025641025639,0.80341880341880345,0,0,0,0,156
capture_2020_04_17_11_39_49_7285.jpg,0,0,0.27215189873417722,0.43459915611814348,0.79113924050632911,0.4472573839662447,0.52531645569620256,0.569620253164557,0.50632911392405067,0.73839662447257381,0.50632911392405067,0.79746835443037978,0,0,0,0,158
capture_2020_04_17_11_39_49_7286.jpg,0,0,0.25949367088607594,0.43459915611814348,0.78481012658227844,0.4472573839662447,0.51898734177215189,0.57383966244725737,0.5,0.7426160337552743,0.5,0.80590717299578063,0,0,0,0,158
capture_2020_04_17_11_39_49_7287.jpg,0,0,0.25,0.42916666666666664,0.7875,0.4375,0.5125,0.56666666666666665,0.5,0.73333333333333328,0.5,0.79583333333333328,0,0,0,0,160
capture_2020_04_17_11_39_49_7288.jpg,0,0,0.23456790123456789,0.4279835390946502,0.77160493827160492,0.43209876543209874,0.50617283950617287,0.5679012345679012,0.49382716049382713,0.72839506172839508,0.49382716049382713,0.79423868312757206,0,0,0,0,162
capture_2020_04_17_11_39_49_7289.jpg,0,0,0.22560975609756098,0.42276422764227645,0.76219512195121952,0.42682926829268292,0.5,0.56910569105691056,0.48170731707317072,0.72764227642276424,0.48170731707317072,0.7967479674796748,0,0,0,0,164
capture_2020_04_17_11_39_49_7290.jpg,0,0,0.22619047619047619,0.42460317460317459,0.75595238095238093,0.42460317460317459,0.49404761904761907,0.5714285714285714,0.47619047619047616,0.72619047619047616,0.48214285714285715,0.79365079365079361,0,0,0,0,168
capture_2020_04_17_11_39_49_7291.jpg,0,0,0.22941176470588234,0.42352941176470588,0.75882352941176467,0.42352941176470588,0.49411764705882355,0.56862745098039214,0.47647058823529409,0.72156862745098038,0.4823529411764706,0.788235294117647,0,0,0,0,170
capture_2020_04_17_11_39_49_7292.jpg,0,0,0.2303370786516854,0.42322097378277151,0.7415730337078652,0.42322097378277151,0.4943820224719101,0.55430711610486894,0.47752808988764045,0.71161048689138573,0.48314606741573035,0.77902621722846443,0,0,0,0,178
capture_2020_04_17_11_39_49_7293.jpg,0,0,0.22282608695652173,0.427536231884058,0.73913043478260865,0.43478260869565216,0.483695652173913,0.56159420289855078,0.46739130434782611,0.71376811594202894,0.47282608695652173,0.77898550724637683,0,0,0,0,184
capture_2020_04_17_11_39_49_7294.jpg,0,0,0.22872340425531915,0.43262411347517732,0.73404255319148937,0.43262411347517732,0.48404255319148937,0.55673758865248224,0.46808510638297873,0.70921985815602839,0.47340425531914893,0.77304964539007093,0,0,0,0,188
capture_2020_04_17_11_39_49_7295.jpg,0,0,0.23684210526315788,0.43508771929824563,0.73684210526315785,0.43508771929824563,0.48421052631578948,0.56140350877192979,0.46842105263157896,0.70877192982456139,0.46842105263157896,0.775438596491228,0,0,0,0,190
capture_2020_04_17_11_39_49_7296.jpg,0,0,0.24479166666666666,0.42708333333333331,0.75520833333333337,0.43402777777777779,0.49479166666666669,0.5625,0.48958333333333331,0.71527777777777779,0.48958333333333331,0.77777777777777779,0,0,0,0,192
capture_2020_04_17_11_39_49_7297.jpg,0,0,0.25257731958762886,0.41924398625429554,0.76804123711340211,0.42611683848797249,0.49484536082474229,0.563573883161512,0.48969072164948452,0.711340206185567,0.4845360824742268,0.76288659793814428,0,0,0,0,194
capture_2020_04_17_11_39_49_7298.jpg,0,0,0.25,0.42176870748299322,0.76530612244897955,0.42857142857142855,0.49489795918367346,0.564625850340136,0.48979591836734693,0.7142857142857143,0.48469387755102039,0.76530612244897955,0,0,0,0,196
capture_2020_04_17_11_39_49_7299.jpg,0,0,0.26923076923076922,0.42307692307692307,0.76442307692307687,0.42628205128205127,0.51442307692307687,0.55769230769230771,0.50961538461538458,0.71153846153846156,0.50961538461538458,0.76282051282051278,0,0,0,0,208
capture_2020_04_17_11_39_49_7300.jpg,0,0,0.27142857142857141,0.41904761904761906,0.77142857142857146,0.42222222222222222,0.52857142857142858,0.55238095238095242,0.51904761904761909,0.707936507936508,0.51428571428571423,0.7587301587301587,0,0,0,0,210
capture_2020_04_17_11_39_49_7301.jpg,0,0,0.26415094339622641,0.4088050314465409,0.75943396226415094,0.41509433962264153,0.51415094339622647,0.54088050314465408,0.50943396226415094,0.69811320754716977,0.50943396226415094,0.75157232704402521,0,0,0,0,212
capture_2020_04_17_11_39_49_7302.jpg,0,0,0.26415094339622641,0.40251572327044027,0.77358490566037741,0.4088050314465409,0.52358490566037741,0.54088050314465408,0.50943396226415094,0.69811320754716977,0.50943396226415094,0.75157232704402521,0,0,0,0,212
capture_2020_04_17_11_39_49_7303.jpg,0,0,0.2638888888888889,0.40123456790123457,0.76388888888888884,0.40740740740740738,0.51851851851851849,0.53395061728395066,0.5092592592592593,0.691358024691358,0.5092592592592593,0.74691358024691357,0,0,0,0,216
capture_2020_04_17_11_39_49_7304.jpg,0,0,0.24324324324324326,0.3963963963963964,0.7432432432432432,0.40240240240240238,0.5,0.5285285285285285,0.48648648648648651,0.68768768768768773,0.48648648648648651,0.73873873873873874,0,0,0,0,222
capture_2020_04_17_11_39_49_7305.jpg,0,0,0.24107142857142858,0.4017857142857143,0.7455357142857143,0.4107142857142857,0.49107142857142855,0.52976190476190477,0.48214285714285715,0.69345238095238093,0.47767857142857145,0.7410714285714286,0,0,0,0,224
capture_2020_04_17_11_39_49_7306.jpg,0,0,0.23451327433628319,0.40117994100294985,0.73451327433628322,0.41002949852507375,0.48672566371681414,0.528023598820059,0.47787610619469029,0.69026548672566368,0.47787610619469029,0.74336283185840712,0,0,0,0,226
capture_2020_04_17_11_39_49_7307.jpg,0,0,0.23245614035087719,0.4064327485380117,0.73684210526315785,0.41228070175438597,0.48684210526315791,0.5292397660818714,0.47807017543859648,0.69883040935672514,0.47807017543859648,0.75146198830409361,0,0,0,0,228
capture_2020_04_17_11_39_49_7308.jpg,0,0,0.23478260869565218,0.40579710144927539,0.73478260869565215,0.4115942028985507,0.48695652173913045,0.527536231884058,0.47826086956521741,0.69565217391304346,0.47826086956521741,0.75072463768115938,0,0,0,0,230
capture_2020_04_17_11_39_49_7309.jpg,0,0,0.22173913043478261,0.40579710144927539,0.73478260869565215,0.40579710144927539,0.48695652173913045,0.527536231884058,0.47826086956521741,0.69565217391304346,0.47391304347826085,0.75072463768115938,0,0,0,0,230
capture_2020_04_17_11_39_49_7310.jpg,0,0,0.22608695652173913,0.40579710144927539,0.73913043478260865,0.40289855072463771,0.48695652173913045,0.527536231884058,0.4826086956521739,0.69565217391304346,0.4826086956521739,0.75072463768115938,0,0,0,0,230
capture_2020_04_17_11_39_49_7311.jpg,0,0,0.21982758620689655,0.39655172413793105,0.73706896551724133,0.39080459770114945,0.48706896551724138,0.52586206896551724,0.47844827586206895,0.69252873563218387,0.48275862068965519,0.74712643678160917,0,0,0,0,232
capture_2020_04_17_11_39_49_7312.jpg,0,0,0.22413793103448276,0.39367816091954022,0.74137931034482762,0.39080459770114945,0.48706896551724138,0.52873563218390807,0.48275862068965519,0.69252873563218387,0.48706896551724138,0.75287356321839083,0,0,0,0,232
capture_2020_04_17_11_39_49_7313.jpg,0,0,0.2264957264957265,0.39316239316239315,0.75213675213675213,0.38746438746438744,0.49572649572649574,0.52991452991452992,0.49145299145299143,0.69230769230769229,0.49145299145299143,0.75498575498575493,0,0,0,0,234
capture_2020_04_17_11_39_49_7314.jpg,0,0,0.2288135593220339,0.38983050847457629,0.75423728813559321,0.38700564971751411,0.49576271186440679,0.52824858757062143,0.49152542372881358,0.68926553672316382,0.49152542372881358,0.751412429378531,0,0,0,0,236
capture_2020_04_17_11_39_49_7315.jpg,0,0,0.23109243697478993,0.38935574229691877,0.75630252100840334,0.38655462184873951,0.49579831932773111,0.5266106442577031,0.49159663865546216,0.68907563025210083,0.49159663865546216,0.75070028011204482,0,0,0,0,238
capture_2020_04_17_11_39_49_7316.jpg,0,0,0.23333333333333334,0.38055555555555554,0.75416666666666665,0.38055555555555554,0.49583333333333335,0.52222222222222225,0.49166666666666664,0.68333333333333335,0.49166666666666664,0.74722222222222223,0,0,0,0,240
capture_2020_04_17_11_39_49_7317.jpg,0,0,0.22950819672131148,0.3797814207650273,0.75409836065573765,0.3797814207650273,0.49590163934426229,0.52459016393442626,0.49590163934426229,0.67759562841530052,0.49180327868852458,0.74863387978142082,0,0,0,0,244
capture_2020_04_17_11_39_49_7318.jpg,0,0,0.232,0.37866666666666665,0.744,0.376,0.496,0.52266666666666661,0.488,0.67466666666666664,0.488,0.7466666666666667,0,0,0,0,250
capture_2020_04_17_11_39_49_7319.jpg,0,0,0.228,0.37866666666666665,0.744,0.37866666666666665,0.496,0.52533333333333332,0.488,0.68,0.488,0.7493333333333333,0,0,0,0,250
capture_2020_04_17_11_39_49_7320.jpg,0,0,0.23015873015873015,0.37830687830687831,0.75,0.37830687830687831,0.49603174603174605,0.52380952380952384,0.48809523809523808,0.67724867724867721,0.48809523809523808,0.74867724867724872,0,0,0,0,252
capture_2020_04_17_11_39_49_7321.jpg,0,0,0.23228346456692914,0.37795275590551181,0.75590551181102361,0.37532808398950129,0.49606299212598426,0.52230971128608927,0.48818897637795278,0.67454068241469811,0.48818897637795278,0.74540682414698167,0,0,0,0,254
capture_2020_04_17_11_39_49_7322.jpg,0,0,0.23228346456692914,0.37795275590551181,0.75590551181102361,0.37532808398950129,0.49606299212598426,0.52230971128608927,0.49606299212598426,0.67454068241469811,0.49606299212598426,0.74540682414698167,0,0,0,0,254
capture_2020_04_17_11_39_49_7323.jpg,0,0,0.23643410852713179,0.37467700258397935,0.76356589147286824,0.37467700258397935,0.50387596899224807,0.52196382428940569,0.5,0.67700258397932822,0.5,0.74677002583979324,0,0,0,0,258
