,noFace,Face,,Left eye,,Right eye,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7281,0,367,326,311,291,393,294,0,0,0,0,164
capture_2020_04_17_11_39_49_7282,0,362,321,309,290,389,292,0,0,0,0,161
capture_2020_04_17_11_39_49_7283,0,368,325,309,289,391,291,0,0,0,0,168
capture_2020_04_17_11_39_49_7284,0,368,330,305,288,389,291,0,0,0,0,170
capture_2020_04_17_11_39_49_7285,0,370,338,304,288,389,288,0,0,0,0,174
capture_2020_04_17_11_39_49_7286,0,369,338,304,288,387,288,0,0,0,0,174
capture_2020_04_17_11_39_49_7287,0,368,337,304,284,388,285,0,0,0,0,174
capture_2020_04_17_11_39_49_7288,0,364,332,298,282,385,282,0,0,0,0,174
capture_2020_04_17_11_39_49_7289,0,371,344,296,279,384,280,0,0,0,0,178
capture_2020_04_17_11_39_49_7290,0,373,342,294,276,385,277,0,0,0,0,182
capture_2020_04_17_11_39_49_7291,0,373,342,295,274,384,275,0,0,0,0,182
capture_2020_04_17_11_39_49_7292,0,381,341,293,272,386,269,0,0,0,0,193
capture_2020_04_17_11_39_49_7293,0,381,341,295,266,388,265,0,0,0,0,193
capture_2020_04_17_11_39_49_7294,0,382,337,294,262,389,263,0,0,0,0,193
capture_2020_04_17_11_39_49_7295,0,384,340,295,261,390,262,0,0,0,0,195
capture_2020_04_17_11_39_49_7296,0,384,333,295,257,393,257,0,0,0,0,195
capture_2020_04_17_11_39_49_7297,0,390,342,295,256,395,256,0,0,0,0,201
capture_2020_04_17_11_39_49_7298,0,394,343,293,252,395,256,0,0,0,0,203
capture_2020_04_17_11_39_49_7299,0,397,347,293,246,397,248,0,0,0,0,209
capture_2020_04_17_11_39_49_7300,0,403,338,293,242,397,243,0,0,0,0,214
capture_2020_04_17_11_39_49_7301,0,401,334,293,240,400,240,0,0,0,0,214
capture_2020_04_17_11_39_49_7302,0,401,333,291,232,400,233,0,0,0,0,214
capture_2020_04_17_11_39_49_7303,0,406,339,291,228,400,229,0,0,0,0,220
capture_2020_04_17_11_39_49_7304,0,403,335,289,224,400,224,0,0,0,0,220
capture_2020_04_17_11_39_49_7305,0,409,336,288,221,400,224,0,0,0,0,226
capture_2020_04_17_11_39_49_7306,0,410,343,284,220,400,221,0,0,0,0,230
capture_2020_04_17_11_39_49_7307,0,411,345,284,218,400,219,0,0,0,0,232
capture_2020_04_17_11_39_49_7308,0,410,340,281,216,397,216,0,0,0,0,232
capture_2020_04_17_11_39_49_7309,0,408,339,281,214,400,214,0,0,0,0,234
capture_2020_04_17_11_39_49_7310,0,416,349,278,212,400,211,0,0,0,0,239
capture_2020_04_17_11_39_49_7311,0,415,349,280,208,400,208,0,0,0,0,239
capture_2020_04_17_11_39_49_7312,0,420,357,278,208,400,208,0,0,0,0,243
capture_2020_04_17_11_39_49_7313,0,420,350,279,204,403,202,0,0,0,0,243
capture_2020_04_17_11_39_49_7314,0,420,350,281,202,405,200,0,0,0,0,243
capture_2020_04_17_11_39_49_7315,0,426,349,282,200,407,198,0,0,0,0,247
capture_2020_04_17_11_39_49_7316,0,428,353,282,198,407,196,0,0,0,0,249
capture_2020_04_17_11_39_49_7317,0,431,357,284,197,410,195,0,0,0,0,251
capture_2020_04_17_11_39_49_7318,0,438,363,284,195,416,195,0,0,0,0,255
capture_2020_04_17_11_39_49_7319,0,438,363,284,195,416,195,0,0,0,0,255
capture_2020_04_17_11_39_49_7320,0,444,373,285,193,417,192,0,0,0,0,260
capture_2020_04_17_11_39_49_7321,0,443,366,288,192,418,192,0,0,0,0,260
capture_2020_04_17_11_39_49_7322,0,443,366,288,192,418,192,0,0,0,0,260
capture_2020_04_17_11_39_49_7323,0,451,356,282,189,419,189,0,0,0,0,268
capture_2020_04_17_11_39_49_7324,0,451,356,284,188,420,187,0,0,0,0,268
capture_2020_04_17_11_39_49_7325,0,451,356,284,187,420,186,0,0,0,0,268
capture_2020_04_17_11_39_49_7326,0,451,356,282,183,420,182,0,0,0,0,268
capture_2020_04_17_11_39_49_7327,0,451,357,282,182,420,181,0,0,0,0,270
capture_2020_04_17_11_39_49_7328,0,451,357,280,182,420,181,0,0,0,0,270
capture_2020_04_17_11_39_49_7329,0,455,367,282,181,421,181,0,0,0,0,276
capture_2020_04_17_11_39_49_7330,0,455,367,282,182,421,184,0,0,0,0,276
capture_2020_04_17_11_39_49_7331,0,455,367,282,184,421,186,0,0,0,0,276
capture_2020_04_17_11_39_49_7332,0,455,367,280,186,419,187,0,0,0,0,276
capture_2020_04_17_11_39_49_7333,0,455,367,280,186,419,187,0,0,0,0,276
capture_2020_04_17_11_39_49_7334,0,455,367,280,186,419,187,0,0,0,0,276
capture_2020_04_17_11_39_49_7335,0,452,367,280,186,419,187,0,0,0,0,276
capture_2020_04_17_11_39_49_7336,0,451,367,278,186,416,186,0,0,0,0,276
capture_2020_04_17_11_39_49_7337,0,451,367,278,186,416,186,0,0,0,0,276
capture_2020_04_17_11_39_49_7338,0,451,367,278,187,416,187,0,0,0,0,276
capture_2020_04_17_11_39_49_7339,0,452,367,278,187,416,187,0,0,0,0,276
capture_2020_04_17_11_39_49_7340,0,452,367,277,189,421,188,0,0,0,0,276
capture_2020_04_17_11_39_49_7341,0,452,367,277,189,421,188,0,0,0,0,276
capture_2020_04_17_11_39_49_7342,0,452,367,277,186,422,186,0,0,0,0,276
capture_2020_04_17_11_39_49_7343,0,452,367,274,192,416,192,1,0,0,0,276
capture_2020_04_17_11_39_49_7344,0,452,367,274,192,416,192,1,0,0,0,276
capture_2020_04_17_11_39_49_7345,0,452,367,274,192,416,192,1,0,0,0,276
capture_2020_04_17_11_39_49_7346,0,452,367,274,192,416,192,1,0,0,0,276
capture_2020_04_17_11_39_49_7347,0,452,367,274,192,416,192,1,0,0,0,276
capture_2020_04_17_11_39_49_7348,0,450,360,274,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7349,0,450,360,274,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7350,0,450,360,274,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7351,0,448,360,273,193,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7352,0,448,360,272,194,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7353,0,445,360,269,194,406,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7354,0,445,360,266,194,403,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7355,0,445,360,264,194,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7356,0,444,360,264,194,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7357,0,444,360,264,194,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7358,0,444,360,264,194,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7359,0,444,360,264,194,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7360,0,444,360,264,194,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7361,0,444,360,264,194,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7362,0,444,360,264,194,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7363,0,444,360,264,194,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7364,0,441,360,265,194,401,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7365,0,441,360,265,194,401,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7366,0,441,360,265,194,401,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7367,0,441,360,272,196,405,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7368,0,441,360,272,196,405,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7369,0,445,360,272,196,405,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7370,0,445,360,275,196,411,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7371,0,445,360,277,195,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7372,0,448,360,278,195,419,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7373,0,448,360,278,195,419,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7374,0,448,360,278,195,419,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7375,0,448,360,278,195,419,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7376,0,448,360,278,195,419,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7377,0,448,360,278,195,419,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7378,0,448,360,278,195,419,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7379,0,448,360,283,195,419,193,0,1,0,0,272
capture_2020_04_17_11_39_49_7380,0,448,360,283,195,419,193,0,1,0,0,272
capture_2020_04_17_11_39_49_7381,0,448,360,283,195,419,193,0,1,0,0,272
capture_2020_04_17_11_39_49_7382,0,448,360,283,195,419,193,0,1,0,0,272
capture_2020_04_17_11_39_49_7383,0,448,360,283,195,419,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7384,0,448,360,283,195,419,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7385,0,448,360,283,195,419,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7386,0,448,360,283,195,419,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7387,0,448,360,283,195,419,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7388,0,448,360,283,195,419,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7389,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7390,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7391,0,448,360,279,202,417,201,0,0,0,1,272
capture_2020_04_17_11_39_49_7392,0,448,360,281,200,418,198,0,0,0,1,272
capture_2020_04_17_11_39_49_7393,0,448,360,279,195,421,193,0,0,0,1,272
capture_2020_04_17_11_39_49_7394,0,448,360,279,195,421,193,0,0,0,1,272
capture_2020_04_17_11_39_49_7395,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7396,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7397,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7398,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7399,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7400,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7401,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7402,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7403,0,448,360,279,195,421,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7404,0,448,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7405,0,448,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7406,0,448,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7407,0,448,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7408,0,448,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7409,0,448,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7410,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7411,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7412,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7413,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7414,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7415,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7416,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7417,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7418,0,452,360,279,199,422,197,0,0,0,0,272
capture_2020_04_17_11_39_49_7419,0,452,360,284,197,420,196,0,0,0,0,272
capture_2020_04_17_11_39_49_7420,0,452,360,284,195,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7421,0,452,360,288,194,420,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7422,0,452,360,288,194,420,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7423,0,452,360,288,194,420,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7424,0,452,360,288,192,420,192,0,0,1,0,272
capture_2020_04_17_11_39_49_7425,0,452,360,288,192,420,188,0,0,1,0,272
capture_2020_04_17_11_39_49_7426,0,452,360,288,188,420,185,0,0,1,0,272
capture_2020_04_17_11_39_49_7427,0,452,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7428,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7429,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7430,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7431,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7432,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7433,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7434,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7435,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7436,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7437,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7438,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7439,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7440,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7441,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7442,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7443,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7444,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7445,0,456,360,288,186,420,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7446,0,454,357,288,186,420,184,0,0,1,0,270
capture_2020_04_17_11_39_49_7447,0,454,357,288,186,420,184,0,0,1,0,270
capture_2020_04_17_11_39_49_7448,0,454,357,288,186,420,184,0,0,1,0,270
capture_2020_04_17_11_39_49_7449,0,454,357,288,186,420,184,0,0,1,0,270
capture_2020_04_17_11_39_49_7450,0,454,357,288,186,420,184,0,0,1,0,270
capture_2020_04_17_11_39_49_7451,0,454,357,288,186,420,184,0,0,1,0,270
capture_2020_04_17_11_39_49_7452,0,454,357,288,186,420,184,0,0,1,0,270
capture_2020_04_17_11_39_49_7453,0,454,357,288,192,420,188,0,0,1,0,270
capture_2020_04_17_11_39_49_7454,0,454,357,288,192,420,188,0,0,0,0,270
capture_2020_04_17_11_39_49_7455,0,454,357,288,193,420,192,0,0,0,0,270
capture_2020_04_17_11_39_49_7456,0,454,357,288,193,420,192,0,0,0,0,270
capture_2020_04_17_11_39_49_7457,0,454,357,288,193,420,192,0,0,0,0,270
capture_2020_04_17_11_39_49_7458,0,454,357,288,193,420,192,0,0,0,0,270
capture_2020_04_17_11_39_49_7459,0,454,357,288,193,420,192,0,0,0,0,270
capture_2020_04_17_11_39_49_7460,0,454,357,288,193,420,192,0,0,0,0,270
capture_2020_04_17_11_39_49_7461,0,454,362,288,195,421,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7462,0,454,362,288,195,421,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7463,0,454,362,288,195,421,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7464,0,454,362,288,195,425,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7465,0,454,362,288,195,425,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7466,0,454,362,284,197,428,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7467,0,454,362,284,197,428,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7468,0,454,362,280,197,432,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7469,0,454,362,280,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7470,0,454,362,280,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7471,0,454,362,280,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7472,0,454,362,280,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7473,0,454,362,280,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7474,0,454,362,280,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7475,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7476,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7477,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7478,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7479,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7480,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7481,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7482,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7483,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7484,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7485,0,454,362,285,198,432,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7486,0,454,362,288,198,425,198,0,0,0,0,270
capture_2020_04_17_11_39_49_7487,0,454,362,289,197,424,195,0,0,0,0,270
capture_2020_04_17_11_39_49_7488,0,454,362,290,194,424,193,0,0,0,0,270
capture_2020_04_17_11_39_49_7489,0,454,362,290,194,424,193,0,0,0,0,270
capture_2020_04_17_11_39_49_7490,0,454,362,290,194,424,193,0,0,0,0,270
capture_2020_04_17_11_39_49_7491,0,454,362,290,194,424,193,0,0,0,0,270
capture_2020_04_17_11_39_49_7492,0,451,357,290,194,424,193,0,0,0,0,268
capture_2020_04_17_11_39_49_7493,0,449,355,288,194,419,193,0,0,0,0,266
capture_2020_04_17_11_39_49_7494,0,446,349,288,194,419,193,0,0,0,0,264
capture_2020_04_17_11_39_49_7495,0,445,352,288,194,416,194,0,0,0,0,262
capture_2020_04_17_11_39_49_7496,0,437,345,284,194,411,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7497,0,432,338,282,194,408,194,0,0,0,0,255
capture_2020_04_17_11_39_49_7498,0,432,338,282,198,408,197,0,0,0,0,253
capture_2020_04_17_11_39_49_7499,0,429,352,281,208,405,204,0,0,0,0,249
capture_2020_04_17_11_39_49_7500,0,423,350,281,211,405,208,0,0,0,0,245
capture_2020_04_17_11_39_49_7501,0,423,350,283,219,403,216,0,0,0,0,245
capture_2020_04_17_11_39_49_7502,0,426,350,285,224,405,219,0,0,0,0,245
capture_2020_04_17_11_39_49_7503,0,426,350,288,226,405,224,0,0,0,0,245
capture_2020_04_17_11_39_49_7504,0,418,356,290,229,405,227,0,0,0,0,234
capture_2020_04_17_11_39_49_7505,0,418,356,292,237,403,235,0,0,0,0,234
capture_2020_04_17_11_39_49_7506,0,416,368,293,241,405,240,0,0,0,0,228
capture_2020_04_17_11_39_49_7507,0,416,368,295,243,403,242,0,0,0,0,228
capture_2020_04_17_11_39_49_7508,0,404,360,296,248,401,246,0,0,0,0,214
capture_2020_04_17_11_39_49_7509,0,400,346,298,252,401,250,0,0,0,0,211
capture_2020_04_17_11_39_49_7510,0,403,342,300,256,400,251,0,0,0,0,205
capture_2020_04_17_11_39_49_7511,0,403,342,300,256,400,256,0,0,0,0,205
capture_2020_04_17_11_39_49_7512,0,403,342,300,260,400,257,0,0,0,0,205
capture_2020_04_17_11_39_49_7513,0,397,344,304,264,405,261,0,0,0,0,195
capture_2020_04_17_11_39_49_7514,0,396,325,309,272,405,268,0,0,0,0,188
capture_2020_04_17_11_39_49_7515,0,396,325,312,274,405,272,0,0,0,0,188
capture_2020_04_17_11_39_49_7516,0,396,325,314,277,406,275,0,0,0,0,188
capture_2020_04_17_11_39_49_7517,0,396,341,317,281,406,278,0,0,0,0,182
capture_2020_04_17_11_39_49_7518,0,391,339,320,288,407,282,0,0,0,0,176
capture_2020_04_17_11_39_49_7519,0,391,339,323,288,408,284,0,0,0,0,176
capture_2020_04_17_11_39_49_7520,0,397,339,326,292,410,289,0,0,0,0,176
capture_2020_04_17_11_39_49_7521,0,397,339,328,296,413,293,0,0,0,0,176
capture_2020_04_17_11_39_49_7522,0,394,347,332,298,413,295,0,0,0,0,166
capture_2020_04_17_11_39_49_7523,0,397,338,336,304,416,299,0,0,0,0,166
capture_2020_04_17_11_39_49_7524,0,397,338,336,304,417,301,0,0,0,0,166
capture_2020_04_17_11_39_49_7525,0,401,338,341,309,420,304,0,0,0,0,166
capture_2020_04_17_11_39_49_7526,0,403,338,343,309,421,306,0,0,0,0,166
capture_2020_04_17_11_39_49_7527,0,401,331,346,311,424,307,0,0,0,0,159
capture_2020_04_17_11_39_49_7528,0,406,344,348,312,426,308,0,0,0,0,161
capture_2020_04_17_11_39_49_7529,0,405,341,353,313,432,310,0,0,0,0,157
capture_2020_04_17_11_39_49_7530,0,408,340,357,314,432,310,0,0,0,0,157
capture_2020_04_17_11_39_49_7531,0,407,343,360,315,434,311,0,0,0,0,153
capture_2020_04_17_11_39_49_7532,0,408,339,363,316,436,313,0,0,0,0,153
capture_2020_04_17_11_39_49_7533,0,413,337,369,320,440,316,0,0,0,0,153
capture_2020_04_17_11_39_49_7534,0,417,337,371,320,442,317,0,0,0,0,153
capture_2020_04_17_11_39_49_7535,0,419,332,377,322,449,320,0,0,0,0,147
