,Face,,Left eye,,Right eye,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7254,385,387,307,312,377,312,0,0,0,0,224
capture_2020_04_17_11_39_49_7255,388,388,307,314,376,314,0,0,0,0,224
capture_2020_04_17_11_39_49_7256,388,388,309,314,378,315,0,0,0,0,224
capture_2020_04_17_11_39_49_7257,388,388,308,315,376,314,0,0,0,0,224
capture_2020_04_17_11_39_49_7258,388,388,308,315,376,314,0,0,0,0,224
capture_2020_04_17_11_39_49_7259,388,388,308,315,376,314,0,0,0,0,224
capture_2020_04_17_11_39_49_7260,389,396,308,315,376,314,0,0,0,0,230
capture_2020_04_17_11_39_49_7261,389,396,308,315,376,314,0,0,0,0,230
capture_2020_04_17_11_39_49_7262,389,396,308,312,379,312,0,0,0,0,230
capture_2020_04_17_11_39_49_7263,389,396,309,311,378,311,0,0,0,0,230
capture_2020_04_17_11_39_49_7264,391,392,309,310,380,309,0,0,0,0,236
capture_2020_04_17_11_39_49_7265,391,390,309,310,380,309,0,0,0,0,236
capture_2020_04_17_11_39_49_7266,391,390,309,310,380,309,0,0,0,0,236
capture_2020_04_17_11_39_49_7267,396,388,312,309,384,307,0,0,0,0,236
capture_2020_04_17_11_39_49_7268,396,385,314,307,386,306,0,0,0,0,236
capture_2020_04_17_11_39_49_7269,397,382,313,307,387,306,0,0,0,0,239
capture_2020_04_17_11_39_49_7270,400,387,315,307,389,306,0,0,0,0,245
capture_2020_04_17_11_39_49_7271,402,390,316,305,390,305,0,0,0,0,248
capture_2020_04_17_11_39_49_7272,406,394,320,304,393,305,0,0,0,0,248
capture_2020_04_17_11_39_49_7273,406,394,320,304,393,305,0,0,0,0,248
capture_2020_04_17_11_39_49_7274,406,385,320,304,395,304,0,0,0,0,248
capture_2020_04_17_11_39_49_7275,406,385,320,301,393,301,0,0,0,0,248
capture_2020_04_17_11_39_49_7276,406,385,316,299,395,300,0,0,0,0,248
capture_2020_04_17_11_39_49_7277,406,385,320,297,395,298,0,0,0,0,248
capture_2020_04_17_11_39_49_7278,406,381,316,296,394,297,0,0,0,0,248
capture_2020_04_17_11_39_49_7279,403,379,316,293,394,295,0,0,0,0,251
capture_2020_04_17_11_39_49_7280,403,379,314,292,393,294,0,0,0,0,251
capture_2020_04_17_11_39_49_7281,401,377,311,291,393,294,0,0,0,0,257
capture_2020_04_17_11_39_49_7282,397,374,309,290,389,292,0,0,0,0,251
capture_2020_04_17_11_39_49_7283,400,373,309,289,391,291,0,0,0,0,263
capture_2020_04_17_11_39_49_7284,399,376,305,288,389,291,0,0,0,0,266
capture_2020_04_17_11_39_49_7285,399,381,304,288,389,288,0,0,0,0,272
capture_2020_04_17_11_39_49_7286,398,381,304,288,387,288,0,0,0,0,272
capture_2020_04_17_11_39_49_7287,397,380,304,284,388,285,0,0,0,0,272
capture_2020_04_17_11_39_49_7288,393,375,298,282,385,282,0,0,0,0,272
capture_2020_04_17_11_39_49_7289,398,384,296,279,384,280,0,0,0,0,278
capture_2020_04_17_11_39_49_7290,398,379,294,276,385,277,0,0,0,0,284
capture_2020_04_17_11_39_49_7291,398,379,295,274,384,275,0,0,0,0,284
capture_2020_04_17_11_39_49_7292,400,370,293,272,386,269,0,0,0,0,302
capture_2020_04_17_11_39_49_7293,400,370,295,266,388,265,0,0,0,0,302
capture_2020_04_17_11_39_49_7294,401,366,294,262,389,263,0,0,0,0,302
capture_2020_04_17_11_39_49_7295,402,368,295,261,390,262,0,0,0,0,305
capture_2020_04_17_11_39_49_7296,402,361,295,257,393,257,0,0,0,0,305
capture_2020_04_17_11_39_49_7297,405,365,295,256,395,256,0,0,0,0,314
capture_2020_04_17_11_39_49_7298,408,365,293,252,395,256,0,0,0,0,317
capture_2020_04_17_11_39_49_7299,408,364,293,246,397,248,0,0,0,0,326
capture_2020_04_17_11_39_49_7300,412,351,293,242,397,243,0,0,0,0,335
capture_2020_04_17_11_39_49_7301,410,347,293,240,400,240,0,0,0,0,335
capture_2020_04_17_11_39_49_7302,410,346,291,232,400,233,0,0,0,0,335
capture_2020_04_17_11_39_49_7303,412,348,291,228,400,229,0,0,0,0,344
capture_2020_04_17_11_39_49_7304,409,344,289,224,400,224,0,0,0,0,344
capture_2020_04_17_11_39_49_7305,412,340,288,221,400,224,0,0,0,0,353
capture_2020_04_17_11_39_49_7306,411,344,284,220,400,221,0,0,0,0,359
capture_2020_04_17_11_39_49_7307,411,345,284,218,400,219,0,0,0,0,362
capture_2020_04_17_11_39_49_7308,410,340,281,216,397,216,0,0,0,0,362
capture_2020_04_17_11_39_49_7309,407,337,281,214,400,214,0,0,0,0,365
capture_2020_04_17_11_39_49_7310,412,344,278,212,400,211,0,0,0,0,374
capture_2020_04_17_11_39_49_7311,411,344,280,208,400,208,0,0,0,0,374
capture_2020_04_17_11_39_49_7312,414,349,278,208,400,208,0,0,0,0,380
capture_2020_04_17_11_39_49_7313,414,342,279,204,403,202,0,0,0,0,380
capture_2020_04_17_11_39_49_7314,414,342,281,202,405,200,0,0,0,0,380
capture_2020_04_17_11_39_49_7315,418,338,282,200,407,198,0,0,0,0,386
capture_2020_04_17_11_39_49_7316,419,340,282,198,407,196,0,0,0,0,389
capture_2020_04_17_11_39_49_7317,421,343,284,197,410,195,0,0,0,0,392
capture_2020_04_17_11_39_49_7318,426,346,284,195,416,195,0,0,0,0,398
capture_2020_04_17_11_39_49_7319,426,346,284,195,416,195,0,0,0,0,398
capture_2020_04_17_11_39_49_7320,430,352,285,193,417,192,0,0,0,0,407
capture_2020_04_17_11_39_49_7321,429,345,288,192,418,192,0,0,0,0,407
capture_2020_04_17_11_39_49_7322,429,345,288,192,418,192,0,0,0,0,407
capture_2020_04_17_11_39_49_7323,433,329,282,189,419,189,0,0,0,0,419
capture_2020_04_17_11_39_49_7324,433,329,284,188,420,187,0,0,0,0,419
capture_2020_04_17_11_39_49_7325,433,329,284,187,420,186,0,0,0,0,419
capture_2020_04_17_11_39_49_7326,433,329,282,183,420,182,0,0,0,0,419
capture_2020_04_17_11_39_49_7327,432,328,282,182,420,181,0,0,0,0,422
capture_2020_04_17_11_39_49_7328,432,328,280,182,420,181,0,0,0,0,422
capture_2020_04_17_11_39_49_7329,433,334,282,181,421,181,0,0,0,0,431
capture_2020_04_17_11_39_49_7330,433,334,282,182,421,184,0,0,0,0,431
capture_2020_04_17_11_39_49_7331,433,334,282,184,421,186,0,0,0,0,431
capture_2020_04_17_11_39_49_7332,433,334,280,186,419,187,0,0,0,0,431
capture_2020_04_17_11_39_49_7333,433,334,280,186,419,187,0,0,0,0,431
capture_2020_04_17_11_39_49_7334,433,334,280,186,419,187,0,0,0,0,431
capture_2020_04_17_11_39_49_7335,430,334,280,186,419,187,0,0,0,0,431
capture_2020_04_17_11_39_49_7336,429,334,278,186,416,186,0,0,0,0,431
capture_2020_04_17_11_39_49_7337,429,334,278,186,416,186,0,0,0,0,431
capture_2020_04_17_11_39_49_7338,429,334,278,187,416,187,0,0,0,0,431
capture_2020_04_17_11_39_49_7339,430,334,278,187,416,187,0,0,0,0,431
capture_2020_04_17_11_39_49_7340,430,334,277,189,421,188,0,0,0,0,431
capture_2020_04_17_11_39_49_7341,430,334,277,189,421,188,0,0,0,0,431
capture_2020_04_17_11_39_49_7342,430,334,277,186,422,186,0,0,0,0,431
capture_2020_04_17_11_39_49_7343,430,334,274,192,416,192,1,0,0,0,431
capture_2020_04_17_11_39_49_7344,430,334,274,192,416,192,1,0,0,0,431
capture_2020_04_17_11_39_49_7345,430,334,274,192,416,192,1,0,0,0,431
capture_2020_04_17_11_39_49_7346,430,334,274,192,416,192,1,0,0,0,431
capture_2020_04_17_11_39_49_7347,430,334,274,192,416,192,1,0,0,0,431
capture_2020_04_17_11_39_49_7348,430,330,274,192,416,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7349,430,330,274,192,416,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7350,430,330,274,192,416,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7351,428,330,273,193,416,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7352,428,330,272,194,416,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7353,425,330,269,194,406,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7354,425,330,266,194,403,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7355,425,330,264,194,400,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7356,424,330,264,194,400,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7357,424,330,264,194,400,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7358,424,330,264,194,400,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7359,424,330,264,194,400,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7360,424,330,264,194,400,192,1,0,0,0,425
capture_2020_04_17_11_39_49_7361,424,330,264,194,400,192,0,0,0,0,425
capture_2020_04_17_11_39_49_7362,424,330,264,194,400,192,0,0,0,0,425
capture_2020_04_17_11_39_49_7363,424,330,264,194,400,192,0,0,0,0,425
capture_2020_04_17_11_39_49_7364,421,330,265,194,401,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7365,421,330,265,194,401,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7366,421,330,265,194,401,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7367,421,330,272,196,405,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7368,421,330,272,196,405,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7369,425,330,272,196,405,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7370,425,330,275,196,411,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7371,425,330,277,195,416,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7372,428,330,278,195,419,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7373,428,330,278,195,419,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7374,428,330,278,195,419,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7375,428,330,278,195,419,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7376,428,330,278,195,419,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7377,428,330,278,195,419,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7378,428,330,278,195,419,192,0,1,0,0,425
capture_2020_04_17_11_39_49_7379,428,330,283,195,419,193,0,1,0,0,425
capture_2020_04_17_11_39_49_7380,428,330,283,195,419,193,0,1,0,0,425
capture_2020_04_17_11_39_49_7381,428,330,283,195,419,193,0,1,0,0,425
capture_2020_04_17_11_39_49_7382,428,330,283,195,419,193,0,1,0,0,425
capture_2020_04_17_11_39_49_7383,428,330,283,195,419,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7384,428,330,283,195,419,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7385,428,330,283,195,419,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7386,428,330,283,195,419,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7387,428,330,283,195,419,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7388,428,330,283,195,419,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7389,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7390,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7391,428,330,279,202,417,201,0,0,0,1,425
capture_2020_04_17_11_39_49_7392,428,330,281,200,418,198,0,0,0,1,425
capture_2020_04_17_11_39_49_7393,428,330,279,195,421,193,0,0,0,1,425
capture_2020_04_17_11_39_49_7394,428,330,279,195,421,193,0,0,0,1,425
capture_2020_04_17_11_39_49_7395,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7396,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7397,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7398,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7399,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7400,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7401,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7402,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7403,428,330,279,195,421,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7404,428,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7405,428,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7406,428,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7407,428,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7408,428,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7409,428,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7410,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7411,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7412,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7413,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7414,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7415,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7416,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7417,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7418,432,330,279,199,422,197,0,0,0,0,425
capture_2020_04_17_11_39_49_7419,432,330,284,197,420,196,0,0,0,0,425
capture_2020_04_17_11_39_49_7420,432,330,284,195,420,195,0,0,0,0,425
capture_2020_04_17_11_39_49_7421,432,330,288,194,420,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7422,432,330,288,194,420,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7423,432,330,288,194,420,193,0,0,0,0,425
capture_2020_04_17_11_39_49_7424,432,330,288,192,420,192,0,0,1,0,425
capture_2020_04_17_11_39_49_7425,432,330,288,192,420,188,0,0,1,0,425
capture_2020_04_17_11_39_49_7426,432,330,288,188,420,185,0,0,1,0,425
capture_2020_04_17_11_39_49_7427,432,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7428,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7429,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7430,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7431,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7432,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7433,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7434,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7435,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7436,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7437,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7438,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7439,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7440,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7441,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7442,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7443,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7444,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7445,436,330,288,186,420,184,0,0,1,0,425
capture_2020_04_17_11_39_49_7446,435,328,288,186,420,184,0,0,1,0,422
capture_2020_04_17_11_39_49_7447,435,328,288,186,420,184,0,0,1,0,422
capture_2020_04_17_11_39_49_7448,435,328,288,186,420,184,0,0,1,0,422
capture_2020_04_17_11_39_49_7449,435,328,288,186,420,184,0,0,1,0,422
capture_2020_04_17_11_39_49_7450,435,328,288,186,420,184,0,0,1,0,422
capture_2020_04_17_11_39_49_7451,435,328,288,186,420,184,0,0,1,0,422
capture_2020_04_17_11_39_49_7452,435,328,288,186,420,184,0,0,1,0,422
capture_2020_04_17_11_39_49_7453,435,328,288,192,420,188,0,0,1,0,422
capture_2020_04_17_11_39_49_7454,435,328,288,192,420,188,0,0,0,0,422
capture_2020_04_17_11_39_49_7455,435,328,288,193,420,192,0,0,0,0,422
capture_2020_04_17_11_39_49_7456,435,328,288,193,420,192,0,0,0,0,422
capture_2020_04_17_11_39_49_7457,435,328,288,193,420,192,0,0,0,0,422
capture_2020_04_17_11_39_49_7458,435,328,288,193,420,192,0,0,0,0,422
capture_2020_04_17_11_39_49_7459,435,328,288,193,420,192,0,0,0,0,422
capture_2020_04_17_11_39_49_7460,435,328,288,193,420,192,0,0,0,0,422
capture_2020_04_17_11_39_49_7461,435,333,288,195,421,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7462,435,333,288,195,421,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7463,435,333,288,195,421,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7464,435,333,288,195,425,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7465,435,333,288,195,425,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7466,435,333,284,197,428,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7467,435,333,284,197,428,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7468,435,333,280,197,432,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7469,435,333,280,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7470,435,333,280,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7471,435,333,280,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7472,435,333,280,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7473,435,333,280,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7474,435,333,280,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7475,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7476,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7477,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7478,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7479,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7480,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7481,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7482,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7483,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7484,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7485,435,333,285,198,432,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7486,435,333,288,198,425,198,0,0,0,0,422
capture_2020_04_17_11_39_49_7487,435,333,289,197,424,195,0,0,0,0,422
capture_2020_04_17_11_39_49_7488,435,333,290,194,424,193,0,0,0,0,422
capture_2020_04_17_11_39_49_7489,435,333,290,194,424,193,0,0,0,0,422
capture_2020_04_17_11_39_49_7490,435,333,290,194,424,193,0,0,0,0,422
capture_2020_04_17_11_39_49_7491,435,333,290,194,424,193,0,0,0,0,422
capture_2020_04_17_11_39_49_7492,433,330,290,194,424,193,0,0,0,0,419
capture_2020_04_17_11_39_49_7493,432,329,288,194,419,193,0,0,0,0,416
capture_2020_04_17_11_39_49_7494,430,325,288,194,419,193,0,0,0,0,413
capture_2020_04_17_11_39_49_7495,430,329,288,194,416,194,0,0,0,0,410
capture_2020_04_17_11_39_49_7496,424,326,284,194,411,194,0,0,0,0,401
capture_2020_04_17_11_39_49_7497,420,321,282,194,408,194,0,0,0,0,398
capture_2020_04_17_11_39_49_7498,421,322,282,198,408,197,0,0,0,0,395
capture_2020_04_17_11_39_49_7499,420,339,281,208,405,204,0,0,0,0,389
capture_2020_04_17_11_39_49_7500,416,340,281,211,405,208,0,0,0,0,383
capture_2020_04_17_11_39_49_7501,416,340,283,219,403,216,0,0,0,0,383
capture_2020_04_17_11_39_49_7502,419,340,285,224,405,219,0,0,0,0,383
capture_2020_04_17_11_39_49_7503,419,340,288,226,405,224,0,0,0,0,383
capture_2020_04_17_11_39_49_7504,417,354,290,229,405,227,0,0,0,0,365
capture_2020_04_17_11_39_49_7505,417,354,292,237,403,235,0,0,0,0,365
capture_2020_04_17_11_39_49_7506,418,371,293,241,405,240,0,0,0,0,356
capture_2020_04_17_11_39_49_7507,418,371,295,243,403,242,0,0,0,0,356
capture_2020_04_17_11_39_49_7508,413,373,296,248,401,246,0,0,0,0,335
capture_2020_04_17_11_39_49_7509,410,362,298,252,401,250,0,0,0,0,329
capture_2020_04_17_11_39_49_7510,416,362,300,256,400,251,0,0,0,0,320
capture_2020_04_17_11_39_49_7511,416,362,300,256,400,256,0,0,0,0,320
capture_2020_04_17_11_39_49_7512,416,362,300,260,400,257,0,0,0,0,320
capture_2020_04_17_11_39_49_7513,415,372,304,264,405,261,0,0,0,0,305
capture_2020_04_17_11_39_49_7514,418,358,309,272,405,268,0,0,0,0,293
capture_2020_04_17_11_39_49_7515,418,358,312,274,405,272,0,0,0,0,293
capture_2020_04_17_11_39_49_7516,418,358,314,277,406,275,0,0,0,0,293
capture_2020_04_17_11_39_49_7517,421,378,317,281,406,278,0,0,0,0,284
capture_2020_04_17_11_39_49_7518,419,381,320,288,407,282,0,0,0,0,275
capture_2020_04_17_11_39_49_7519,419,381,323,288,408,284,0,0,0,0,275
capture_2020_04_17_11_39_49_7520,425,381,326,292,410,289,0,0,0,0,275
capture_2020_04_17_11_39_49_7521,425,381,328,296,413,293,0,0,0,0,275
capture_2020_04_17_11_39_49_7522,427,396,332,298,413,295,0,0,0,0,260
capture_2020_04_17_11_39_49_7523,430,387,336,304,416,299,0,0,0,0,260
capture_2020_04_17_11_39_49_7524,430,387,336,304,417,301,0,0,0,0,260
capture_2020_04_17_11_39_49_7525,434,387,341,309,420,304,0,0,0,0,260
capture_2020_04_17_11_39_49_7526,436,387,343,309,421,306,0,0,0,0,260
capture_2020_04_17_11_39_49_7527,437,386,346,311,424,307,0,0,0,0,248
capture_2020_04_17_11_39_49_7528,441,397,348,312,426,308,0,0,0,0,251
capture_2020_04_17_11_39_49_7529,442,397,353,313,432,310,0,0,0,0,245
capture_2020_04_17_11_39_49_7530,445,396,357,314,432,310,0,0,0,0,245
capture_2020_04_17_11_39_49_7531,446,402,360,315,434,311,0,0,0,0,239
capture_2020_04_17_11_39_49_7532,447,398,363,316,436,313,0,0,0,0,239
capture_2020_04_17_11_39_49_7533,452,396,369,320,440,316,0,0,0,0,239
capture_2020_04_17_11_39_49_7534,456,396,371,320,442,317,0,0,0,0,239
capture_2020_04_17_11_39_49_7535,461,396,377,322,449,320,0,0,0,0,230
capture_2020_04_17_11_39_49_7536,464,395,380,323,452,320,0,0,0,0,224
capture_2020_04_17_11_39_49_7537,467,395,384,324,454,321,0,0,0,0,224
capture_2020_04_17_11_39_49_7538,472,395,391,326,460,323,0,0,0,0,224
capture_2020_04_17_11_39_49_7539,477,395,395,326,464,323,0,0,0,0,224
capture_2020_04_17_11_39_49_7540,480,395,400,326,465,325,0,0,0,0,224
capture_2020_04_17_11_39_49_7541,482,395,400,328,469,325,0,0,0,0,224
capture_2020_04_17_11_39_49_7542,488,398,406,328,473,326,0,0,0,0,224
capture_2020_04_17_11_39_49_7543,491,400,408,328,476,326,0,0,0,0,224
capture_2020_04_17_11_39_49_7544,493,408,411,330,480,327,0,0,0,0,224
capture_2020_04_17_11_39_49_7545,497,405,416,330,480,328,0,0,0,0,218
capture_2020_04_17_11_39_49_7546,497,405,417,331,483,328,0,0,0,0,218
capture_2020_04_17_11_39_49_7547,498,405,417,331,485,329,0,0,0,0,218
capture_2020_04_17_11_39_49_7548,498,405,417,331,485,329,0,0,0,0,218
capture_2020_04_17_11_39_49_7549,498,405,420,333,486,331,0,0,0,0,218
capture_2020_04_17_11_39_49_7550,498,405,420,333,486,331,0,0,0,0,218
capture_2020_04_17_11_39_49_7551,500,405,420,333,486,331,0,0,0,0,218
