,Face,,Left eye,,Right eye,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7248,338,326,304,309,368,308,0,0,0,0,132
capture_2020_04_17_11_39_49_7249,341,328,304,310,370,310,0,0,0,0,132
capture_2020_04_17_11_39_49_7250,341,331,304,310,370,310,0,0,0,0,132
capture_2020_04_17_11_39_49_7251,342,331,305,310,373,310,0,0,0,0,135
capture_2020_04_17_11_39_49_7252,344,332,305,310,373,310,0,0,0,0,135
capture_2020_04_17_11_39_49_7253,345,327,305,310,373,310,0,0,0,0,135
capture_2020_04_17_11_39_49_7254,344,330,305,310,375,310,0,0,0,0,135
capture_2020_04_17_11_39_49_7255,346,333,305,312,374,312,0,0,0,0,135
capture_2020_04_17_11_39_49_7256,345,331,307,312,376,313,0,0,0,0,135
capture_2020_04_17_11_39_49_7257,346,336,306,313,374,312,0,0,0,0,135
capture_2020_04_17_11_39_49_7258,344,333,306,313,374,312,0,0,0,0,135
capture_2020_04_17_11_39_49_7259,344,336,306,313,374,312,0,0,0,0,135
capture_2020_04_17_11_39_49_7260,348,341,306,313,374,312,0,0,0,0,144
capture_2020_04_17_11_39_49_7261,347,339,306,313,374,312,0,0,0,0,144
capture_2020_04_17_11_39_49_7262,349,337,306,310,377,310,0,0,0,0,144
capture_2020_04_17_11_39_49_7263,351,336,307,309,376,309,0,0,0,0,144
capture_2020_04_17_11_39_49_7264,350,332,307,308,378,307,0,0,0,0,144
capture_2020_04_17_11_39_49_7265,349,328,307,308,378,307,0,0,0,0,144
capture_2020_04_17_11_39_49_7266,351,328,307,308,378,307,0,0,0,0,144
capture_2020_04_17_11_39_49_7267,352,323,310,307,384,305,0,0,0,0,144
capture_2020_04_17_11_39_49_7268,351,318,312,305,384,304,0,0,0,0,144
capture_2020_04_17_11_39_49_7269,352,316,311,305,385,304,0,0,0,0,145
capture_2020_04_17_11_39_49_7270,354,328,313,305,387,304,0,0,0,0,149
capture_2020_04_17_11_39_49_7271,355,325,314,304,388,304,0,0,0,0,151
capture_2020_04_17_11_39_49_7272,357,322,320,304,391,304,0,0,0,0,151
capture_2020_04_17_11_39_49_7273,357,323,320,304,391,304,0,0,0,0,151
capture_2020_04_17_11_39_49_7274,357,321,320,304,393,304,0,0,0,0,151
capture_2020_04_17_11_39_49_7275,357,320,320,299,391,299,0,0,0,0,151
capture_2020_04_17_11_39_49_7276,355,320,314,297,393,298,0,0,0,0,151
capture_2020_04_17_11_39_49_7277,357,319,320,295,393,296,0,0,0,0,151
capture_2020_04_17_11_39_49_7278,356,316,314,294,392,295,0,0,0,0,151
capture_2020_04_17_11_39_49_7279,359,320,314,291,392,293,0,0,0,0,160
capture_2020_04_17_11_39_49_7280,358,320,312,290,391,292,0,0,0,0,160
capture_2020_04_17_11_39_49_7281,357,320,309,289,391,292,0,0,0,0,160
capture_2020_04_17_11_39_49_7282,355,323,307,288,387,290,0,0,0,0,160
capture_2020_04_17_11_39_49_7283,353,315,307,288,389,289,0,0,0,0,160
capture_2020_04_17_11_39_49_7284,351,309,304,288,387,289,0,0,0,0,162
capture_2020_04_17_11_39_49_7285,349,306,304,288,387,288,0,0,0,0,166
capture_2020_04_17_11_39_49_7286,349,301,304,288,385,288,0,0,0,0,166
capture_2020_04_17_11_39_49_7287,347,300,304,282,386,283,0,0,0,0,166
capture_2020_04_17_11_39_49_7288,344,300,296,280,384,280,0,0,0,0,166
capture_2020_04_17_11_39_49_7289,348,303,294,277,384,278,0,0,0,0,176
capture_2020_04_17_11_39_49_7290,345,298,292,274,384,275,0,0,0,0,176
capture_2020_04_17_11_39_49_7291,345,300,293,272,384,273,0,0,0,0,176
capture_2020_04_17_11_39_49_7292,349,298,291,272,384,267,0,0,0,0,192
capture_2020_04_17_11_39_49_7293,348,293,293,264,386,263,0,0,0,0,192
capture_2020_04_17_11_39_49_7294,349,287,292,260,387,261,0,0,0,0,192
capture_2020_04_17_11_39_49_7295,349,284,293,259,388,260,0,0,0,0,192
capture_2020_04_17_11_39_49_7296,348,280,293,256,391,256,0,0,0,0,193
capture_2020_04_17_11_39_49_7297,348,274,293,256,393,256,0,0,0,0,193
capture_2020_04_17_11_39_49_7298,346,270,291,250,393,256,0,0,0,0,199
capture_2020_04_17_11_39_49_7299,353,271,291,244,395,246,0,0,0,0,208
capture_2020_04_17_11_39_49_7300,353,266,291,240,395,241,0,0,0,0,208
capture_2020_04_17_11_39_49_7301,350,266,291,240,400,240,0,0,0,0,208
capture_2020_04_17_11_39_49_7302,349,260,289,230,400,231,0,0,0,0,208
capture_2020_04_17_11_39_49_7303,347,260,289,226,400,227,0,0,0,0,212
capture_2020_04_17_11_39_49_7304,347,260,288,224,400,224,0,0,0,0,218
capture_2020_04_17_11_39_49_7305,348,258,288,219,400,224,0,0,0,0,224
capture_2020_04_17_11_39_49_7306,345,251,282,218,400,219,0,0,0,0,224
capture_2020_04_17_11_39_49_7307,345,251,282,216,400,217,0,0,0,0,226
capture_2020_04_17_11_39_49_7308,344,248,279,214,395,214,0,0,0,0,226
capture_2020_04_17_11_39_49_7309,341,239,279,212,400,212,0,0,0,0,230
capture_2020_04_17_11_39_49_7310,339,232,276,210,400,209,0,0,0,0,233
capture_2020_04_17_11_39_49_7311,344,242,278,208,400,208,0,0,0,0,240
capture_2020_04_17_11_39_49_7312,342,232,276,208,400,208,0,0,0,0,241
capture_2020_04_17_11_39_49_7313,344,236,277,202,401,200,0,0,0,0,241
capture_2020_04_17_11_39_49_7314,346,230,279,200,403,198,0,0,0,0,243
capture_2020_04_17_11_39_49_7315,347,249,280,198,405,196,0,0,0,0,245
capture_2020_04_17_11_39_49_7316,349,229,280,196,405,194,0,0,0,0,245
capture_2020_04_17_11_39_49_7317,351,236,282,195,408,193,0,0,0,0,243
capture_2020_04_17_11_39_49_7318,352,248,282,193,416,193,0,0,0,0,247
capture_2020_04_17_11_39_49_7319,355,250,282,193,416,193,0,0,0,0,256
capture_2020_04_17_11_39_49_7320,353,244,283,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7321,353,225,288,192,416,192,0,0,0,0,258
capture_2020_04_17_11_39_49_7322,354,244,288,192,416,192,0,0,0,0,260
capture_2020_04_17_11_39_49_7323,354,224,280,187,417,187,0,0,0,0,264
capture_2020_04_17_11_39_49_7324,356,244,282,186,418,185,0,0,0,0,260
capture_2020_04_17_11_39_49_7325,358,246,282,185,418,184,0,0,0,0,264
capture_2020_04_17_11_39_49_7326,353,225,280,181,418,180,0,0,0,0,272
capture_2020_04_17_11_39_49_7327,355,230,280,180,418,179,0,0,0,0,272
capture_2020_04_17_11_39_49_7328,353,234,278,180,418,179,0,0,0,0,272
capture_2020_04_17_11_39_49_7329,354,224,280,179,419,179,0,0,0,0,274
capture_2020_04_17_11_39_49_7330,353,223,280,180,419,182,0,0,0,0,274
capture_2020_04_17_11_39_49_7331,354,246,280,182,419,184,0,0,0,0,272
capture_2020_04_17_11_39_49_7332,357,249,278,184,417,185,0,0,0,0,272
capture_2020_04_17_11_39_49_7333,355,243,278,184,417,185,0,0,0,0,272
capture_2020_04_17_11_39_49_7334,355,243,278,184,417,185,0,0,0,0,272
capture_2020_04_17_11_39_49_7335,356,229,278,184,417,185,0,0,0,0,272
capture_2020_04_17_11_39_49_7336,354,227,276,184,416,184,0,0,0,0,272
capture_2020_04_17_11_39_49_7337,352,227,276,184,416,184,0,0,0,0,272
capture_2020_04_17_11_39_49_7338,354,232,276,185,416,185,0,0,0,0,272
capture_2020_04_17_11_39_49_7339,356,230,276,185,416,185,0,0,0,0,272
capture_2020_04_17_11_39_49_7340,358,232,275,187,419,186,0,0,0,0,272
capture_2020_04_17_11_39_49_7341,356,237,275,187,419,186,0,0,0,0,272
capture_2020_04_17_11_39_49_7342,355,230,275,184,420,184,0,0,0,0,272
capture_2020_04_17_11_39_49_7343,356,234,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7344,355,230,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7345,356,244,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7346,355,241,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7347,354,243,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7348,360,255,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7349,358,245,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7350,357,248,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7351,352,250,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7352,349,258,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7353,353,243,267,192,404,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7354,352,246,264,192,401,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7355,353,253,262,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7356,348,245,262,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7357,344,244,262,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7358,348,250,262,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7359,348,243,262,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7360,346,236,262,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7361,347,234,262,192,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7362,345,231,262,192,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7363,347,220,262,192,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7364,345,239,263,192,400,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7365,347,226,263,192,400,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7366,350,228,263,192,400,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7367,349,241,272,194,403,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7368,351,237,272,194,403,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7369,352,240,272,194,403,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7370,353,231,273,194,409,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7371,354,241,275,193,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7372,354,243,276,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7373,354,250,276,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7374,356,232,276,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7375,356,241,276,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7376,356,237,276,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7377,356,241,276,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7378,354,235,276,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7379,356,243,281,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7380,356,236,281,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7381,357,224,281,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7382,354,221,281,193,417,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7383,356,223,281,193,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7384,355,238,281,193,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7385,356,242,281,193,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7386,354,236,281,193,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7387,356,236,281,193,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7388,354,238,281,193,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7389,354,247,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7390,356,240,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7391,354,232,277,200,416,199,0,0,0,1,272
capture_2020_04_17_11_39_49_7392,357,233,279,198,416,196,0,0,0,1,272
capture_2020_04_17_11_39_49_7393,356,239,277,193,419,192,0,0,0,1,272
capture_2020_04_17_11_39_49_7394,358,241,277,193,419,192,0,0,0,1,272
capture_2020_04_17_11_39_49_7395,356,245,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7396,354,241,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7397,356,248,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7398,356,237,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7399,358,250,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7400,358,252,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7401,356,253,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7402,357,246,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7403,355,253,277,193,419,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7404,360,243,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7405,357,249,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7406,361,246,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7407,361,248,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7408,359,246,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7409,358,244,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7410,356,244,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7411,357,240,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7412,360,239,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7413,355,249,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7414,357,241,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7415,360,244,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7416,359,241,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7417,359,245,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7418,353,234,277,197,420,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7419,358,246,282,195,418,194,0,0,0,0,272
capture_2020_04_17_11_39_49_7420,358,242,282,193,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7421,358,248,288,192,418,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7422,356,248,288,192,418,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7423,357,250,288,192,418,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7424,358,250,288,192,418,192,0,0,1,0,272
capture_2020_04_17_11_39_49_7425,357,255,288,192,418,186,0,0,1,0,272
capture_2020_04_17_11_39_49_7426,358,244,288,186,418,183,0,0,1,0,272
capture_2020_04_17_11_39_49_7427,356,243,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7428,359,234,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7429,358,234,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7430,361,240,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7431,359,233,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7432,363,240,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7433,359,239,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7434,358,223,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7435,359,236,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7436,359,246,288,184,418,182,0,0,0,0,272
capture_2020_04_17_11_39_49_7437,360,223,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7438,360,239,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7439,360,237,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7440,361,242,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7441,360,243,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7442,354,245,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7443,355,236,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7444,358,233,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7445,360,233,288,184,418,182,0,0,1,0,272
capture_2020_04_17_11_39_49_7446,352,228,288,184,418,182,0,0,1,0,262
capture_2020_04_17_11_39_49_7447,352,253,288,184,418,182,0,0,1,0,262
capture_2020_04_17_11_39_49_7448,352,257,288,184,418,182,0,0,1,0,262
capture_2020_04_17_11_39_49_7449,357,241,288,184,418,182,0,0,1,0,262
capture_2020_04_17_11_39_49_7450,358,233,288,184,418,182,0,0,1,0,262
capture_2020_04_17_11_39_49_7451,357,240,288,184,418,182,0,0,1,0,262
capture_2020_04_17_11_39_49_7452,355,234,288,184,418,182,0,0,1,0,262
capture_2020_04_17_11_39_49_7453,355,244,288,192,418,186,0,0,1,0,262
capture_2020_04_17_11_39_49_7454,356,249,288,192,418,186,0,0,0,0,262
capture_2020_04_17_11_39_49_7455,357,242,288,192,418,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7456,358,248,288,192,418,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7457,356,245,288,192,418,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7458,356,249,288,192,418,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7459,354,243,288,192,418,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7460,358,232,288,192,418,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7461,357,222,288,193,419,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7462,356,240,288,193,419,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7463,356,238,288,193,419,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7464,355,239,288,193,423,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7465,355,250,288,193,423,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7466,359,257,282,195,426,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7467,360,245,282,195,426,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7468,360,240,278,195,432,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7469,360,240,278,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7470,362,241,278,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7471,357,239,278,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7472,351,240,278,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7473,358,244,278,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7474,362,244,278,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7475,360,240,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7476,361,251,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7477,361,241,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7478,360,251,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7479,357,252,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7480,360,225,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7481,359,229,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7482,360,228,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7483,361,234,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7484,361,238,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7485,358,233,283,196,432,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7486,359,232,288,196,423,196,0,0,0,0,262
capture_2020_04_17_11_39_49_7487,360,231,288,195,422,193,0,0,0,0,262
capture_2020_04_17_11_39_49_7488,358,239,288,192,422,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7489,358,231,288,192,422,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7490,358,235,288,192,422,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7491,359,233,288,192,422,192,0,0,0,0,262
capture_2020_04_17_11_39_49_7492,361,235,288,192,422,192,0,0,0,0,260
capture_2020_04_17_11_39_49_7493,357,241,288,192,417,192,0,0,0,0,258
capture_2020_04_17_11_39_49_7494,356,240,288,192,417,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7495,355,243,288,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7496,356,239,282,192,409,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7497,353,248,280,192,406,192,0,0,0,0,247
capture_2020_04_17_11_39_49_7498,350,248,280,196,406,195,0,0,0,0,245
capture_2020_04_17_11_39_49_7499,347,247,279,208,403,202,0,0,0,0,241
capture_2020_04_17_11_39_49_7500,350,256,279,209,403,208,0,0,0,0,240
capture_2020_04_17_11_39_49_7501,356,265,281,217,401,214,0,0,0,0,240
capture_2020_04_17_11_39_49_7502,358,272,283,224,403,217,0,0,0,0,240
capture_2020_04_17_11_39_49_7503,353,270,288,224,403,224,0,0,0,0,240
capture_2020_04_17_11_39_49_7504,353,273,288,227,403,225,0,0,0,0,226
capture_2020_04_17_11_39_49_7505,357,271,290,235,401,233,0,0,0,0,226
capture_2020_04_17_11_39_49_7506,358,276,291,240,403,240,0,0,0,0,224
capture_2020_04_17_11_39_49_7507,357,269,293,241,401,240,0,0,0,0,224
capture_2020_04_17_11_39_49_7508,356,278,294,246,400,244,0,0,0,0,208
capture_2020_04_17_11_39_49_7509,363,291,296,250,400,248,0,0,0,0,208
capture_2020_04_17_11_39_49_7510,356,294,298,256,400,249,0,0,0,0,197
capture_2020_04_17_11_39_49_7511,355,287,298,256,400,256,0,0,0,0,197
capture_2020_04_17_11_39_49_7512,359,292,298,258,400,256,0,0,0,0,197
capture_2020_04_17_11_39_49_7513,364,300,304,262,403,259,0,0,0,0,192
capture_2020_04_17_11_39_49_7514,364,298,307,272,403,266,0,0,0,0,180
capture_2020_04_17_11_39_49_7515,365,305,310,272,403,272,0,0,0,0,180
capture_2020_04_17_11_39_49_7516,369,309,312,275,404,273,0,0,0,0,180
capture_2020_04_17_11_39_49_7517,370,313,315,279,404,276,0,0,0,0,176
capture_2020_04_17_11_39_49_7518,372,316,320,288,405,280,0,0,0,0,176
capture_2020_04_17_11_39_49_7519,374,320,321,288,406,282,0,0,0,0,176
capture_2020_04_17_11_39_49_7520,377,322,324,290,408,288,0,0,0,0,176
capture_2020_04_17_11_39_49_7521,379,324,326,294,411,291,0,0,0,0,176
capture_2020_04_17_11_39_49_7522,379,322,330,296,411,293,0,0,0,0,160
capture_2020_04_17_11_39_49_7523,381,328,336,304,416,297,0,0,0,0,160
capture_2020_04_17_11_39_49_7524,385,332,336,304,416,299,0,0,0,0,160
capture_2020_04_17_11_39_49_7525,388,329,339,307,418,304,0,0,0,0,160
capture_2020_04_17_11_39_49_7526,390,329,341,307,419,304,0,0,0,0,160
capture_2020_04_17_11_39_49_7527,390,327,344,309,422,305,0,0,0,0,151
capture_2020_04_17_11_39_49_7528,399,329,346,310,424,306,0,0,0,0,160
capture_2020_04_17_11_39_49_7529,396,331,352,311,432,308,0,0,0,0,149
capture_2020_04_17_11_39_49_7530,397,333,355,312,432,308,0,0,0,0,149
capture_2020_04_17_11_39_49_7531,400,337,358,313,432,309,0,0,0,0,145
capture_2020_04_17_11_39_49_7532,402,332,361,314,434,311,0,0,0,0,145
capture_2020_04_17_11_39_49_7533,408,329,368,320,438,314,0,0,0,0,145
capture_2020_04_17_11_39_49_7534,411,329,369,320,440,315,0,0,0,0,145
capture_2020_04_17_11_39_49_7535,419,345,375,320,448,320,0,0,0,0,144
capture_2020_04_17_11_39_49_7536,424,344,378,321,450,320,0,0,0,0,139
capture_2020_04_17_11_39_49_7537,424,344,384,322,452,320,0,0,0,0,139
capture_2020_04_17_11_39_49_7538,434,347,389,324,458,321,0,0,0,0,139
capture_2020_04_17_11_39_49_7539,435,343,393,324,464,321,0,0,0,0,135
capture_2020_04_17_11_39_49_7540,436,341,400,324,464,323,0,0,0,0,135
capture_2020_04_17_11_39_49_7541,439,349,400,326,467,323,0,0,0,0,135
capture_2020_04_17_11_39_49_7542,447,345,404,326,471,324,0,0,0,0,135
capture_2020_04_17_11_39_49_7543,445,345,406,326,474,324,0,0,0,0,135
capture_2020_04_17_11_39_49_7544,450,345,409,328,480,325,0,0,0,0,135
capture_2020_04_17_11_39_49_7545,453,354,416,328,480,326,0,0,0,0,136
capture_2020_04_17_11_39_49_7546,454,351,416,329,481,326,0,0,0,0,131
capture_2020_04_17_11_39_49_7547,458,357,416,329,483,327,0,0,0,0,134
capture_2020_04_17_11_39_49_7548,458,347,416,329,483,327,0,0,0,0,132
capture_2020_04_17_11_39_49_7549,460,350,418,331,484,329,0,0,0,0,136
capture_2020_04_17_11_39_49_7550,458,354,418,331,484,329,0,0,0,0,133
capture_2020_04_17_11_39_49_7551,460,349,418,331,484,329,0,0,0,0,132
