,noLeftEye,noRightEye,Left Eye,,Right Eye,,Nose,,Mouth Up,,Mouth Down,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7295,0,0,0.24305555555555555,0.47663551401869159,0.63945578231292521,0.53846153846153844,0.47474747474747475,0.57324840764331209,0.453551912568306,0.61904761904761907,0.4277456647398844,0.63380281690140849,0,0,0,0,200
capture_2020_04_17_11_39_49_7296,0,0,0.24305555555555555,0.44859813084112149,0.63265306122448983,0.52991452991452992,0.48989898989898989,0.57961783439490444,0.45901639344262296,0.62585034013605445,0.4277456647398844,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7297,0,0,0.24305555555555555,0.43925233644859812,0.63265306122448983,0.51282051282051277,0.48989898989898989,0.57324840764331209,0.44808743169398907,0.62585034013605445,0.42196531791907516,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7298,0,0,0.24305555555555555,0.42990654205607476,0.6462585034013606,0.50427350427350426,0.48989898989898989,0.57324840764331209,0.453551912568306,0.61904761904761907,0.4277456647398844,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7299,0,0,0.24305555555555555,0.43925233644859812,0.63265306122448983,0.5213675213675214,0.48484848484848486,0.57324840764331209,0.453551912568306,0.62585034013605445,0.4277456647398844,0.65492957746478875,0,0,0,0,200
capture_2020_04_17_11_39_49_7300,0,0,0.24305555555555555,0.42056074766355139,0.63265306122448983,0.49572649572649574,0.48989898989898989,0.554140127388535,0.46448087431693991,0.60544217687074831,0.43930635838150289,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7301,0,0,0.25,0.42056074766355139,0.63945578231292521,0.49572649572649574,0.48989898989898989,0.5286624203821656,0.45901639344262296,0.59183673469387754,0.43930635838150289,0.61267605633802813,0,0,0,0,200
capture_2020_04_17_11_39_49_7302,0,0,0.25694444444444442,0.411214953271028,0.63945578231292521,0.48717948717948717,0.48989898989898989,0.5286624203821656,0.46994535519125685,0.59863945578231292,0.43930635838150289,0.61267605633802813,0,0,0,0,200
capture_2020_04_17_11_39_49_7303,0,0,0.25694444444444442,0.411214953271028,0.6462585034013606,0.50427350427350426,0.50505050505050508,0.535031847133758,0.46994535519125685,0.59183673469387754,0.44508670520231214,0.61267605633802813,0,0,0,0,200
capture_2020_04_17_11_39_49_7304,0,0,0.27083333333333331,0.40186915887850466,0.65306122448979587,0.47863247863247865,0.50505050505050508,0.535031847133758,0.46994535519125685,0.58503401360544216,0.44508670520231214,0.60563380281690138,0,0,0,0,200
capture_2020_04_17_11_39_49_7305,0,0,0.27083333333333331,0.40186915887850466,0.65306122448979587,0.47863247863247865,0.50505050505050508,0.54140127388535031,0.46994535519125685,0.59183673469387754,0.44508670520231214,0.60563380281690138,0,0,0,0,200
capture_2020_04_17_11_39_49_7306,0,0,0.2638888888888889,0.40186915887850466,0.6462585034013606,0.48717948717948717,0.50505050505050508,0.54140127388535031,0.47540983606557374,0.57823129251700678,0.45086705202312138,0.59859154929577463,0,0,0,0,200
capture_2020_04_17_11_39_49_7307,0,0,0.25,0.40186915887850466,0.63945578231292521,0.47863247863247865,0.494949494949495,0.5286624203821656,0.46994535519125685,0.59863945578231292,0.45086705202312138,0.60563380281690138,0,0,0,0,200
capture_2020_04_17_11_39_49_7308,0,0,0.23611111111111111,0.411214953271028,0.62585034013605445,0.47863247863247865,0.48484848484848486,0.535031847133758,0.453551912568306,0.59863945578231292,0.43352601156069365,0.60563380281690138,0,0,0,0,200
capture_2020_04_17_11_39_49_7309,0,0,0.23611111111111111,0.42056074766355139,0.62585034013605445,0.48717948717948717,0.48484848484848486,0.5286624203821656,0.45901639344262296,0.60544217687074831,0.43930635838150289,0.61971830985915488,0,0,0,0,200
capture_2020_04_17_11_39_49_7310,0,0,0.22222222222222221,0.411214953271028,0.61904761904761907,0.47008547008547008,0.48484848484848486,0.5286624203821656,0.45901639344262296,0.60544217687074831,0.43352601156069365,0.60563380281690138,0,0,0,0,200
capture_2020_04_17_11_39_49_7311,0,0,0.21527777777777779,0.40186915887850466,0.63265306122448983,0.452991452991453,0.48989898989898989,0.5286624203821656,0.45901639344262296,0.59183673469387754,0.43930635838150289,0.61971830985915488,0,0,0,0,200
capture_2020_04_17_11_39_49_7312,0,0,0.21527777777777779,0.38317757009345793,0.63265306122448983,0.44444444444444442,0.48989898989898989,0.535031847133758,0.45901639344262296,0.59863945578231292,0.43930635838150289,0.59859154929577463,0,0,0,0,200
capture_2020_04_17_11_39_49_7313,0,0,0.21527777777777779,0.38317757009345793,0.62585034013605445,0.452991452991453,0.48989898989898989,0.535031847133758,0.45901639344262296,0.58503401360544216,0.43352601156069365,0.59859154929577463,0,0,0,0,200
capture_2020_04_17_11_39_49_7314,0,0,0.20833333333333334,0.38317757009345793,0.61904761904761907,0.44444444444444442,0.47979797979797978,0.535031847133758,0.453551912568306,0.59183673469387754,0.4277456647398844,0.59859154929577463,0,0,0,0,200
capture_2020_04_17_11_39_49_7315,0,0,0.19444444444444445,0.38317757009345793,0.59183673469387754,0.452991452991453,0.46464646464646464,0.5286624203821656,0.44262295081967212,0.59183673469387754,0.41618497109826591,0.59154929577464788,0,0,0,0,200
capture_2020_04_17_11_39_49_7316,0,0,0.1875,0.40186915887850466,0.58503401360544216,0.46153846153846156,0.45454545454545453,0.54140127388535031,0.42622950819672129,0.58503401360544216,0.41040462427745666,0.59154929577464788,0,0,0,0,200
capture_2020_04_17_11_39_49_7317,0,0,0.1875,0.40186915887850466,0.54421768707483,0.452991452991453,0.45454545454545453,0.54140127388535031,0.43169398907103823,0.58503401360544216,0.40462427745664742,0.59154929577464788,0,0,0,0,200
capture_2020_04_17_11_39_49_7318,0,0,0.2013888888888889,0.3925233644859813,0.59863945578231292,0.46153846153846156,0.46464646464646464,0.54140127388535031,0.44808743169398907,0.59183673469387754,0.42196531791907516,0.59154929577464788,0,0,0,0,200
capture_2020_04_17_11_39_49_7319,0,0,0.2013888888888889,0.3925233644859813,0.59863945578231292,0.46153846153846156,0.46464646464646464,0.54140127388535031,0.44262295081967212,0.59863945578231292,0.41618497109826591,0.61267605633802813,0,0,0,0,200
capture_2020_04_17_11_39_49_7320,0,0,0.21527777777777779,0.40186915887850466,0.59863945578231292,0.47008547008547008,0.46464646464646464,0.54140127388535031,0.44808743169398907,0.59863945578231292,0.42196531791907516,0.61267605633802813,0,0,0,0,200
capture_2020_04_17_11_39_49_7321,0,0,0.20833333333333334,0.40186915887850466,0.63265306122448983,0.47863247863247865,0.46969696969696972,0.54140127388535031,0.44808743169398907,0.60544217687074831,0.42196531791907516,0.61971830985915488,0,0,0,0,200
capture_2020_04_17_11_39_49_7322,0,0,0.20833333333333334,0.40186915887850466,0.63265306122448983,0.47008547008547008,0.46969696969696972,0.54140127388535031,0.44808743169398907,0.60544217687074831,0.42196531791907516,0.61971830985915488,0,0,0,0,200
capture_2020_04_17_11_39_49_7323,0,0,0.22222222222222221,0.3925233644859813,0.62585034013605445,0.46153846153846156,0.48484848484848486,0.54140127388535031,0.46448087431693991,0.60544217687074831,0.43930635838150289,0.61971830985915488,0,0,0,0,200
capture_2020_04_17_11_39_49_7324,0,0,0.22222222222222221,0.3925233644859813,0.62585034013605445,0.46153846153846156,0.48484848484848486,0.54140127388535031,0.453551912568306,0.60544217687074831,0.4277456647398844,0.61971830985915488,0,0,0,0,200
capture_2020_04_17_11_39_49_7325,0,0,0.22222222222222221,0.3925233644859813,0.62585034013605445,0.46153846153846156,0.48484848484848486,0.54140127388535031,0.453551912568306,0.60544217687074831,0.4277456647398844,0.61971830985915488,0,0,0,0,200
capture_2020_04_17_11_39_49_7326,0,0,0.22222222222222221,0.3644859813084112,0.63945578231292521,0.4358974358974359,0.48484848484848486,0.52229299363057324,0.453551912568306,0.59183673469387754,0.4277456647398844,0.61267605633802813,0,0,0,0,200
capture_2020_04_17_11_39_49_7327,0,0,0.21527777777777779,0.3644859813084112,0.63265306122448983,0.42735042735042733,0.48484848484848486,0.52229299363057324,0.453551912568306,0.59183673469387754,0.4277456647398844,0.61267605633802813,0,0,0,0,200
capture_2020_04_17_11_39_49_7328,0,0,0.21527777777777779,0.38317757009345793,0.63265306122448983,0.44444444444444442,0.47979797979797978,0.54140127388535031,0.453551912568306,0.61224489795918369,0.4277456647398844,0.62676056338028174,0,0,0,0,200
capture_2020_04_17_11_39_49_7329,0,0,0.21527777777777779,0.37383177570093457,0.63265306122448983,0.4358974358974359,0.47979797979797978,0.54140127388535031,0.453551912568306,0.61224489795918369,0.4277456647398844,0.62676056338028174,0,0,0,0,200
capture_2020_04_17_11_39_49_7330,0,0,0.21527777777777779,0.37383177570093457,0.63265306122448983,0.44444444444444442,0.47979797979797978,0.54140127388535031,0.453551912568306,0.61904761904761907,0.4277456647398844,0.62676056338028174,0,0,0,0,200
capture_2020_04_17_11_39_49_7331,0,0,0.21527777777777779,0.38317757009345793,0.63265306122448983,0.46153846153846156,0.47979797979797978,0.54140127388535031,0.453551912568306,0.62585034013605445,0.4277456647398844,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7332,0,0,0.20833333333333334,0.38317757009345793,0.62585034013605445,0.46153846153846156,0.47979797979797978,0.54140127388535031,0.44262295081967212,0.62585034013605445,0.42196531791907516,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7333,0,0,0.20833333333333334,0.38317757009345793,0.62585034013605445,0.46153846153846156,0.47979797979797978,0.54140127388535031,0.44262295081967212,0.62585034013605445,0.42196531791907516,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7334,0,0,0.20833333333333334,0.38317757009345793,0.62585034013605445,0.46153846153846156,0.47979797979797978,0.54140127388535031,0.44262295081967212,0.62585034013605445,0.42196531791907516,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7335,0,0,0.20833333333333334,0.38317757009345793,0.62585034013605445,0.46153846153846156,0.47979797979797978,0.54140127388535031,0.43715846994535518,0.61224489795918369,0.39884393063583817,0.62676056338028174,0,0,0,0,200
capture_2020_04_17_11_39_49_7336,0,0,0.19444444444444445,0.3925233644859813,0.61224489795918369,0.47008547008547008,0.46464646464646464,0.56050955414012738,0.42622950819672129,0.61224489795918369,0.39884393063583817,0.62676056338028174,0,0,0,0,200
capture_2020_04_17_11_39_49_7337,0,0,0.19444444444444445,0.38317757009345793,0.61224489795918369,0.46153846153846156,0.46464646464646464,0.535031847133758,0.42622950819672129,0.61224489795918369,0.39884393063583817,0.62676056338028174,0,0,0,0,200
capture_2020_04_17_11_39_49_7338,0,0,0.19444444444444445,0.40186915887850466,0.61224489795918369,0.47008547008547008,0.46464646464646464,0.535031847133758,0.42622950819672129,0.61224489795918369,0.39884393063583817,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7339,0,0,0.2013888888888889,0.40186915887850466,0.62585034013605445,0.47008547008547008,0.46464646464646464,0.535031847133758,0.44808743169398907,0.62585034013605445,0.42196531791907516,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7340,0,0,0.2013888888888889,0.40186915887850466,0.62585034013605445,0.47008547008547008,0.46464646464646464,0.535031847133758,0.44808743169398907,0.62585034013605445,0.42196531791907516,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7341,0,0,0.2013888888888889,0.40186915887850466,0.62585034013605445,0.47008547008547008,0.46464646464646464,0.535031847133758,0.44808743169398907,0.62585034013605445,0.42196531791907516,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7342,0,0,0.2013888888888889,0.40186915887850466,0.62585034013605445,0.47008547008547008,0.46464646464646464,0.535031847133758,0.44808743169398907,0.62585034013605445,0.42196531791907516,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7343,0,0,0.1875,0.411214953271028,0.61224489795918369,0.47008547008547008,0.45959595959595961,0.54140127388535031,0.42622950819672129,0.62585034013605445,0.39884393063583817,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7344,0,0,0.1875,0.411214953271028,0.61224489795918369,0.47008547008547008,0.44444444444444442,0.554140127388535,0.42076502732240439,0.63945578231292521,0.39884393063583817,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7345,0,0,0.1875,0.411214953271028,0.61224489795918369,0.47008547008547008,0.44444444444444442,0.554140127388535,0.42076502732240439,0.63945578231292521,0.39884393063583817,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7346,0,0,0.17361111111111111,0.40186915887850466,0.60544217687074831,0.47008547008547008,0.43434343434343436,0.554140127388535,0.4098360655737705,0.63265306122448983,0.38728323699421963,0.66901408450704225,0,0,0,0,200
capture_2020_04_17_11_39_49_7347,0,0,0.17361111111111111,0.40186915887850466,0.60544217687074831,0.47008547008547008,0.42424242424242425,0.56050955414012738,0.4098360655737705,0.63265306122448983,0.38728323699421963,0.66901408450704225,0,0,0,0,200
capture_2020_04_17_11_39_49_7348,0,0,0.17361111111111111,0.40186915887850466,0.60544217687074831,0.47008547008547008,0.42424242424242425,0.56050955414012738,0.4098360655737705,0.6462585034013606,0.38150289017341038,0.66901408450704225,0,0,0,0,200
capture_2020_04_17_11_39_49_7349,0,0,0.16666666666666666,0.411214953271028,0.59183673469387754,0.47008547008547008,0.42424242424242425,0.56050955414012738,0.39890710382513661,0.63945578231292521,0.37572254335260113,0.6619718309859155,0,0,0,0,200
capture_2020_04_17_11_39_49_7350,0,0,0.17361111111111111,0.42990654205607476,0.59183673469387754,0.47008547008547008,0.41919191919191917,0.56050955414012738,0.39344262295081966,0.63265306122448983,0.36416184971098264,0.65492957746478875,0,0,0,0,200
capture_2020_04_17_11_39_49_7351,0,0,0.15277777777777779,0.42990654205607476,0.57823129251700678,0.47008547008547008,0.40404040404040403,0.56687898089171973,0.38251366120218577,0.62585034013605445,0.3583815028901734,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7352,0,0,0.15277777777777779,0.42990654205607476,0.57823129251700678,0.47008547008547008,0.40404040404040403,0.56687898089171973,0.38251366120218577,0.62585034013605445,0.3583815028901734,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7353,0,0,0.15277777777777779,0.42990654205607476,0.55782312925170063,0.47008547008547008,0.39393939393939392,0.56687898089171973,0.37704918032786883,0.62585034013605445,0.34682080924855491,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7354,0,0,0.14583333333333334,0.42990654205607476,0.55782312925170063,0.47008547008547008,0.39393939393939392,0.56687898089171973,0.37704918032786883,0.62585034013605445,0.34682080924855491,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7355,0,0,0.14583333333333334,0.43925233644859812,0.54421768707483,0.47008547008547008,0.3888888888888889,0.57324840764331209,0.37158469945355194,0.62585034013605445,0.34104046242774566,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7356,0,0,0.14583333333333334,0.43925233644859812,0.54421768707483,0.47008547008547008,0.3888888888888889,0.57324840764331209,0.37158469945355194,0.62585034013605445,0.34104046242774566,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7357,0,0,0.1388888888888889,0.43925233644859812,0.5374149659863946,0.47008547008547008,0.38383838383838381,0.57324840764331209,0.36065573770491804,0.62585034013605445,0.33526011560693642,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7358,0,0,0.11805555555555555,0.43925233644859812,0.52380952380952384,0.47008547008547008,0.37878787878787878,0.57961783439490444,0.3551912568306011,0.62585034013605445,0.32369942196531792,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7359,0,0,0.11805555555555555,0.43925233644859812,0.52380952380952384,0.47008547008547008,0.37878787878787878,0.57961783439490444,0.3551912568306011,0.62585034013605445,0.32369942196531792,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7360,0,0,0.125,0.44859813084112149,0.52380952380952384,0.47863247863247865,0.38383838383838381,0.57961783439490444,0.3551912568306011,0.63265306122448983,0.32947976878612717,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7361,0,0,0.125,0.44859813084112149,0.52380952380952384,0.47863247863247865,0.38383838383838381,0.57961783439490444,0.3551912568306011,0.63265306122448983,0.32947976878612717,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7362,0,0,0.125,0.44859813084112149,0.52380952380952384,0.47863247863247865,0.38383838383838381,0.57961783439490444,0.3551912568306011,0.63265306122448983,0.32947976878612717,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7363,0,0,0.125,0.44859813084112149,0.52380952380952384,0.47863247863247865,0.38383838383838381,0.57961783439490444,0.3551912568306011,0.63265306122448983,0.32947976878612717,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7364,0,0,0.1388888888888889,0.44859813084112149,0.5374149659863946,0.47863247863247865,0.39393939393939392,0.57961783439490444,0.37704918032786883,0.63265306122448983,0.34682080924855491,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7365,0,0,0.14583333333333334,0.42990654205607476,0.5374149659863946,0.47863247863247865,0.39393939393939392,0.57961783439490444,0.37704918032786883,0.62585034013605445,0.34682080924855491,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7366,0,0,0.15972222222222221,0.42990654205607476,0.55782312925170063,0.47863247863247865,0.41414141414141414,0.57961783439490444,0.39344262295081966,0.62585034013605445,0.36416184971098264,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7367,0,0,0.16666666666666666,0.42990654205607476,0.5714285714285714,0.47863247863247865,0.43434343434343436,0.57961783439490444,0.40437158469945356,0.62585034013605445,0.38150289017341038,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7368,0,0,0.1875,0.42990654205607476,0.57823129251700678,0.47863247863247865,0.43434343434343436,0.57961783439490444,0.40437158469945356,0.62585034013605445,0.38150289017341038,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7369,0,0,0.19444444444444445,0.42990654205607476,0.59183673469387754,0.47863247863247865,0.45454545454545453,0.57961783439490444,0.42076502732240439,0.62585034013605445,0.39306358381502893,0.64084507042253525,0,0,0,0,200
capture_2020_04_17_11_39_49_7370,0,0,0.19444444444444445,0.42990654205607476,0.59183673469387754,0.47863247863247865,0.45454545454545453,0.57961783439490444,0.42622950819672129,0.63265306122448983,0.39306358381502893,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7371,0,0,0.19444444444444445,0.411214953271028,0.59863945578231292,0.47008547008547008,0.45454545454545453,0.57324840764331209,0.43169398907103823,0.62585034013605445,0.41040462427745666,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7372,0,0,0.19444444444444445,0.411214953271028,0.59863945578231292,0.47008547008547008,0.45454545454545453,0.57324840764331209,0.43169398907103823,0.62585034013605445,0.41040462427745666,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7373,0,0,0.19444444444444445,0.411214953271028,0.59863945578231292,0.47008547008547008,0.45454545454545453,0.57324840764331209,0.43169398907103823,0.62585034013605445,0.41040462427745666,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7374,0,0,0.20833333333333334,0.411214953271028,0.59863945578231292,0.47008547008547008,0.45454545454545453,0.57324840764331209,0.44262295081967212,0.62585034013605445,0.41618497109826591,0.647887323943662,0,0,0,0,200
capture_2020_04_17_11_39_49_7375,0,0,0.20833333333333334,0.411214953271028,0.60544217687074831,0.47008547008547008,0.46969696969696972,0.57324840764331209,0.44262295081967212,0.62585034013605445,0.41618497109826591,0.647887323943662,0,0,0,0,200
