,noLeftEye,noRightEye,Left Eye,,Right Eye,,Nose,,Mouth Up,,Mouth Down,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7273,0,0,43,111,119,111,82,139,80,173,80,186,0,0,0,0,158
capture_2020_04_17_11_39_49_7274,0,0,44,109,120,110,84,139,82,173,82,185,0,0,0,0,160
capture_2020_04_17_11_39_49_7275,0,0,44,110,121,111,82,140,80,175,80,187,0,0,0,0,160
capture_2020_04_17_11_39_49_7276,0,0,44,112,122,114,83,141,81,178,81,190,0,0,0,0,162
capture_2020_04_17_11_39_49_7277,0,0,45,112,122,114,84,141,83,177,82,190,0,0,0,0,164
capture_2020_04_17_11_39_49_7278,0,0,45,111,122,114,84,140,82,177,82,190,0,0,0,0,164
capture_2020_04_17_11_39_49_7279,0,0,46,112,124,115,85,141,83,177,83,191,0,0,0,0,166
capture_2020_04_17_11_39_49_7280,0,0,42,115,122,118,83,145,80,181,80,196,0,0,0,0,168
capture_2020_04_17_11_39_49_7281,0,0,42,117,122,120,82,146,79,184,79,198,0,0,0,0,170
capture_2020_04_17_11_39_49_7282,0,0,38,118,120,121,80,150,77,186,77,201,0,0,0,0,172
capture_2020_04_17_11_39_49_7283,0,0,40,119,120,122,80,151,77,188,77,202,0,0,0,0,172
capture_2020_04_17_11_39_49_7284,0,0,40,119,120,122,80,151,77,189,77,203,0,0,0,0,172
capture_2020_04_17_11_39_49_7285,0,0,38,118,122,121,80,152,77,191,77,205,0,0,0,0,174
capture_2020_04_17_11_39_49_7286,0,0,39,119,124,121,81,153,77,192,78,206,0,0,0,0,176
capture_2020_04_17_11_39_49_7287,0,0,40,121,125,123,82,154,78,194,79,208,0,0,0,0,178
capture_2020_04_17_11_39_49_7288,0,0,41,123,127,125,83,157,80,197,79,212,0,0,0,0,180
capture_2020_04_17_11_39_49_7289,0,0,42,125,129,126,85,159,82,200,81,216,0,0,0,0,184
capture_2020_04_17_11_39_49_7290,0,0,45,135,135,135,89,167,88,209,88,225,0,0,0,0,192
capture_2020_04_17_11_39_49_7291,0,0,45,137,136,137,90,169,89,212,89,228,0,0,0,0,194
capture_2020_04_17_11_39_49_7292,0,0,45,136,138,136,91,169,90,213,90,230,0,0,0,0,196
capture_2020_04_17_11_39_49_7293,0,0,49,138,142,138,93,171,92,216,92,233,0,0,0,0,200
capture_2020_04_17_11_39_49_7294,0,0,49,139,146,139,95,173,95,217,95,234,0,0,0,0,202
capture_2020_04_17_11_39_49_7295,0,0,49,139,146,139,95,173,95,217,95,234,0,0,0,0,202
capture_2020_04_17_11_39_49_7296,0,0,50,138,147,140,99,176,97,221,96,238,0,0,0,0,204
capture_2020_04_17_11_39_49_7297,0,0,50,138,148,139,100,177,96,223,96,240,0,0,0,0,206
capture_2020_04_17_11_39_49_7298,0,0,50,137,150,138,100,178,97,223,97,241,0,0,0,0,206
capture_2020_04_17_11_39_49_7299,0,0,52,144,154,146,103,185,101,233,101,252,0,0,0,0,214
capture_2020_04_17_11_39_49_7300,0,0,53,143,156,145,105,184,104,233,104,254,0,0,0,0,216
capture_2020_04_17_11_39_49_7301,0,0,55,145,160,146,107,182,105,233,106,252,0,0,0,0,220
capture_2020_04_17_11_39_49_7302,0,0,58,149,164,150,110,187,110,241,109,259,0,0,0,0,226
capture_2020_04_17_11_39_49_7303,0,0,59,151,168,154,115,192,112,245,112,264,0,0,0,0,230
capture_2020_04_17_11_39_49_7304,0,0,62,152,172,154,117,195,114,247,114,267,0,0,0,0,234
capture_2020_04_17_11_39_49_7305,0,0,63,154,175,156,119,198,116,252,116,271,0,0,0,0,238
capture_2020_04_17_11_39_49_7306,0,0,62,156,175,158,120,200,117,252,117,272,0,0,0,0,240
capture_2020_04_17_11_39_49_7307,0,0,60,156,174,157,118,198,116,255,117,274,0,0,0,0,240
capture_2020_04_17_11_39_49_7308,0,0,58,159,173,159,116,201,114,258,115,277,0,0,0,0,242
capture_2020_04_17_11_39_49_7309,0,0,59,162,176,162,118,203,117,263,118,282,0,0,0,0,246
capture_2020_04_17_11_39_49_7310,0,0,57,161,175,160,118,203,117,262,117,280,0,0,0,0,246
capture_2020_04_17_11_39_49_7311,0,0,55,160,177,158,119,204,117,262,118,284,0,0,0,0,246
capture_2020_04_17_11_39_49_7312,0,0,56,159,178,158,120,206,118,264,119,282,0,0,0,0,248
capture_2020_04_17_11_39_49_7313,0,0,56,161,179,160,121,208,119,265,119,284,0,0,0,0,250
capture_2020_04_17_11_39_49_7314,0,0,56,162,180,161,121,210,119,268,120,287,0,0,0,0,254
capture_2020_04_17_11_39_49_7315,0,0,55,167,180,166,120,215,119,275,120,294,0,0,0,0,260
capture_2020_04_17_11_39_49_7316,0,0,55,172,182,171,120,221,119,280,121,300,0,0,0,0,266
capture_2020_04_17_11_39_49_7317,0,0,56,175,181,173,121,225,121,284,122,305,0,0,0,0,270
capture_2020_04_17_11_39_49_7318,0,0,59,176,189,176,125,227,126,288,126,308,0,0,0,0,272
capture_2020_04_17_11_39_49_7319,0,0,59,176,189,176,125,227,125,289,125,311,0,0,0,0,272
capture_2020_04_17_11_39_49_7320,0,0,62,178,191,178,126,228,127,291,127,313,0,0,0,0,274
capture_2020_04_17_11_39_49_7321,0,0,62,179,197,180,128,229,127,294,127,316,0,0,0,0,274
capture_2020_04_17_11_39_49_7322,0,0,60,178,197,179,128,229,128,294,129,316,0,0,0,0,274
capture_2020_04_17_11_39_49_7323,0,0,64,178,198,178,133,231,132,295,132,318,0,0,0,0,276
capture_2020_04_17_11_39_49_7324,0,0,64,178,198,178,133,231,130,296,130,318,0,0,0,0,276
capture_2020_04_17_11_39_49_7325,0,0,64,178,198,178,133,231,130,296,130,318,0,0,0,0,276
capture_2020_04_17_11_39_49_7326,0,0,64,175,201,175,134,228,131,294,130,318,0,0,0,0,278
capture_2020_04_17_11_39_49_7327,0,0,63,175,200,174,134,228,131,294,130,318,0,0,0,0,278
capture_2020_04_17_11_39_49_7328,0,0,63,177,200,176,132,232,131,298,131,320,0,0,0,0,278
capture_2020_04_17_11_39_49_7329,0,0,63,176,200,175,132,232,131,298,131,320,0,0,0,0,278
capture_2020_04_17_11_39_49_7330,0,0,63,176,200,176,132,232,131,300,131,321,0,0,0,0,278
capture_2020_04_17_11_39_49_7331,0,0,63,177,200,179,132,232,130,301,131,323,0,0,0,0,278
capture_2020_04_17_11_39_49_7332,0,0,61,177,198,179,131,232,127,301,128,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7333,0,0,61,177,198,179,131,232,127,301,128,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7334,0,0,61,177,198,179,131,232,127,301,128,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7335,0,0,61,177,197,179,131,232,126,298,123,321,0,0,0,0,276
capture_2020_04_17_11_39_49_7336,0,0,58,179,195,180,127,236,123,298,123,320,0,0,0,0,276
capture_2020_04_17_11_39_49_7337,0,0,58,177,195,179,127,230,123,298,123,320,0,0,0,0,276
capture_2020_04_17_11_39_49_7338,0,0,58,180,195,180,127,230,123,298,123,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7339,0,0,59,180,198,180,127,229,129,299,128,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7340,0,0,59,180,198,180,127,229,129,299,128,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7341,0,0,59,180,198,180,127,229,129,299,128,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7342,0,0,59,180,198,180,127,229,129,299,128,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7343,0,0,56,181,194,180,126,231,123,301,123,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7344,0,0,56,181,194,180,122,234,121,304,123,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7345,0,0,56,181,194,180,122,234,121,304,123,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7346,0,0,54,180,193,180,119,233,118,301,120,327,0,0,0,0,276
capture_2020_04_17_11_39_49_7347,0,0,54,180,193,180,116,234,118,301,120,327,0,0,0,0,276
capture_2020_04_17_11_39_49_7348,0,0,54,180,193,180,116,234,118,303,119,327,0,0,0,0,276
capture_2020_04_17_11_39_49_7349,0,0,53,181,190,180,116,234,116,302,117,326,0,0,0,0,276
capture_2020_04_17_11_39_49_7350,0,0,54,183,191,180,114,234,114,301,115,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7351,0,0,49,183,188,180,111,236,112,300,113,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7352,0,0,49,183,188,180,111,236,112,300,113,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7353,0,0,49,183,184,180,108,236,110,299,111,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7354,0,0,48,183,183,180,108,236,110,299,110,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7355,0,0,48,185,181,180,106,237,109,299,109,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7356,0,0,48,185,181,180,106,237,109,299,109,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7357,0,0,47,185,180,180,105,237,106,300,107,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7358,0,0,43,185,176,180,104,239,105,300,105,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7359,0,0,43,185,176,180,104,239,105,300,105,323,0,0,0,0,276
capture_2020_04_17_11_39_49_7360,0,0,44,185,176,180,105,238,105,299,106,321,0,0,0,0,276
capture_2020_04_17_11_39_49_7361,0,0,44,185,176,180,105,238,105,299,106,321,0,0,0,0,276
capture_2020_04_17_11_39_49_7362,0,0,44,185,176,180,105,238,105,299,106,321,0,0,0,0,276
capture_2020_04_17_11_39_49_7363,0,0,44,185,176,180,105,238,105,299,106,321,0,0,0,0,276
capture_2020_04_17_11_39_49_7364,0,0,47,185,180,180,108,238,110,299,110,321,0,0,0,0,276
capture_2020_04_17_11_39_49_7365,0,0,48,184,180,181,108,239,110,300,110,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7366,0,0,51,184,184,181,113,239,115,300,115,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7367,0,0,53,184,186,181,118,239,117,300,118,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7368,0,0,56,184,188,181,118,239,117,300,118,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7369,0,0,58,184,191,181,124,239,122,300,122,322,0,0,0,0,276
capture_2020_04_17_11_39_49_7370,0,0,58,182,191,180,124,237,123,299,122,321,0,0,0,0,276
capture_2020_04_17_11_39_49_7371,0,0,57,180,190,178,123,236,123,298,124,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7372,0,0,57,180,190,178,123,236,123,298,124,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7373,0,0,57,180,190,178,123,236,123,298,124,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7374,0,0,60,180,190,178,123,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7375,0,0,60,180,192,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7376,0,0,60,180,191,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7377,0,0,60,180,191,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7378,0,0,60,180,191,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7379,0,0,60,180,191,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7380,0,0,60,180,191,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7381,0,0,60,180,191,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7382,0,0,60,180,191,178,127,236,126,298,126,321,0,0,0,0,274
capture_2020_04_17_11_39_49_7383,0,0,61,179,190,177,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7384,0,0,61,179,190,177,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7385,0,0,61,179,190,177,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7386,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7387,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7388,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7389,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7390,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7391,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7392,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7393,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7394,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7395,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7396,0,0,59,181,194,181,127,235,126,297,126,319,0,0,0,0,274
capture_2020_04_17_11_39_49_7397,0,0,59,181,194,181,127,235,129,299,131,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7398,0,0,59,181,194,181,127,235,129,299,131,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7399,0,0,59,181,194,181,127,235,129,299,131,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7400,0,0,59,181,194,181,127,235,129,299,131,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7401,0,0,59,181,194,181,127,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7402,0,0,59,181,194,181,127,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7403,0,0,59,181,194,181,127,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7404,0,0,59,181,194,181,127,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7405,0,0,59,181,194,181,127,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7406,0,0,59,181,194,181,127,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7407,0,0,59,181,194,181,127,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7408,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7409,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7410,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7411,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7412,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7413,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7414,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7415,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7416,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7417,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7418,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7419,0,0,59,181,194,181,131,235,129,299,129,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7420,0,0,62,183,197,182,129,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7421,0,0,62,183,197,182,129,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7422,0,0,62,183,197,182,129,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7423,0,0,62,180,197,180,129,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7424,0,0,62,180,197,180,129,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7425,0,0,62,179,197,179,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7426,0,0,64,178,198,178,133,236,131,300,131,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7427,0,0,64,178,198,178,133,236,131,300,131,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7428,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7429,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7430,0,0,64,178,198,178,133,236,131,300,131,324,0,0,0,0,276
capture_2020_04_17_11_39_49_7431,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7432,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7433,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7434,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7435,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7436,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7437,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7438,0,0,61,178,197,178,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7439,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7440,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7441,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7442,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7443,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7444,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7445,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7446,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7447,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7448,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7449,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7450,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7451,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7452,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7453,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7454,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7455,0,0,60,177,197,177,130,236,128,300,128,324,0,0,0,0,274
capture_2020_04_17_11_39_49_7456,0,0,60,179,200,180,131,235,128,296,128,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7457,0,0,60,179,200,180,131,235,128,296,128,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7458,0,0,60,179,200,180,131,235,128,296,128,322,0,0,0,0,274
capture_2020_04_17_11_39_49_7459,0,0,62,179,203,180,133,234,133,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7460,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7461,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7462,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7463,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7464,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7465,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7466,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7467,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7468,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7469,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7470,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7471,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
capture_2020_04_17_11_39_49_7472,0,0,62,181,205,182,133,235,132,299,132,320,0,0,0,0,274
