,noFace,Face,,Left eye,,"Right eye ",,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7235,0,356,321,320,308,389,313,0,0,0,0,144
capture_2020_04_17_11_39_49_7236,0,353,325,320,308,389,313,0,0,0,0,144
capture_2020_04_17_11_39_49_7237,0,353,329,320,308,389,313,0,0,0,0,144
capture_2020_04_17_11_39_49_7238,0,351,326,316,313,382,315,0,0,0,0,144
capture_2020_04_17_11_39_49_7239,0,347,330,314,313,381,315,0,0,0,0,144
capture_2020_04_17_11_39_49_7240,0,346,332,310,316,377,319,0,0,0,0,144
capture_2020_04_17_11_39_49_7241,0,343,332,309,316,376,318,0,0,0,0,128
capture_2020_04_17_11_39_49_7242,0,344,329,304,315,373,315,0,0,0,0,134
capture_2020_04_17_11_39_49_7243,0,342,320,304,315,373,315,0,0,0,0,142
capture_2020_04_17_11_39_49_7244,0,342,327,304,313,368,313,0,0,0,0,140
capture_2020_04_17_11_39_49_7245,0,343,328,304,313,368,313,0,0,0,0,142
capture_2020_04_17_11_39_49_7246,0,342,330,304,313,368,313,0,0,0,0,140
capture_2020_04_17_11_39_49_7247,0,345,331,304,316,374,315,0,0,0,0,142
capture_2020_04_17_11_39_49_7248,0,346,330,304,317,375,316,0,0,0,0,142
capture_2020_04_17_11_39_49_7249,0,349,327,310,318,378,318,0,0,0,0,142
capture_2020_04_17_11_39_49_7250,0,349,328,310,318,378,318,0,0,0,0,144
capture_2020_04_17_11_39_49_7251,0,350,325,313,318,381,318,0,0,0,0,144
capture_2020_04_17_11_39_49_7252,0,353,330,314,318,381,318,0,0,0,0,144
capture_2020_04_17_11_39_49_7253,0,354,328,314,318,381,318,0,0,0,0,144
capture_2020_04_17_11_39_49_7254,0,355,331,314,318,381,318,0,0,0,0,148
capture_2020_04_17_11_39_49_7255,0,354,336,314,318,381,318,0,0,0,0,148
capture_2020_04_17_11_39_49_7256,0,353,324,314,318,381,318,0,0,0,0,144
capture_2020_04_17_11_39_49_7257,0,354,331,314,318,381,318,0,0,0,0,154
capture_2020_04_17_11_39_49_7258,0,352,330,314,318,381,318,0,0,0,0,144
capture_2020_04_17_11_39_49_7259,0,348,326,314,318,381,318,0,0,0,0,144
capture_2020_04_17_11_39_49_7260,0,349,325,313,317,380,317,0,0,0,0,151
capture_2020_04_17_11_39_49_7261,0,350,327,313,317,380,317,0,0,0,0,144
capture_2020_04_17_11_39_49_7262,0,352,319,313,317,380,317,0,0,0,0,149
capture_2020_04_17_11_39_49_7263,0,352,327,313,317,380,317,0,0,0,0,149
capture_2020_04_17_11_39_49_7264,0,353,317,313,317,380,317,0,0,0,0,153
capture_2020_04_17_11_39_49_7265,0,354,326,315,315,387,314,0,0,0,0,149
capture_2020_04_17_11_39_49_7266,0,356,328,315,315,387,314,0,0,0,0,153
capture_2020_04_17_11_39_49_7267,0,357,318,318,314,389,312,0,0,0,0,155
capture_2020_04_17_11_39_49_7268,0,357,316,318,314,389,312,0,0,0,0,153
capture_2020_04_17_11_39_49_7269,0,357,324,320,313,392,311,0,0,0,0,155
capture_2020_04_17_11_39_49_7270,0,362,317,320,313,392,311,0,0,0,0,155
capture_2020_04_17_11_39_49_7271,0,361,317,320,313,392,311,0,0,0,0,157
capture_2020_04_17_11_39_49_7272,0,364,318,320,310,398,311,0,0,0,0,159
capture_2020_04_17_11_39_49_7273,0,364,317,320,310,398,311,0,0,0,0,165
capture_2020_04_17_11_39_49_7274,0,364,317,320,308,400,308,0,0,0,0,169
capture_2020_04_17_11_39_49_7275,0,363,316,324,304,400,304,0,0,0,0,165
capture_2020_04_17_11_39_49_7276,0,364,327,320,303,399,304,0,0,0,0,169
capture_2020_04_17_11_39_49_7277,0,363,317,320,303,399,304,0,0,0,0,167
capture_2020_04_17_11_39_49_7278,0,362,320,320,300,399,303,0,0,0,0,169
capture_2020_04_17_11_39_49_7279,0,364,311,320,299,399,301,0,0,0,0,167
capture_2020_04_17_11_39_49_7280,0,361,307,317,297,398,299,0,0,0,0,169
capture_2020_04_17_11_39_49_7281,0,358,311,317,297,398,299,0,0,0,0,173
capture_2020_04_17_11_39_49_7282,0,358,305,314,296,396,298,0,0,0,0,175
capture_2020_04_17_11_39_49_7283,0,358,299,314,296,396,298,0,0,0,0,172
capture_2020_04_17_11_39_49_7284,0,356,302,314,296,396,298,0,0,0,0,178
capture_2020_04_17_11_39_49_7285,0,353,303,310,288,395,293,0,0,0,0,182
capture_2020_04_17_11_39_49_7286,0,352,296,310,288,395,293,0,0,0,0,176
capture_2020_04_17_11_39_49_7287,0,353,303,304,288,391,288,0,0,0,0,182
capture_2020_04_17_11_39_49_7288,0,352,294,304,286,390,288,0,0,0,0,186
capture_2020_04_17_11_39_49_7289,0,350,294,303,283,390,285,0,0,0,0,182
capture_2020_04_17_11_39_49_7290,0,350,287,298,281,389,281,0,0,0,0,182
capture_2020_04_17_11_39_49_7291,0,347,291,299,279,391,278,0,0,0,0,194
capture_2020_04_17_11_39_49_7292,0,351,293,299,272,393,272,0,0,0,0,198
capture_2020_04_17_11_39_49_7293,0,351,279,299,271,393,271,0,0,0,0,196
capture_2020_04_17_11_39_49_7294,0,350,271,299,269,395,269,0,0,0,0,196
capture_2020_04_17_11_39_49_7295,0,355,273,299,266,395,266,0,0,0,0,200
capture_2020_04_17_11_39_49_7296,0,351,274,301,262,398,263,0,0,0,0,210
capture_2020_04_17_11_39_49_7297,0,350,276,299,259,399,260,0,0,0,0,216
capture_2020_04_17_11_39_49_7298,0,354,266,299,256,399,256,0,0,0,0,212
capture_2020_04_17_11_39_49_7299,0,355,258,299,250,400,251,0,0,0,0,219
capture_2020_04_17_11_39_49_7300,0,352,274,297,245,403,246,0,0,0,0,192
capture_2020_04_17_11_39_49_7301,0,360,279,297,240,403,243,0,0,0,0,208
capture_2020_04_17_11_39_49_7302,0,354,268,297,236,403,238,0,0,0,0,208
capture_2020_04_17_11_39_49_7303,0,353,252,297,231,403,233,0,0,0,0,208
capture_2020_04_17_11_39_49_7304,0,353,252,293,224,403,227,0,0,0,0,208
capture_2020_04_17_11_39_49_7305,0,353,252,291,224,403,226,0,0,0,0,208
capture_2020_04_17_11_39_49_7306,0,355,257,291,224,403,226,0,0,0,0,224
capture_2020_04_17_11_39_49_7307,0,352,255,288,220,403,222,0,0,0,0,224
capture_2020_04_17_11_39_49_7308,0,352,255,286,217,402,218,0,0,0,0,224
capture_2020_04_17_11_39_49_7309,0,348,247,284,217,402,217,0,0,0,0,224
capture_2020_04_17_11_39_49_7310,0,348,247,284,217,402,217,0,0,0,0,224
capture_2020_04_17_11_39_49_7311,0,351,253,284,211,402,210,0,0,0,0,240
capture_2020_04_17_11_39_49_7312,0,351,251,284,211,402,210,0,0,0,0,240
capture_2020_04_17_11_39_49_7313,0,353,251,284,206,408,206,0,0,0,0,240
capture_2020_04_17_11_39_49_7314,0,353,251,284,206,408,206,0,0,0,0,240
capture_2020_04_17_11_39_49_7315,0,356,251,284,203,410,204,0,0,0,0,240
capture_2020_04_17_11_39_49_7316,0,356,251,286,202,412,202,0,0,0,0,240
capture_2020_04_17_11_39_49_7317,0,357,251,286,199,414,199,0,0,0,0,240
capture_2020_04_17_11_39_49_7318,0,355,221,288,199,416,199,0,0,0,0,240
capture_2020_04_17_11_39_49_7319,0,363,239,288,199,416,199,0,0,0,0,256
capture_2020_04_17_11_39_49_7320,0,363,239,288,199,416,199,0,0,0,0,256
capture_2020_04_17_11_39_49_7321,0,363,237,290,196,421,197,0,0,0,0,256
capture_2020_04_17_11_39_49_7322,0,363,237,290,196,421,197,0,0,0,0,256
capture_2020_04_17_11_39_49_7323,0,361,224,290,192,424,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7324,0,360,224,287,192,423,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7325,0,360,224,287,190,425,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7326,0,360,224,286,186,425,187,0,0,0,0,256
capture_2020_04_17_11_39_49_7327,0,360,222,286,186,425,187,0,0,0,0,256
capture_2020_04_17_11_39_49_7328,0,360,222,286,186,425,187,0,0,0,0,256
capture_2020_04_17_11_39_49_7329,0,364,229,286,186,425,187,0,0,0,0,272
capture_2020_04_17_11_39_49_7330,0,364,229,286,186,425,187,0,0,0,0,272
capture_2020_04_17_11_39_49_7331,0,364,229,286,186,425,187,0,0,0,0,272
capture_2020_04_17_11_39_49_7332,0,364,229,286,186,425,187,0,0,0,0,272
capture_2020_04_17_11_39_49_7333,0,364,229,286,186,423,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7334,0,364,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7335,0,364,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7336,0,364,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7337,0,360,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7338,0,360,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7339,0,360,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7340,0,364,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7341,0,364,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7342,0,364,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7343,0,364,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7344,0,360,229,283,189,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7345,0,360,241,279,192,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7346,0,360,241,279,192,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7347,0,360,241,279,192,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7348,0,360,241,279,192,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7349,0,363,237,279,192,421,191,0,0,0,0,272
capture_2020_04_17_11_39_49_7350,0,363,237,278,196,415,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7351,0,360,237,278,196,415,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7352,0,360,237,278,196,415,195,0,0,0,0,272
capture_2020_04_17_11_39_49_7353,0,348,233,276,198,415,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7354,0,348,233,276,198,415,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7355,0,348,233,276,198,415,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7356,0,348,233,276,198,415,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7357,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7358,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7359,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7360,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7361,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7362,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7363,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7364,0,348,233,267,200,402,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7365,0,348,233,272,200,408,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7366,0,348,233,276,200,410,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7367,0,348,233,276,200,410,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7368,0,348,233,276,200,410,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7369,0,352,228,281,200,414,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7370,0,352,228,281,200,414,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7371,0,352,228,281,200,414,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7372,0,352,228,284,200,416,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7373,0,352,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7374,0,352,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7375,0,352,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7376,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7377,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7378,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7379,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7380,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7381,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7382,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7383,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7384,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7385,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7386,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7387,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7388,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7389,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7390,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7391,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7392,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7393,0,357,228,288,200,419,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7394,0,357,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7395,0,357,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7396,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7397,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7398,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7399,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7400,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7401,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7402,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7403,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7404,0,360,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7405,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7406,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7407,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7408,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7409,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7410,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7411,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7412,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7413,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7414,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7415,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7416,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7417,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7418,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7419,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7420,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7421,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7422,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7423,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7424,0,361,228,288,200,423,198,0,0,0,0,256
capture_2020_04_17_11_39_49_7425,0,361,228,288,197,423,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7426,0,361,228,288,197,423,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7427,0,361,228,288,194,423,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7428,0,361,228,288,194,423,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7429,0,361,228,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7430,0,361,228,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7431,0,361,228,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7432,0,361,228,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7433,0,361,228,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7434,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7435,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7436,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7437,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7438,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7439,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7440,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7441,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7442,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7443,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7444,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7445,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7446,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7447,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7448,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7449,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7450,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7451,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7452,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7453,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7454,0,362,233,288,192,423,191,0,0,0,0,256
capture_2020_04_17_11_39_49_7455,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7456,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7457,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7458,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7459,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7460,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7461,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7462,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7463,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7464,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7465,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7466,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7467,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7468,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7469,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7470,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7471,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7472,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7473,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7474,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7475,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7476,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7477,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7478,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7479,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7480,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7481,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7482,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7483,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7484,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7485,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7486,0,362,233,288,195,428,195,0,0,0,0,256
capture_2020_04_17_11_39_49_7487,0,362,233,293,201,429,201,0,0,0,0,256
capture_2020_04_17_11_39_49_7488,0,362,233,293,201,429,201,0,0,0,0,256
capture_2020_04_17_11_39_49_7489,0,362,233,293,201,429,201,0,0,0,0,256
capture_2020_04_17_11_39_49_7490,0,362,233,293,201,429,201,0,0,0,0,256
capture_2020_04_17_11_39_49_7491,0,362,233,293,201,429,201,0,0,0,0,256
capture_2020_04_17_11_39_49_7492,0,362,233,293,201,429,201,0,0,0,0,256
capture_2020_04_17_11_39_49_7493,0,362,233,293,201,429,201,0,0,0,0,256
capture_2020_04_17_11_39_49_7494,0,358,231,293,201,423,201,0,0,0,0,240
capture_2020_04_17_11_39_49_7495,0,358,231,293,201,423,201,0,0,0,0,240
capture_2020_04_17_11_39_49_7496,0,353,231,288,201,419,201,0,0,0,0,240
capture_2020_04_17_11_39_49_7497,0,353,231,286,201,416,201,0,0,0,0,240
capture_2020_04_17_11_39_49_7498,0,353,231,286,206,413,205,0,0,0,0,240
capture_2020_04_17_11_39_49_7499,0,352,261,286,213,409,210,0,0,0,0,224
capture_2020_04_17_11_39_49_7500,0,352,261,286,215,409,215,0,0,0,0,224
capture_2020_04_17_11_39_49_7501,0,352,261,286,223,409,221,0,0,0,0,224
capture_2020_04_17_11_39_49_7502,0,352,261,286,226,409,224,0,0,0,0,224
capture_2020_04_17_11_39_49_7503,0,357,266,293,231,410,227,0,0,0,0,224
capture_2020_04_17_11_39_49_7504,0,357,266,293,234,409,233,0,0,0,0,224
capture_2020_04_17_11_39_49_7505,0,357,280,293,242,409,240,0,0,0,0,208
capture_2020_04_17_11_39_49_7506,0,359,280,297,244,409,243,0,0,0,0,208
capture_2020_04_17_11_39_49_7507,0,359,280,297,246,409,246,0,0,0,0,208
capture_2020_04_17_11_39_49_7508,0,359,280,300,253,406,250,0,0,0,0,208
capture_2020_04_17_11_39_49_7509,0,362,292,302,256,404,254,0,0,0,0,192
capture_2020_04_17_11_39_49_7510,0,362,292,302,259,404,256,0,0,0,0,192
capture_2020_04_17_11_39_49_7511,0,363,292,302,263,407,259,0,0,0,0,192
capture_2020_04_17_11_39_49_7512,0,363,292,302,263,407,259,0,0,0,0,192
capture_2020_04_17_11_39_49_7513,0,364,302,310,269,412,267,0,0,0,0,176
capture_2020_04_17_11_39_49_7514,0,367,302,315,276,412,272,0,0,0,0,176
capture_2020_04_17_11_39_49_7515,0,367,302,315,280,410,277,0,0,0,0,176
capture_2020_04_17_11_39_49_7516,0,370,306,318,282,410,281,0,0,0,0,176
capture_2020_04_17_11_39_49_7517,0,373,313,323,288,412,285,0,0,0,0,176
capture_2020_04_17_11_39_49_7518,0,373,313,323,290,412,286,0,0,0,0,176
capture_2020_04_17_11_39_49_7519,0,380,329,327,292,412,288,0,0,0,0,174
capture_2020_04_17_11_39_49_7520,0,382,329,330,298,416,295,0,0,0,0,174
capture_2020_04_17_11_39_49_7521,0,387,332,333,300,416,297,0,0,0,0,174
capture_2020_04_17_11_39_49_7522,0,390,339,335,303,416,299,0,0,0,0,174
capture_2020_04_17_11_39_49_7523,0,390,339,336,304,418,303,0,0,0,0,174
capture_2020_04_17_11_39_49_7524,0,389,338,339,308,420,304,0,0,0,0,158
capture_2020_04_17_11_39_49_7525,0,389,337,345,312,425,308,0,0,0,0,144
capture_2020_04_17_11_39_49_7526,0,392,336,348,313,425,309,0,0,0,0,144
capture_2020_04_17_11_39_49_7527,0,392,336,351,314,429,311,0,0,0,0,144
capture_2020_04_17_11_39_49_7528,0,395,336,352,314,430,311,0,0,0,0,144
capture_2020_04_17_11_39_49_7529,0,401,336,357,316,432,314,0,0,0,0,144
capture_2020_04_17_11_39_49_7530,0,404,334,360,317,434,316,0,0,0,0,144
capture_2020_04_17_11_39_49_7531,0,406,335,363,320,439,316,0,0,0,0,144
capture_2020_04_17_11_39_49_7532,0,408,335,363,320,439,316,0,0,0,0,144
capture_2020_04_17_11_39_49_7533,0,417,348,371,322,446,320,0,0,0,0,144
capture_2020_04_17_11_39_49_7534,0,417,348,371,322,446,320,0,0,0,0,144
capture_2020_04_17_11_39_49_7535,0,427,354,380,326,454,323,0,0,0,0,144
