,Face,,Left eye,,Right eye,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7267,350,321,308,305,384,304,0,0,0,0,144
capture_2020_04_17_11_39_49_7268,349,316,310,304,384,304,0,0,0,0,144
capture_2020_04_17_11_39_49_7269,350,316,309,304,384,304,0,0,0,0,144
capture_2020_04_17_11_39_49_7270,350,323,311,304,385,304,0,0,0,0,144
capture_2020_04_17_11_39_49_7271,351,320,312,304,386,304,0,0,0,0,146
capture_2020_04_17_11_39_49_7272,353,317,320,304,389,304,0,0,0,0,146
capture_2020_04_17_11_39_49_7273,353,318,320,304,389,304,0,0,0,0,146
capture_2020_04_17_11_39_49_7274,353,317,320,304,391,304,0,0,0,0,146
capture_2020_04_17_11_39_49_7275,353,317,320,297,389,297,0,0,0,0,146
capture_2020_04_17_11_39_49_7276,351,317,312,295,391,296,0,0,0,0,146
capture_2020_04_17_11_39_49_7277,353,314,320,293,391,294,0,0,0,0,146
capture_2020_04_17_11_39_49_7278,352,311,312,292,390,293,0,0,0,0,146
capture_2020_04_17_11_39_49_7279,357,318,312,289,390,291,0,0,0,0,160
capture_2020_04_17_11_39_49_7280,356,318,310,288,389,290,0,0,0,0,160
capture_2020_04_17_11_39_49_7281,355,318,307,288,389,290,0,0,0,0,160
capture_2020_04_17_11_39_49_7282,353,321,305,288,385,288,0,0,0,0,160
capture_2020_04_17_11_39_49_7283,352,313,305,288,387,288,0,0,0,0,160
capture_2020_04_17_11_39_49_7284,348,306,304,288,385,288,0,0,0,0,160
capture_2020_04_17_11_39_49_7285,344,300,304,288,385,288,0,0,0,0,161
capture_2020_04_17_11_39_49_7286,344,296,304,288,384,288,0,0,0,0,161
capture_2020_04_17_11_39_49_7287,342,296,304,280,384,281,0,0,0,0,161
capture_2020_04_17_11_39_49_7288,339,296,294,278,384,278,0,0,0,0,161
capture_2020_04_17_11_39_49_7289,346,301,292,275,384,276,0,0,0,0,176
capture_2020_04_17_11_39_49_7290,344,296,290,272,384,273,0,0,0,0,176
capture_2020_04_17_11_39_49_7291,344,298,291,272,384,272,0,0,0,0,176
capture_2020_04_17_11_39_49_7292,347,296,289,272,384,265,0,0,0,0,192
capture_2020_04_17_11_39_49_7293,346,291,291,262,384,261,0,0,0,0,192
capture_2020_04_17_11_39_49_7294,347,285,290,258,385,259,0,0,0,0,192
capture_2020_04_17_11_39_49_7295,347,282,291,257,386,258,0,0,0,0,192
capture_2020_04_17_11_39_49_7296,346,278,291,256,389,256,0,0,0,0,192
capture_2020_04_17_11_39_49_7297,346,272,291,256,391,256,0,0,0,0,192
capture_2020_04_17_11_39_49_7298,342,265,289,248,391,256,0,0,0,0,194
capture_2020_04_17_11_39_49_7299,351,269,289,242,393,244,0,0,0,0,208
capture_2020_04_17_11_39_49_7300,351,264,289,240,393,240,0,0,0,0,208
capture_2020_04_17_11_39_49_7301,348,264,289,240,400,240,0,0,0,0,208
capture_2020_04_17_11_39_49_7302,347,258,288,228,400,229,0,0,0,0,208
capture_2020_04_17_11_39_49_7303,344,255,288,224,400,225,0,0,0,0,208
capture_2020_04_17_11_39_49_7304,342,255,288,224,400,224,0,0,0,0,213
capture_2020_04_17_11_39_49_7305,346,256,288,217,400,224,0,0,0,0,224
capture_2020_04_17_11_39_49_7306,343,249,280,216,400,217,0,0,0,0,224
capture_2020_04_17_11_39_49_7307,342,248,280,214,400,215,0,0,0,0,224
capture_2020_04_17_11_39_49_7308,341,245,277,212,393,212,0,0,0,0,224
capture_2020_04_17_11_39_49_7309,336,233,277,210,400,210,0,0,0,0,225
capture_2020_04_17_11_39_49_7310,335,227,274,208,400,208,0,0,0,0,228
capture_2020_04_17_11_39_49_7311,344,240,276,208,400,208,0,0,0,0,240
capture_2020_04_17_11_39_49_7312,340,230,274,208,400,208,0,0,0,0,240
capture_2020_04_17_11_39_49_7313,344,234,275,200,400,198,0,0,0,0,240
capture_2020_04_17_11_39_49_7314,344,228,277,198,401,196,0,0,0,0,240
capture_2020_04_17_11_39_49_7315,344,244,278,196,403,194,0,0,0,0,240
capture_2020_04_17_11_39_49_7316,345,224,278,194,403,192,0,0,0,0,240
capture_2020_04_17_11_39_49_7317,348,233,280,193,406,192,0,0,0,0,240
capture_2020_04_17_11_39_49_7318,348,245,280,192,416,192,0,0,0,0,242
capture_2020_04_17_11_39_49_7319,353,248,280,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7320,352,242,281,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7321,352,224,288,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7322,352,240,288,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7323,349,217,278,185,416,185,0,0,0,0,259
capture_2020_04_17_11_39_49_7324,352,240,280,184,416,183,0,0,0,0,256
capture_2020_04_17_11_39_49_7325,353,241,280,183,416,182,0,0,0,0,259
capture_2020_04_17_11_39_49_7326,351,223,278,179,416,178,0,0,0,0,272
capture_2020_04_17_11_39_49_7327,353,228,278,178,416,177,0,0,0,0,272
capture_2020_04_17_11_39_49_7328,351,232,276,178,416,177,0,0,0,0,272
capture_2020_04_17_11_39_49_7329,351,221,278,177,417,177,0,0,0,0,272
capture_2020_04_17_11_39_49_7330,350,220,278,178,417,180,0,0,0,0,272
capture_2020_04_17_11_39_49_7331,352,244,278,180,417,182,0,0,0,0,272
capture_2020_04_17_11_39_49_7332,355,247,276,182,416,183,0,0,0,0,272
capture_2020_04_17_11_39_49_7333,353,241,276,182,416,183,0,0,0,0,272
capture_2020_04_17_11_39_49_7334,353,241,276,182,416,183,0,0,0,0,272
capture_2020_04_17_11_39_49_7335,354,227,276,182,416,183,0,0,0,0,272
capture_2020_04_17_11_39_49_7336,352,225,274,182,416,182,0,0,0,0,272
capture_2020_04_17_11_39_49_7337,350,225,274,182,416,182,0,0,0,0,272
capture_2020_04_17_11_39_49_7338,352,230,274,183,416,183,0,0,0,0,272
capture_2020_04_17_11_39_49_7339,354,228,274,183,416,183,0,0,0,0,272
capture_2020_04_17_11_39_49_7340,356,230,273,185,417,184,0,0,0,0,272
capture_2020_04_17_11_39_49_7341,354,236,273,185,417,184,0,0,0,0,272
capture_2020_04_17_11_39_49_7342,353,228,273,182,418,182,0,0,0,0,272
capture_2020_04_17_11_39_49_7343,354,232,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7344,353,228,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7345,354,242,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7346,353,239,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7347,352,241,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7348,360,253,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7349,356,243,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7350,355,246,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7351,350,248,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7352,347,256,272,192,416,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7353,351,241,265,192,402,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7354,350,244,262,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7355,351,252,260,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7356,346,243,260,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7357,344,242,260,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7358,346,248,260,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7359,346,241,260,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7360,344,236,260,192,400,192,1,0,0,0,272
capture_2020_04_17_11_39_49_7361,345,232,260,192,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7362,344,229,260,192,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7363,345,220,260,192,400,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7364,344,237,261,192,400,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7365,345,224,261,192,400,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7366,348,226,261,192,400,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7367,347,239,272,192,401,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7368,349,236,272,192,401,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7369,350,238,272,192,401,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7370,351,229,272,192,407,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7371,352,239,273,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7372,352,241,274,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7373,352,248,274,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7374,354,230,274,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7375,354,239,274,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7376,354,236,274,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7377,354,239,274,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7378,352,233,274,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7379,354,241,279,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7380,354,236,279,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7381,355,222,279,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7382,352,220,279,192,416,192,0,1,0,0,272
capture_2020_04_17_11_39_49_7383,354,221,279,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7384,353,236,279,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7385,354,240,279,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7386,352,236,279,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7387,354,236,279,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7388,352,236,279,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7389,352,245,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7390,354,238,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7391,352,230,275,198,416,197,0,0,0,1,272
capture_2020_04_17_11_39_49_7392,355,231,277,196,416,194,0,0,0,1,272
capture_2020_04_17_11_39_49_7393,354,237,275,192,417,192,0,0,0,1,272
capture_2020_04_17_11_39_49_7394,356,239,275,192,417,192,0,0,0,1,272
capture_2020_04_17_11_39_49_7395,354,243,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7396,352,239,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7397,354,246,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7398,354,236,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7399,356,248,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7400,356,252,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7401,354,252,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7402,355,244,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7403,353,252,275,192,417,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7404,360,241,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7405,355,247,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7406,360,244,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7407,360,246,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7408,357,244,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7409,356,242,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7410,354,242,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7411,355,238,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7412,360,237,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7413,353,247,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7414,355,239,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7415,360,242,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7416,357,239,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7417,357,243,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7418,351,232,275,195,418,193,0,0,0,0,272
capture_2020_04_17_11_39_49_7419,356,244,280,193,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7420,356,240,280,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7421,356,246,288,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7422,354,246,288,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7423,355,248,288,192,416,192,0,0,0,0,272
capture_2020_04_17_11_39_49_7424,356,248,288,192,416,192,0,0,1,0,272
capture_2020_04_17_11_39_49_7425,355,253,288,192,416,184,0,0,1,0,272
capture_2020_04_17_11_39_49_7426,356,242,288,184,416,181,0,0,1,0,272
capture_2020_04_17_11_39_49_7427,354,241,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7428,357,232,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7429,356,232,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7430,360,238,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7431,357,231,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7432,361,238,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7433,357,237,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7434,356,221,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7435,357,236,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7436,357,244,288,182,416,180,0,0,0,0,272
capture_2020_04_17_11_39_49_7437,360,221,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7438,360,237,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7439,360,236,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7440,360,240,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7441,360,241,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7442,352,243,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7443,353,236,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7444,356,231,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7445,360,231,288,182,416,180,0,0,1,0,272
capture_2020_04_17_11_39_49_7446,347,224,288,182,416,180,0,0,1,0,257
capture_2020_04_17_11_39_49_7447,347,247,288,182,416,180,0,0,1,0,257
capture_2020_04_17_11_39_49_7448,347,251,288,182,416,180,0,0,1,0,257
capture_2020_04_17_11_39_49_7449,352,235,288,182,416,180,0,0,1,0,257
capture_2020_04_17_11_39_49_7450,353,227,288,182,416,180,0,0,1,0,257
capture_2020_04_17_11_39_49_7451,352,234,288,182,416,180,0,0,1,0,257
capture_2020_04_17_11_39_49_7452,352,228,288,182,416,180,0,0,1,0,257
capture_2020_04_17_11_39_49_7453,352,240,288,192,416,184,0,0,1,0,257
capture_2020_04_17_11_39_49_7454,352,243,288,192,416,184,0,0,0,0,257
capture_2020_04_17_11_39_49_7455,352,236,288,192,416,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7456,353,242,288,192,416,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7457,352,240,288,192,416,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7458,352,243,288,192,416,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7459,349,237,288,192,416,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7460,353,226,288,192,416,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7461,352,216,288,192,417,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7462,352,234,288,192,417,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7463,352,232,288,192,417,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7464,352,233,288,192,421,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7465,352,244,288,192,421,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7466,354,251,280,193,424,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7467,355,240,280,193,424,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7468,355,234,276,193,432,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7469,355,234,276,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7470,357,235,276,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7471,352,233,276,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7472,346,234,276,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7473,353,240,276,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7474,357,240,276,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7475,355,234,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7476,356,245,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7477,356,235,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7478,355,245,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7479,352,246,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7480,355,219,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7481,354,224,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7482,355,224,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7483,356,228,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7484,356,232,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7485,353,227,281,194,432,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7486,354,226,288,194,421,194,0,0,0,0,257
capture_2020_04_17_11_39_49_7487,355,225,288,193,420,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7488,353,233,288,192,420,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7489,353,225,288,192,420,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7490,353,229,288,192,420,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7491,354,227,288,192,420,192,0,0,0,0,257
capture_2020_04_17_11_39_49_7492,357,230,288,192,420,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7493,354,240,288,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7494,354,240,288,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7495,353,241,288,192,416,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7496,354,237,280,192,407,192,0,0,0,0,256
capture_2020_04_17_11_39_49_7497,349,245,278,192,404,192,0,0,0,0,242
capture_2020_04_17_11_39_49_7498,346,244,278,194,404,193,0,0,0,0,240
capture_2020_04_17_11_39_49_7499,345,245,277,208,401,200,0,0,0,0,240
capture_2020_04_17_11_39_49_7500,348,254,277,208,401,208,0,0,0,0,240
capture_2020_04_17_11_39_49_7501,354,263,279,215,400,212,0,0,0,0,240
capture_2020_04_17_11_39_49_7502,356,270,281,224,401,215,0,0,0,0,240
capture_2020_04_17_11_39_49_7503,351,268,288,224,401,224,0,0,0,0,240
capture_2020_04_17_11_39_49_7504,352,270,288,225,401,224,0,0,0,0,224
capture_2020_04_17_11_39_49_7505,354,268,288,233,400,231,0,0,0,0,224
capture_2020_04_17_11_39_49_7506,356,274,289,240,401,240,0,0,0,0,224
capture_2020_04_17_11_39_49_7507,355,267,291,240,400,240,0,0,0,0,224
capture_2020_04_17_11_39_49_7508,354,276,292,244,400,242,0,0,0,0,208
capture_2020_04_17_11_39_49_7509,361,289,294,248,400,246,0,0,0,0,208
capture_2020_04_17_11_39_49_7510,352,289,296,256,400,247,0,0,0,0,192
capture_2020_04_17_11_39_49_7511,352,282,296,256,400,256,0,0,0,0,192
capture_2020_04_17_11_39_49_7512,355,288,296,256,400,256,0,0,0,0,192
capture_2020_04_17_11_39_49_7513,362,298,304,260,401,257,0,0,0,0,192
capture_2020_04_17_11_39_49_7514,360,293,305,272,401,264,0,0,0,0,176
capture_2020_04_17_11_39_49_7515,361,300,308,272,401,272,0,0,0,0,176
capture_2020_04_17_11_39_49_7516,365,304,310,273,402,272,0,0,0,0,176
capture_2020_04_17_11_39_49_7517,368,311,313,277,402,274,0,0,0,0,176
capture_2020_04_17_11_39_49_7518,370,314,320,288,403,278,0,0,0,0,176
capture_2020_04_17_11_39_49_7519,372,318,320,288,404,280,0,0,0,0,176
capture_2020_04_17_11_39_49_7520,376,320,322,288,406,288,0,0,0,0,176
capture_2020_04_17_11_39_49_7521,377,324,324,292,409,289,0,0,0,0,176
capture_2020_04_17_11_39_49_7522,377,320,328,294,409,291,0,0,0,0,160
capture_2020_04_17_11_39_49_7523,379,328,336,304,416,295,0,0,0,0,160
capture_2020_04_17_11_39_49_7524,384,330,336,304,416,297,0,0,0,0,160
capture_2020_04_17_11_39_49_7525,386,328,337,305,416,304,0,0,0,0,160
capture_2020_04_17_11_39_49_7526,388,328,339,305,417,304,0,0,0,0,160
capture_2020_04_17_11_39_49_7527,386,322,342,307,420,304,0,0,0,0,146
capture_2020_04_17_11_39_49_7528,397,328,344,308,422,304,0,0,0,0,160
capture_2020_04_17_11_39_49_7529,392,326,352,309,432,306,0,0,0,0,144
capture_2020_04_17_11_39_49_7530,393,328,353,310,432,306,0,0,0,0,144
capture_2020_04_17_11_39_49_7531,398,335,356,311,432,307,0,0,0,0,144
capture_2020_04_17_11_39_49_7532,400,332,359,312,432,309,0,0,0,0,144
capture_2020_04_17_11_39_49_7533,408,327,368,320,436,312,0,0,0,0,144
capture_2020_04_17_11_39_49_7534,409,327,368,320,438,313,0,0,0,0,144
capture_2020_04_17_11_39_49_7535,417,343,373,320,448,320,0,0,0,0,144
capture_2020_04_17_11_39_49_7536,420,340,376,320,448,320,0,0,0,0,134
capture_2020_04_17_11_39_49_7537,420,340,384,320,450,320,0,0,0,0,134
capture_2020_04_17_11_39_49_7538,430,342,387,322,456,320,0,0,0,0,134
capture_2020_04_17_11_39_49_7539,433,338,391,322,464,320,0,0,0,0,130
capture_2020_04_17_11_39_49_7540,433,337,400,322,464,321,0,0,0,0,130
capture_2020_04_17_11_39_49_7541,435,344,400,324,465,321,0,0,0,0,130
capture_2020_04_17_11_39_49_7542,443,340,402,324,469,322,0,0,0,0,130
capture_2020_04_17_11_39_49_7543,441,340,404,324,472,322,0,0,0,0,130
capture_2020_04_17_11_39_49_7544,446,340,407,326,480,323,0,0,0,0,130
capture_2020_04_17_11_39_49_7545,449,347,416,326,480,324,0,0,0,0,131
capture_2020_04_17_11_39_49_7546,451,348,416,327,480,324,0,0,0,0,128
capture_2020_04_17_11_39_49_7547,453,352,416,327,481,325,0,0,0,0,129
capture_2020_04_17_11_39_49_7548,454,342,416,327,481,325,0,0,0,0,128
capture_2020_04_17_11_39_49_7549,455,343,416,329,482,327,0,0,0,0,131
capture_2020_04_17_11_39_49_7550,454,349,416,329,482,327,0,0,0,0,128
capture_2020_04_17_11_39_49_7551,456,344,416,329,482,327,0,0,0,0,128
