,eyeClosed,Center Up,,Center,,Center Down,,Left Point,,Right Point,,Left,Right,Up,Down,Eye width:
capture_2020_04_17_11_39_49_7248_right,0,22,25,48,52,50,75,5,55,95,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7249_left,0,22,25,52,55,50,75,7,59,95,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7249_right,0,23,27,49,53,51,76,4,56,93,60,0,0,0,0,45
capture_2020_04_17_11_39_49_7250_left,0,23,25,52,55,52,75,7,59,95,57,0,0,0,0,44
capture_2020_04_17_11_39_49_7250_right,0,24,27,51,56,51,76,7,58,96,58,0,0,0,0,45
capture_2020_04_17_11_39_49_7251_left,0,24,27,51,56,51,78,7,58,96,58,0,0,0,0,45
capture_2020_04_17_11_39_49_7251_right,0,22,27,52,55,52,77,7,59,95,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7252_left,0,22,27,51,57,51,80,4,57,96,57,0,0,0,0,44
capture_2020_04_17_11_39_49_7252_right,0,23,27,52,53,52,76,7,58,98,58,0,0,0,0,45
capture_2020_04_17_11_39_49_7253_left,0,23,27,51,57,51,80,7,59,96,61,0,0,0,0,44
capture_2020_04_17_11_39_49_7253_right,0,23,27,51,55,51,80,7,57,93,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7254_left,0,22,27,52,55,52,77,7,59,95,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7254_right,0,22,27,50,55,52,77,5,57,95,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7255_left,0,24,27,55,53,52,76,7,56,98,58,0,0,0,0,45
capture_2020_04_17_11_39_49_7255_right,0,24,27,52,55,52,77,9,55,98,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7256_left,0,24,27,52,55,52,77,7,57,98,57,0,0,0,0,44
capture_2020_04_17_11_39_49_7256_right,0,23,30,51,57,51,77,7,57,96,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7257_left,0,23,30,52,55,52,77,7,61,98,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7257_right,0,23,30,51,57,51,80,4,61,96,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7258_left,0,23,30,52,55,52,77,7,61,98,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7258_right,0,24,29,52,53,55,76,7,60,100,60,0,0,0,0,45
capture_2020_04_17_11_39_49_7259_left,0,23,30,52,55,52,77,7,61,98,59,0,0,0,0,44
capture_2020_04_17_11_39_49_7259_right,0,24,30,52,55,52,77,7,57,98,61,0,0,0,0,44
capture_2020_04_17_11_39_49_7260_left,0,24,32,51,57,51,80,4,61,96,64,0,0,0,0,44
capture_2020_04_17_11_39_49_7260_right,0,24,30,55,57,52,77,7,59,98,61,0,0,0,0,44
capture_2020_04_17_11_39_49_7261_left,0,24,30,55,59,52,77,7,64,98,61,0,0,0,0,44
capture_2020_04_17_11_39_49_7261_right,0,24,31,53,56,53,78,7,58,98,62,0,0,0,0,45
capture_2020_04_17_11_39_49_7262_left,0,23,31,51,53,51,76,9,60,98,62,0,0,0,0,45
capture_2020_04_17_11_39_49_7262_right,0,23,29,51,53,53,76,4,56,98,60,0,0,0,0,45
capture_2020_04_17_11_39_49_7263_left,0,23,29,51,56,53,76,4,60,98,58,0,0,0,0,45
capture_2020_04_17_11_39_49_7263_right,0,24,24,53,51,53,76,4,60,98,58,0,0,0,0,45
capture_2020_04_17_11_39_49_7264_left,0,24,29,53,60,53,80,7,62,96,60,0,0,0,0,45
capture_2020_04_17_11_39_49_7264_right,0,24,29,51,53,53,80,9,58,96,60,0,0,0,0,45
capture_2020_04_17_11_39_49_7265_left,0,24,28,52,54,52,78,7,63,96,59,0,0,0,0,46
capture_2020_04_17_11_39_49_7265_right,0,24,29,51,53,53,80,7,56,96,60,0,0,0,0,45
capture_2020_04_17_11_39_49_7266_left,0,23,29,52,56,52,80,4,62,93,58,0,0,0,0,45
capture_2020_04_17_11_39_49_7266_right,0,24,27,51,51,53,76,7,56,96,56,0,0,0,0,45
capture_2020_04_17_11_39_49_7267_left,0,23,33,53,57,53,76,6,61,94,59,0,0,0,0,46
capture_2020_04_17_11_39_49_7267_right,0,23,33,50,52,52,74,9,57,96,59,0,0,0,0,46
capture_2020_04_17_11_39_49_7268_left,0,23,33,54,54,52,78,7,61,96,59,0,0,0,0,46
capture_2020_04_17_11_39_49_7268_right,0,25,32,53,51,55,77,6,55,98,55,0,0,0,0,47
capture_2020_04_17_11_39_49_7269_left,0,25,32,54,57,57,77,7,62,98,57,0,0,0,0,47
capture_2020_04_17_11_39_49_7269_right,0,25,30,52,54,54,78,7,59,98,59,0,0,0,0,46
capture_2020_04_17_11_39_49_7270_left,0,25,30,54,59,54,78,4,63,98,59,0,0,0,0,46
capture_2020_04_17_11_39_49_7270_right,0,23,33,52,54,52,76,7,59,98,57,0,0,0,0,46
capture_2020_04_17_11_39_49_7271_left,0,24,32,55,55,51,77,6,60,96,60,0,0,0,0,47
capture_2020_04_17_11_39_49_7271_right,0,26,30,54,51,54,72,7,53,98,55,0,0,0,0,47
capture_2020_04_17_11_39_49_7272_left,0,25,30,52,53,54,74,4,57,96,53,0,0,0,0,47
capture_2020_04_17_11_39_49_7272_right,0,25,29,55,50,55,73,4,52,98,54,0,0,0,0,48
capture_2020_04_17_11_39_49_7273_left,0,27,29,55,52,55,71,6,56,98,56,0,0,0,0,48
capture_2020_04_17_11_39_49_7273_right,0,26,30,52,55,52,74,8,57,96,62,0,0,0,0,47
capture_2020_04_17_11_39_49_7274_left,0,27,25,56,52,58,73,8,54,98,54,0,0,0,0,48
capture_2020_04_17_11_39_49_7274_right,0,25,27,54,50,52,71,10,54,96,54,0,0,0,0,48
capture_2020_04_17_11_39_49_7275_left,0,27,27,56,52,56,73,10,54,98,54,0,0,0,0,48
capture_2020_04_17_11_39_49_7275_right,0,24,33,52,54,52,75,6,54,96,58,0,0,0,0,48
capture_2020_04_17_11_39_49_7276_left,0,27,31,55,53,55,73,10,57,98,55,0,0,0,0,49
capture_2020_04_17_11_39_49_7276_right,0,25,33,53,56,53,77,10,60,94,60,0,0,0,0,48
capture_2020_04_17_11_39_49_7277_left,0,27,27,55,51,55,76,6,57,96,55,0,0,0,0,49
capture_2020_04_17_11_39_49_7277_right,0,25,29,55,53,55,73,6,53,98,59,0,0,0,0,49
capture_2020_04_17_11_39_49_7278_left,0,27,30,55,50,55,70,8,54,98,54,0,0,0,0,50
capture_2020_04_17_11_39_49_7278_right,0,29,30,59,52,57,74,4,56,98,60,0,0,0,0,50
capture_2020_04_17_11_39_49_7279_left,0,29,30,56,50,56,76,4,54,98,54,0,0,0,0,50
capture_2020_04_17_11_39_49_7279_right,0,27,32,54,54,54,76,6,54,96,60,0,0,0,0,50
capture_2020_04_17_11_39_49_7280_left,0,27,30,53,56,51,76,6,56,96,58,0,0,0,0,50
capture_2020_04_17_11_39_49_7280_right,0,27,31,52,55,52,73,8,57,98,59,0,0,0,0,51
capture_2020_04_17_11_39_49_7281_left,0,26,31,51,53,53,75,6,57,96,57,0,0,0,0,51
capture_2020_04_17_11_39_49_7281_right,0,27,33,53,55,51,76,8,59,96,61,0,0,0,0,51
capture_2020_04_17_11_39_49_7282_left,0,27,25,52,52,52,75,6,52,96,54,0,0,0,0,52
capture_2020_04_17_11_39_49_7282_right,0,26,27,50,52,50,75,6,54,94,56,0,0,0,0,52
capture_2020_04_17_11_39_49_7283_left,0,26,27,50,52,50,75,6,54,94,56,0,0,0,0,52
capture_2020_04_17_11_39_49_7283_right,0,25,31,50,54,48,79,4,60,94,62,0,0,0,0,52
capture_2020_04_17_11_39_49_7284_left,0,25,23,50,50,50,79,4,54,94,56,0,0,0,0,52
capture_2020_04_17_11_39_49_7284_right,0,26,29,50,54,48,79,4,58,96,58,0,0,0,0,52
capture_2020_04_17_11_39_49_7285_left,0,25,23,48,52,48,75,2,54,96,54,0,0,0,0,52
capture_2020_04_17_11_39_49_7285_right,0,24,29,50,52,48,77,4,56,96,58,0,0,0,0,52
capture_2020_04_17_11_39_49_7286_left,0,26,25,49,51,49,75,8,53,96,53,0,0,0,0,53
capture_2020_04_17_11_39_49_7286_right,0,26,26,49,49,49,75,4,55,96,57,0,0,0,0,53
capture_2020_04_17_11_39_49_7287_left,0,27,22,52,50,52,74,4,52,96,52,0,0,0,0,54
capture_2020_04_17_11_39_49_7287_right,0,26,28,50,51,50,75,2,55,96,57,0,0,0,0,53
capture_2020_04_17_11_39_49_7288_left,0,26,26,48,50,50,74,4,56,96,52,0,0,0,0,54
capture_2020_04_17_11_39_49_7288_right,0,26,26,48,50,50,74,4,52,96,57,0,0,0,0,54
capture_2020_04_17_11_39_49_7289_left,0,28,27,48,51,48,75,4,53,93,53,0,0,0,0,55
capture_2020_04_17_11_39_49_7289_right,0,26,25,50,51,48,75,4,56,93,55,0,0,0,0,55
capture_2020_04_17_11_39_49_7290_left,0,30,26,52,54,52,77,2,60,95,58,0,0,0,0,57
capture_2020_04_17_11_39_49_7290_right,0,29,29,50,53,48,74,3,59,95,59,0,0,0,0,58
capture_2020_04_17_11_39_49_7291_left,0,31,29,52,55,52,76,5,59,95,53,0,0,0,0,58
capture_2020_04_17_11_39_49_7291_right,0,32,29,52,53,53,75,5,56,98,56,0,0,0,0,59
capture_2020_04_17_11_39_49_7292_left,0,32,29,51,54,53,76,5,58,97,58,0,0,0,0,59
capture_2020_04_17_11_39_49_7292_right,0,29,29,51,53,51,75,5,53,97,58,0,0,0,0,59
capture_2020_04_17_11_39_49_7293_left,0,32,30,53,55,53,75,7,58,97,57,0,0,0,0,60
capture_2020_04_17_11_39_49_7293_right,0,30,30,50,50,50,75,7,55,97,57,0,0,0,0,60
capture_2020_04_17_11_39_49_7294_left,0,33,30,52,53,52,75,7,57,95,57,0,0,0,0,60
capture_2020_04_17_11_39_49_7294_right,0,30,30,52,49,50,70,8,52,97,56,0,0,0,0,61
capture_2020_04_17_11_39_49_7295_left,0,33,28,55,49,57,72,8,56,97,56,0,0,0,0,61
capture_2020_04_17_11_39_49_7295_right,0,33,28,49,52,54,75,7,57,95,57,0,0,0,0,60
capture_2020_04_17_11_39_49_7296_left,0,34,27,54,52,56,73,8,55,97,55,0,0,0,0,62
capture_2020_04_17_11_39_49_7296_right,0,31,28,51,52,52,75,7,56,97,56,0,0,0,0,61
capture_2020_04_17_11_39_49_7297_left,0,33,24,54,52,54,74,8,55,97,55,0,0,0,0,62
capture_2020_04_17_11_39_49_7297_right,0,33,24,52,50,52,77,6,56,97,56,0,0,0,0,62
capture_2020_04_17_11_39_49_7298_left,0,33,24,52,50,52,77,6,56,97,56,0,0,0,0,62
capture_2020_04_17_11_39_49_7298_right,0,33,24,52,50,52,76,8,55,97,55,0,0,0,0,62
capture_2020_04_17_11_39_49_7299_left,0,35,23,55,52,53,75,8,55,97,55,0,0,0,0,65
capture_2020_04_17_11_39_49_7299_right,0,34,23,53,55,52,77,6,56,95,56,0,0,0,0,64
capture_2020_04_17_11_39_49_7300_left,0,34,25,52,56,51,78,6,56,95,58,0,0,0,0,64
capture_2020_04_17_11_39_49_7300_right,0,34,23,52,53,52,77,6,56,95,56,0,0,0,0,64
capture_2020_04_17_11_39_49_7301_left,0,34,24,53,47,52,74,8,53,98,52,0,0,0,0,66
capture_2020_04_17_11_39_49_7301_right,0,34,24,50,50,52,74,8,55,95,56,0,0,0,0,66
capture_2020_04_17_11_39_49_7302_left,0,36,25,53,50,54,74,7,54,97,54,0,0,0,0,68
capture_2020_04_17_11_39_49_7302_right,0,33,27,50,49,51,73,6,52,94,55,0,0,0,0,67
capture_2020_04_17_11_39_49_7303_left,0,36,26,54,49,54,72,6,55,94,54,0,0,0,0,69
capture_2020_04_17_11_39_49_7303_right,0,36,26,51,48,54,72,6,54,94,54,0,0,0,0,69
capture_2020_04_17_11_39_49_7304_left,0,36,26,54,47,54,73,4,54,94,54,0,0,0,0,70
capture_2020_04_17_11_39_49_7304_right,0,36,26,51,47,54,71,6,53,94,54,0,0,0,0,70
capture_2020_04_17_11_39_49_7305_left,0,37,27,51,48,53,73,8,52,96,54,0,0,0,0,71
capture_2020_04_17_11_39_49_7305_right,0,37,25,52,46,54,72,10,52,94,54,0,0,0,0,71
capture_2020_04_17_11_39_49_7306_left,0,40,26,56,47,58,69,8,54,97,54,0,0,0,0,72
capture_2020_04_17_11_39_49_7306_right,0,36,25,50,46,53,69,8,54,97,54,0,0,0,0,72
capture_2020_04_17_11_39_49_7307_left,0,40,24,56,49,54,71,7,56,97,54,0,0,0,0,72
capture_2020_04_17_11_39_49_7307_right,0,38,24,50,47,54,71,7,56,97,54,0,0,0,0,72
capture_2020_04_17_11_39_49_7308_left,0,38,25,55,50,53,72,7,57,96,54,0,0,0,0,72
capture_2020_04_17_11_39_49_7308_right,0,38,25,47,50,53,72,7,57,96,54,0,0,0,0,72
capture_2020_04_17_11_39_49_7309_left,0,39,24,54,49,55,72,8,55,97,54,0,0,0,0,74
capture_2020_04_17_11_39_49_7309_right,0,39,24,49,49,55,72,8,55,97,54,0,0,0,0,74
capture_2020_04_17_11_39_49_7310_left,0,39,24,54,50,55,72,8,55,97,54,0,0,0,0,74
capture_2020_04_17_11_39_49_7310_right,0,39,24,50,47,55,72,8,55,97,54,0,0,0,0,74
capture_2020_04_17_11_39_49_7311_left,0,39,24,55,49,55,70,8,55,97,53,0,0,0,0,74
capture_2020_04_17_11_39_49_7311_right,0,39,24,51,47,51,70,8,55,97,54,0,0,0,0,74
capture_2020_04_17_11_39_49_7312_left,0,39,24,52,49,52,72,7,57,96,54,0,0,0,0,74
capture_2020_04_17_11_39_49_7312_right,0,37,23,51,45,51,69,4,53,97,50,0,0,0,0,74
capture_2020_04_17_11_39_49_7313_left,0,38,24,53,48,52,69,5,53,97,52,0,0,0,0,75
capture_2020_04_17_11_39_49_7313_right,0,38,21,51,43,51,68,4,48,96,48,0,0,0,0,75
capture_2020_04_17_11_39_49_7314_left,0,39,22,49,47,51,68,4,51,96,53,0,0,0,0,76
capture_2020_04_17_11_39_49_7314_right,0,39,18,51,44,50,66,4,49,97,47,0,0,0,0,77
capture_2020_04_17_11_39_49_7315_left,0,40,23,50,46,51,69,5,54,96,51,0,0,0,0,78
capture_2020_04_17_11_39_49_7315_right,0,38,22,47,45,47,68,3,51,96,49,0,0,0,0,78
capture_2020_04_17_11_39_49_7316_left,0,41,25,49,48,49,70,5,54,95,53,0,0,0,0,79
capture_2020_04_17_11_39_49_7316_right,0,37,24,46,43,46,66,3,51,94,48,0,0,0,0,80
capture_2020_04_17_11_39_49_7317_left,0,42,25,51,47,49,68,5,52,95,52,0,0,0,0,81
capture_2020_04_17_11_39_49_7317_right,0,38,26,46,44,46,67,2,52,93,48,0,0,0,0,81
capture_2020_04_17_11_39_49_7318_left,0,43,28,51,48,52,70,6,55,96,52,0,0,0,0,82
capture_2020_04_17_11_39_49_7318_right,0,38,27,47,46,48,70,5,51,95,50,0,0,0,0,82
capture_2020_04_17_11_39_49_7319_left,0,42,27,51,48,51,70,6,52,96,54,0,0,0,0,82
capture_2020_04_17_11_39_49_7319_right,0,39,27,48,45,48,68,4,54,98,50,0,0,0,0,82
capture_2020_04_17_11_39_49_7320_left,0,44,27,52,49,54,72,7,55,95,54,0,0,0,0,82
capture_2020_04_17_11_39_49_7320_right,0,40,26,46,45,49,68,2,52,94,52,0,0,0,0,82
capture_2020_04_17_11_39_49_7321_left,0,44,23,52,48,52,71,9,53,98,54,0,0,0,0,83
capture_2020_04_17_11_39_49_7321_right,0,41,23,50,48,51,73,7,54,96,55,0,0,0,0,82
capture_2020_04_17_11_39_49_7322_left,0,43,24,52,49,52,73,7,54,96,55,0,0,0,0,82
capture_2020_04_17_11_39_49_7322_right,0,41,26,48,48,51,72,5,55,95,55,0,0,0,0,82
capture_2020_04_17_11_39_49_7323_left,0,42,24,51,48,52,72,6,55,96,54,0,0,0,0,82
capture_2020_04_17_11_39_49_7323_right,0,42,24,51,46,51,69,6,53,96,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7324_left,0,44,24,53,48,53,72,5,54,98,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7324_right,0,44,24,51,46,53,72,5,54,98,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7325_left,0,44,24,52,47,53,72,5,54,98,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7325_right,0,44,24,53,45,53,72,6,52,95,47,0,0,0,0,83
capture_2020_04_17_11_39_49_7326_left,0,41,17,53,42,53,69,6,48,96,45,0,0,0,0,83
capture_2020_04_17_11_39_49_7326_right,0,41,17,53,41,53,69,6,48,96,45,0,0,0,0,83
capture_2020_04_17_11_39_49_7327_left,0,41,17,49,41,53,69,6,48,96,45,0,0,0,0,83
capture_2020_04_17_11_39_49_7327_right,0,42,17,55,40,54,69,6,48,96,45,0,0,0,0,84
capture_2020_04_17_11_39_49_7328_left,0,42,17,51,40,53,68,6,48,98,48,0,0,0,0,84
capture_2020_04_17_11_39_49_7328_right,0,44,18,53,41,54,69,6,48,98,48,0,0,0,0,83
capture_2020_04_17_11_39_49_7329_left,0,44,18,52,43,55,68,6,48,98,48,0,0,0,0,84
capture_2020_04_17_11_39_49_7329_right,0,44,18,53,42,54,69,6,48,98,48,0,0,0,0,83
capture_2020_04_17_11_39_49_7330_left,0,41,17,49,42,52,68,6,48,98,48,0,0,0,0,84
capture_2020_04_17_11_39_49_7330_right,0,41,17,53,42,51,69,6,48,98,48,0,0,0,0,83
capture_2020_04_17_11_39_49_7331_left,0,41,17,51,44,51,68,6,48,98,49,0,0,0,0,84
capture_2020_04_17_11_39_49_7331_right,0,41,17,54,45,52,68,4,51,98,48,0,0,0,0,84
capture_2020_04_17_11_39_49_7332_left,0,41,17,51,45,51,67,5,51,99,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7332_right,0,44,22,54,48,55,76,6,54,98,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7333_left,0,41,22,51,47,54,75,2,53,98,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7333_right,0,44,20,53,47,54,75,4,57,98,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7334_left,0,44,20,51,47,54,75,2,53,98,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7334_right,0,44,20,52,47,54,75,2,54,98,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7335_left,0,40,20,49,46,48,76,2,54,98,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7335_right,0,40,20,52,47,48,76,2,54,98,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7336_left,0,40,22,47,48,48,76,2,54,98,51,0,0,0,0,82
capture_2020_04_17_11_39_49_7336_right,0,43,22,51,46,53,70,2,54,98,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7337_left,0,39,22,48,47,48,69,2,54,98,54,0,0,0,0,83
capture_2020_04_17_11_39_49_7337_right,0,39,22,51,47,48,69,5,53,95,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7338_left,0,39,22,51,46,50,75,4,54,99,53,0,0,0,0,83
capture_2020_04_17_11_39_49_7338_right,0,42,23,52,47,52,71,1,55,98,54,0,0,0,0,83
capture_2020_04_17_11_39_49_7339_left,1,40,48,48,54,48,61,4,55,96,51,0,0,0,0,82
capture_2020_04_17_11_39_49_7339_right,1,40,43,49,53,49,61,4,54,96,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7340_left,1,40,43,49,53,49,61,4,54,96,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7340_right,1,40,43,49,53,49,61,2,52,96,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7341_left,1,40,44,48,54,48,62,1,52,96,51,0,0,0,0,82
capture_2020_04_17_11_39_49_7341_right,1,40,43,49,53,49,61,2,52,96,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7342_left,1,40,43,49,53,49,61,2,52,96,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7342_right,1,40,43,49,53,49,61,2,52,96,51,0,0,0,0,83
capture_2020_04_17_11_39_49_7343_left,0,40,28,35,52,48,78,1,57,98,57,1,0,1,0,83
