,eyeClosed,Center Up,,Center,,Center Down,,Left Point,,Right Point,,Left,Right,Up,Down,Eye width:
capture_2020_04_17_11_39_49_7272_right,0,517,238,534,409,534,596,125,426,874,443,0,0,0,0,48
capture_2020_04_17_11_39_49_7273_left,0,551,238,534,426,534,579,142,460,874,460,0,0,0,0,48
capture_2020_04_17_11_39_49_7273_right,0,541,233,525,433,525,583,175,450,875,483,0,0,0,0,47
capture_2020_04_17_11_39_49_7274_left,0,550,200,550,417,567,583,167,433,883,433,0,0,0,0,48
capture_2020_04_17_11_39_49_7274_right,0,517,217,533,400,517,567,183,433,867,433,0,0,0,0,48
capture_2020_04_17_11_39_49_7275_left,0,550,217,550,417,550,583,183,433,883,433,0,0,0,0,48
capture_2020_04_17_11_39_49_7275_right,0,500,267,517,433,517,600,150,433,867,467,0,0,0,0,48
capture_2020_04_17_11_39_49_7276_left,0,541,245,541,424,541,588,182,457,884,441,0,0,0,0,49
capture_2020_04_17_11_39_49_7276_right,0,516,261,532,441,532,604,190,473,859,473,0,0,0,0,48
capture_2020_04_17_11_39_49_7277_left,0,541,212,541,408,541,604,149,457,867,441,0,0,0,0,49
capture_2020_04_17_11_39_49_7277_right,0,508,229,541,424,541,588,149,424,884,473,0,0,0,0,49
capture_2020_04_17_11_39_49_7278_left,0,532,245,532,408,532,571,156,441,875,441,0,0,0,0,50
capture_2020_04_17_11_39_49_7278_right,0,564,245,564,424,548,604,124,457,875,490,0,0,0,0,50
capture_2020_04_17_11_39_49_7279_left,0,564,240,548,400,548,608,132,432,884,432,0,0,0,0,50
capture_2020_04_17_11_39_49_7279_right,0,532,256,532,432,532,608,148,432,868,480,0,0,0,0,50
capture_2020_04_17_11_39_49_7280_left,0,531,235,531,439,515,596,154,439,876,455,0,0,0,0,50
capture_2020_04_17_11_39_49_7280_right,0,524,256,508,448,508,592,156,464,876,480,0,0,0,0,51
capture_2020_04_17_11_39_49_7281_left,0,508,251,508,424,524,596,147,455,869,455,0,0,0,0,51
capture_2020_04_17_11_39_49_7281_right,0,524,267,524,439,508,612,163,471,869,486,0,0,0,0,51
capture_2020_04_17_11_39_49_7282_left,0,515,200,515,415,515,600,146,415,869,431,0,0,0,0,52
capture_2020_04_17_11_39_49_7282_right,0,500,215,500,415,500,600,146,431,854,446,0,0,0,0,52
capture_2020_04_17_11_39_49_7283_left,0,500,215,500,415,500,600,146,431,854,446,0,0,0,0,52
capture_2020_04_17_11_39_49_7283_right,0,485,246,500,431,485,631,131,477,854,492,0,0,0,0,52
capture_2020_04_17_11_39_49_7284_left,0,485,185,500,400,500,631,131,431,854,446,0,0,0,0,52
capture_2020_04_17_11_39_49_7284_right,0,500,231,500,431,485,631,131,462,869,462,0,0,0,0,52
capture_2020_04_17_11_39_49_7285_left,0,485,185,485,415,485,600,115,431,869,431,0,0,0,0,52
capture_2020_04_17_11_39_49_7285_right,0,469,231,500,415,485,615,131,446,869,462,0,0,0,0,52
capture_2020_04_17_11_39_49_7286_left,0,492,196,492,408,492,604,160,423,870,423,0,0,0,0,53
capture_2020_04_17_11_39_49_7286_right,0,492,211,492,392,492,604,130,438,870,453,0,0,0,0,53
capture_2020_04_17_11_39_49_7287_left,0,500,178,515,400,515,593,130,415,870,415,0,0,0,0,54
capture_2020_04_17_11_39_49_7287_right,0,492,222,507,400,507,593,122,430,877,444,0,0,0,0,53
capture_2020_04_17_11_39_49_7288_left,0,485,207,485,400,500,593,130,444,870,415,0,0,0,0,54
capture_2020_04_17_11_39_49_7288_right,0,485,207,485,400,500,593,130,415,870,459,0,0,0,0,54
capture_2020_04_17_11_39_49_7289_left,0,507,214,493,400,493,586,136,414,850,414,0,0,0,0,55
capture_2020_04_17_11_39_49_7289_right,0,478,200,507,400,493,586,136,443,850,429,0,0,0,0,55
capture_2020_04_17_11_39_49_7290_left,0,520,207,520,428,520,607,120,469,865,455,0,0,0,0,57
capture_2020_04_17_11_39_49_7290_right,0,500,234,500,428,486,593,128,469,859,469,0,0,0,0,58
capture_2020_04_17_11_39_49_7291_left,0,528,234,514,441,514,607,141,469,859,428,0,0,0,0,58
capture_2020_04_17_11_39_49_7291_right,0,534,234,507,428,521,607,134,455,879,455,0,0,0,0,59
capture_2020_04_17_11_39_49_7292_left,0,534,231,507,434,520,610,141,461,873,461,0,0,0,0,59
capture_2020_04_17_11_39_49_7292_right,0,493,231,507,420,507,597,141,420,873,461,0,0,0,0,59
capture_2020_04_17_11_39_49_7293_left,0,527,240,527,440,527,600,153,467,873,453,0,0,0,0,60
capture_2020_04_17_11_39_49_7293_right,0,500,240,500,400,500,600,153,440,873,453,0,0,0,0,60
capture_2020_04_17_11_39_49_7294_left,0,539,236,526,420,526,590,158,446,867,446,0,0,0,0,60
capture_2020_04_17_11_39_49_7294_right,0,493,240,506,400,493,573,160,427,866,453,0,0,0,0,61
capture_2020_04_17_11_39_49_7295_left,0,533,227,533,400,546,587,160,453,866,453,0,0,0,0,61
capture_2020_04_17_11_39_49_7295_right,0,539,223,499,407,539,590,158,446,867,446,0,0,0,0,60
capture_2020_04_17_11_39_49_7296_left,0,539,223,526,420,539,590,159,446,867,446,0,0,0,0,62
capture_2020_04_17_11_39_49_7296_right,0,507,223,507,420,520,603,152,446,874,446,0,0,0,0,61
capture_2020_04_17_11_39_49_7297_left,0,526,197,526,420,526,603,159,446,867,446,0,0,0,0,62
capture_2020_04_17_11_39_49_7297_right,0,526,194,513,400,513,619,152,452,874,452,0,0,0,0,62
capture_2020_04_17_11_39_49_7298_left,0,526,194,513,400,513,619,152,452,874,452,0,0,0,0,62
capture_2020_04_17_11_39_49_7298_right,0,526,197,513,407,513,616,159,446,867,446,0,0,0,0,62
capture_2020_04_17_11_39_49_7299_left,0,531,188,531,425,518,613,156,450,868,450,0,0,0,0,65
capture_2020_04_17_11_39_49_7299_right,0,525,188,525,438,513,613,150,450,863,450,0,0,0,0,64
capture_2020_04_17_11_39_49_7300_left,0,524,197,524,443,512,615,155,443,869,455,0,0,0,0,64
capture_2020_04_17_11_39_49_7300_right,0,525,188,513,425,513,613,150,450,863,450,0,0,0,0,64
capture_2020_04_17_11_39_49_7301_left,0,512,194,524,376,512,594,161,424,888,412,0,0,0,0,66
capture_2020_04_17_11_39_49_7301_right,0,512,194,500,400,512,594,161,436,864,448,0,0,0,0,66
capture_2020_04_17_11_39_49_7302_left,0,524,200,524,400,535,588,159,435,876,435,0,0,0,0,68
capture_2020_04_17_11_39_49_7302_right,0,493,212,505,388,517,576,152,412,858,435,0,0,0,0,67
capture_2020_04_17_11_39_49_7303_left,0,517,209,529,394,529,580,146,441,854,429,0,0,0,0,69
capture_2020_04_17_11_39_49_7303_right,0,517,209,506,383,529,580,146,429,854,429,0,0,0,0,69
capture_2020_04_17_11_39_49_7304_left,0,511,203,533,372,533,575,139,428,860,428,0,0,0,0,70
capture_2020_04_17_11_39_49_7304_right,0,511,206,511,377,534,571,146,423,854,434,0,0,0,0,70
capture_2020_04_17_11_39_49_7305_left,0,516,211,516,378,527,578,172,411,872,422,0,0,0,0,71
capture_2020_04_17_11_39_49_7305_right,0,517,203,517,372,528,575,179,417,855,428,0,0,0,0,71
capture_2020_04_17_11_39_49_7306_left,0,544,211,544,378,567,556,167,433,878,433,0,0,0,0,72
capture_2020_04_17_11_39_49_7306_right,0,500,200,500,367,522,556,167,433,878,433,0,0,0,0,72
capture_2020_04_17_11_39_49_7307_left,0,544,189,544,389,533,567,156,444,878,433,0,0,0,0,72
capture_2020_04_17_11_39_49_7307_right,0,522,189,500,378,533,567,156,444,878,433,0,0,0,0,72
capture_2020_04_17_11_39_49_7308_left,0,521,197,543,395,532,570,160,449,872,427,0,0,0,0,72
capture_2020_04_17_11_39_49_7308_right,0,521,197,478,395,532,570,160,449,872,427,0,0,0,0,72
capture_2020_04_17_11_39_49_7309_left,0,522,195,532,389,543,573,165,443,878,432,0,0,0,0,74
capture_2020_04_17_11_39_49_7309_right,0,522,195,489,389,543,573,165,443,878,432,0,0,0,0,74
capture_2020_04_17_11_39_49_7310_left,0,522,195,532,400,543,573,165,443,878,432,0,0,0,0,74
capture_2020_04_17_11_39_49_7310_right,0,522,195,500,378,543,573,165,443,878,432,0,0,0,0,74
capture_2020_04_17_11_39_49_7311_left,0,521,197,532,395,532,570,160,449,872,427,0,0,0,0,74
capture_2020_04_17_11_39_49_7311_right,0,522,195,511,378,511,562,165,443,878,432,0,0,0,0,74
capture_2020_04_17_11_39_49_7312_left,0,521,192,521,384,521,565,158,448,873,427,0,0,0,0,74
capture_2020_04_17_11_39_49_7312_right,0,500,184,511,357,511,551,132,422,878,400,0,0,0,0,74
capture_2020_04_17_11_39_49_7313_left,0,505,192,527,384,516,555,143,427,879,416,0,0,0,0,75
capture_2020_04_17_11_39_49_7313_right,0,505,171,505,341,505,544,132,384,868,384,0,0,0,0,75
capture_2020_04_17_11_39_49_7314_left,0,511,179,489,379,511,547,132,411,868,421,0,0,0,0,76
capture_2020_04_17_11_39_49_7314_right,0,505,147,505,358,494,537,126,400,873,379,0,0,0,0,77
capture_2020_04_17_11_39_49_7315_left,0,509,185,499,369,509,554,140,431,869,410,0,0,0,0,78
capture_2020_04_17_11_39_49_7315_right,0,489,174,478,359,478,544,120,410,869,390,0,0,0,0,78
capture_2020_04_17_11_39_49_7316_left,0,515,200,495,380,495,550,145,430,865,420,0,0,0,0,79
capture_2020_04_17_11_39_49_7316_right,0,469,192,459,344,459,537,114,415,843,385,0,0,0,0,80
capture_2020_04_17_11_39_49_7317_left,0,515,198,505,375,495,543,140,415,860,415,0,0,0,0,81
capture_2020_04_17_11_39_49_7317_right,0,475,207,465,356,465,533,120,415,841,385,0,0,0,0,81
capture_2020_04_17_11_39_49_7318_left,0,520,224,510,380,520,556,149,439,871,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7318_right,0,470,217,470,375,480,563,135,415,855,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7319_left,0,510,215,510,380,510,556,149,420,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7319_right,0,480,217,480,365,480,553,125,435,875,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7320_left,0,529,215,520,390,529,576,159,439,861,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7320_right,0,490,205,471,361,490,546,120,420,851,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7321_left,0,524,185,515,390,515,576,163,429,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7321_right,0,500,185,500,380,510,585,159,429,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7322_left,0,520,195,520,390,520,585,159,429,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7322_right,0,499,202,490,376,509,569,143,434,865,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7323_left,0,509,193,509,376,518,569,152,434,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7323_right,0,504,193,504,366,504,549,147,424,871,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7324_left,0,524,193,524,386,524,578,138,434,881,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7324_right,0,524,193,504,366,524,578,138,434,881,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7325_left,0,524,193,514,376,524,578,138,434,881,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7325_right,0,524,193,524,357,524,578,147,414,861,376,0,0,0,0,83
capture_2020_04_17_11_39_49_7326_left,0,494,135,524,337,524,549,147,386,871,357,0,0,0,0,83
capture_2020_04_17_11_39_49_7326_right,0,494,135,524,328,524,549,147,386,871,357,0,0,0,0,83
capture_2020_04_17_11_39_49_7327_left,0,494,135,494,328,524,549,147,386,871,357,0,0,0,0,83
capture_2020_04_17_11_39_49_7327_right,0,500,133,538,324,529,552,148,381,871,362,0,0,0,0,84
capture_2020_04_17_11_39_49_7328_left,0,500,135,500,328,519,549,143,386,876,386,0,0,0,0,84
capture_2020_04_17_11_39_49_7328_right,0,524,145,524,328,534,549,147,386,881,386,0,0,0,0,83
capture_2020_04_17_11_39_49_7329_left,0,519,145,509,347,538,549,143,386,876,386,0,0,0,0,84
capture_2020_04_17_11_39_49_7329_right,0,524,145,524,337,534,549,147,386,881,386,0,0,0,0,83
capture_2020_04_17_11_39_49_7330_left,0,490,135,490,337,509,549,143,386,876,386,0,0,0,0,84
capture_2020_04_17_11_39_49_7330_right,0,494,135,524,337,504,549,147,386,881,386,0,0,0,0,83
capture_2020_04_17_11_39_49_7331_left,0,490,133,510,352,510,543,148,381,881,390,0,0,0,0,84
capture_2020_04_17_11_39_49_7331_right,0,490,135,529,366,509,549,124,414,876,386,0,0,0,0,84
capture_2020_04_17_11_39_49_7332_left,0,495,137,505,361,505,546,134,410,885,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7332_right,0,524,173,534,386,543,607,147,434,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7333_left,0,494,173,504,376,534,598,118,424,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7333_right,0,524,164,524,376,534,598,128,453,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7334_left,0,524,164,504,376,534,598,118,424,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7334_right,0,524,164,514,376,534,598,118,434,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7335_left,0,485,164,494,366,485,607,118,434,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7335_right,0,485,164,514,376,485,607,118,434,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7336_left,0,490,173,480,376,490,598,123,424,885,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7336_right,0,514,173,504,366,524,559,118,434,881,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7337_left,0,475,173,485,376,485,549,118,434,881,434,0,0,0,0,83
capture_2020_04_17_11_39_49_7337_right,0,475,173,504,376,485,549,138,424,861,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7338_left,0,475,176,505,371,495,605,124,439,885,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7338_right,0,504,183,514,376,514,569,109,443,881,434,0,0,0,0,83
capture_2020_04_17_11_39_49_7339_left,1,490,376,490,424,490,482,133,434,875,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7339_right,1,485,347,494,424,494,492,128,434,871,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7340_left,1,485,347,494,424,494,492,128,434,871,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7340_right,1,485,347,494,424,494,492,118,414,871,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7341_left,1,490,347,490,424,490,492,114,414,875,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7341_right,1,485,347,494,424,494,492,118,414,871,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7342_left,1,485,347,494,424,494,492,118,414,871,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7342_right,1,485,347,494,424,494,492,118,414,871,405,0,0,0,0,83
capture_2020_04_17_11_39_49_7343_left,0,485,222,379,414,485,627,109,453,881,453,1,0,1,0,83
