,noLeftEye,noRightEye,Left Eye,,Right Eye,,Nose,,Mouth Up,,Mouth Down,,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7282,0,0,351,366,605,375,481,465,472,577,472,623,0,0,0,0,172
capture_2020_04_17_11_39_49_7283,0,0,358,366,604,375,481,465,472,578,472,622,0,0,0,0,172
capture_2020_04_17_11_39_49_7284,0,0,358,366,604,375,481,465,472,582,472,625,0,0,0,0,172
capture_2020_04_17_11_39_49_7285,0,0,350,360,607,369,478,464,469,583,469,626,0,0,0,0,174
capture_2020_04_17_11_39_49_7286,0,0,351,361,609,367,478,464,466,582,469,624,0,0,0,0,176
capture_2020_04_17_11_39_49_7287,0,0,352,364,608,370,479,463,467,583,470,626,0,0,0,0,178
capture_2020_04_17_11_39_49_7288,0,0,356,362,609,368,479,462,470,579,467,624,0,0,0,0,180
capture_2020_04_17_11_39_49_7289,0,0,355,362,607,365,479,461,471,580,468,626,0,0,0,0,184
capture_2020_04_17_11_39_49_7290,0,0,358,375,608,375,480,464,477,581,477,625,0,0,0,0,192
capture_2020_04_17_11_39_49_7291,0,0,357,375,607,375,481,463,478,581,478,625,0,0,0,0,194
capture_2020_04_17_11_39_49_7292,0,0,357,368,608,368,481,457,478,576,478,622,0,0,0,0,196
capture_2020_04_17_11_39_49_7293,0,0,364,368,612,368,481,456,478,576,478,621,0,0,0,0,200
capture_2020_04_17_11_39_49_7294,0,0,362,368,619,368,484,458,484,575,484,620,0,0,0,0,202
capture_2020_04_17_11_39_49_7295,0,0,362,368,619,368,484,458,484,575,484,620,0,0,0,0,202
capture_2020_04_17_11_39_49_7296,0,0,364,361,617,366,492,460,487,578,484,622,0,0,0,0,204
capture_2020_04_17_11_39_49_7297,0,0,362,358,616,361,492,460,481,579,481,623,0,0,0,0,206
capture_2020_04_17_11_39_49_7298,0,0,363,354,621,356,492,459,484,575,484,622,0,0,0,0,206
capture_2020_04_17_11_39_49_7299,0,0,363,358,617,363,490,460,485,579,485,626,0,0,0,0,214
capture_2020_04_17_11_39_49_7300,0,0,364,351,617,356,492,452,489,572,489,623,0,0,0,0,216
capture_2020_04_17_11_39_49_7301,0,0,366,352,621,354,492,441,488,565,490,611,0,0,0,0,220
capture_2020_04_17_11_39_49_7302,0,0,370,351,620,353,493,440,493,567,490,609,0,0,0,0,226
capture_2020_04_17_11_39_49_7303,0,0,370,349,622,356,500,444,493,566,493,610,0,0,0,0,230
capture_2020_04_17_11_39_49_7304,0,0,375,345,625,350,500,443,493,561,493,607,0,0,0,0,234
capture_2020_04_17_11_39_49_7305,0,0,374,346,625,351,499,445,493,566,493,609,0,0,0,0,238
capture_2020_04_17_11_39_49_7306,0,0,371,347,622,351,500,444,493,560,493,604,0,0,0,0,240
capture_2020_04_17_11_39_49_7307,0,0,366,347,620,349,495,440,491,567,493,609,0,0,0,0,240
capture_2020_04_17_11_39_49_7308,0,0,361,349,614,349,489,442,485,567,487,609,0,0,0,0,242
capture_2020_04_17_11_39_49_7309,0,0,360,352,615,352,489,441,486,572,489,613,0,0,0,0,246
capture_2020_04_17_11_39_49_7310,0,0,356,350,612,348,489,441,486,570,486,609,0,0,0,0,246
capture_2020_04_17_11_39_49_7311,0,0,353,346,617,342,491,441,487,566,489,614,0,0,0,0,246
capture_2020_04_17_11_39_49_7312,0,0,353,342,616,340,491,443,487,568,489,606,0,0,0,0,248
capture_2020_04_17_11_39_49_7313,0,0,353,343,615,340,491,443,487,564,487,604,0,0,0,0,250
capture_2020_04_17_11_39_49_7314,0,0,350,341,611,339,487,442,483,564,485,604,0,0,0,0,254
capture_2020_04_17_11_39_49_7315,0,0,346,343,602,341,479,441,477,564,479,603,0,0,0,0,260
capture_2020_04_17_11_39_49_7316,0,0,343,346,598,344,473,444,471,563,475,603,0,0,0,0,266
capture_2020_04_17_11_39_49_7317,0,0,343,347,582,343,472,446,472,562,474,604,0,0,0,0,270
capture_2020_04_17_11_39_49_7318,0,0,349,345,604,345,478,445,480,565,480,604,0,0,0,0,272
capture_2020_04_17_11_39_49_7319,0,0,349,345,604,345,478,445,478,567,478,610,0,0,0,0,272
capture_2020_04_17_11_39_49_7320,0,0,353,347,605,347,478,445,480,568,480,611,0,0,0,0,274
capture_2020_04_17_11_39_49_7321,0,0,350,348,616,350,482,445,480,571,480,614,0,0,0,0,274
capture_2020_04_17_11_39_49_7322,0,0,350,346,616,348,482,445,482,571,482,614,0,0,0,0,274
capture_2020_04_17_11_39_49_7323,0,0,357,344,616,344,490,446,488,570,488,614,0,0,0,0,276
capture_2020_04_17_11_39_49_7324,0,0,357,344,616,344,490,446,484,572,484,614,0,0,0,0,276
capture_2020_04_17_11_39_49_7325,0,0,357,344,616,344,490,446,484,572,484,614,0,0,0,0,276
capture_2020_04_17_11_39_49_7326,0,0,355,337,619,337,490,438,484,565,482,612,0,0,0,0,278
capture_2020_04_17_11_39_49_7327,0,0,353,337,617,335,490,438,484,565,482,612,0,0,0,0,278
capture_2020_04_17_11_39_49_7328,0,0,353,340,617,338,486,446,484,573,484,615,0,0,0,0,278
capture_2020_04_17_11_39_49_7329,0,0,353,338,617,337,486,446,484,573,484,615,0,0,0,0,278
capture_2020_04_17_11_39_49_7330,0,0,353,338,617,338,486,446,484,577,484,617,0,0,0,0,278
capture_2020_04_17_11_39_49_7331,0,0,353,340,617,344,486,446,482,579,484,621,0,0,0,0,278
capture_2020_04_17_11_39_49_7332,0,0,351,340,615,344,486,446,478,579,480,621,0,0,0,0,276
capture_2020_04_17_11_39_49_7333,0,0,351,340,615,344,486,446,478,579,480,621,0,0,0,0,276
capture_2020_04_17_11_39_49_7334,0,0,351,340,615,344,486,446,478,579,480,621,0,0,0,0,276
capture_2020_04_17_11_39_49_7335,0,0,351,340,613,344,486,446,476,573,471,617,0,0,0,0,276
capture_2020_04_17_11_39_49_7336,0,0,346,344,609,346,478,454,471,573,471,615,0,0,0,0,276
capture_2020_04_17_11_39_49_7337,0,0,346,340,609,344,478,442,471,573,471,615,0,0,0,0,276
capture_2020_04_17_11_39_49_7338,0,0,346,346,609,346,478,442,471,573,471,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7339,0,0,347,348,616,348,478,443,482,578,480,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7340,0,0,347,348,616,348,478,443,482,578,480,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7341,0,0,347,348,616,348,478,443,482,578,480,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7342,0,0,347,348,616,348,478,443,482,578,480,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7343,0,0,342,348,607,346,476,444,471,579,471,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7344,0,0,342,348,607,346,469,450,467,585,471,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7345,0,0,342,348,607,346,469,450,467,585,471,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7346,0,0,337,348,606,348,463,450,461,582,465,632,0,0,0,0,276
capture_2020_04_17_11_39_49_7347,0,0,337,348,606,348,457,452,461,582,465,632,0,0,0,0,276
capture_2020_04_17_11_39_49_7348,0,0,337,348,606,348,457,452,461,586,463,632,0,0,0,0,276
capture_2020_04_17_11_39_49_7349,0,0,335,350,600,348,457,452,457,584,459,630,0,0,0,0,276
capture_2020_04_17_11_39_49_7350,0,0,337,354,602,348,453,452,453,582,455,626,0,0,0,0,276
capture_2020_04_17_11_39_49_7351,0,0,328,354,596,348,447,456,449,580,451,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7352,0,0,328,354,596,348,447,456,449,580,451,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7353,0,0,328,354,589,348,442,456,446,578,447,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7354,0,0,326,354,587,348,442,456,446,578,446,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7355,0,0,326,357,583,348,438,458,444,578,444,624,0,0,0,0,276
capture_2020_04_17_11_39_49_7356,0,0,326,357,583,348,438,458,444,578,444,624,0,0,0,0,276
capture_2020_04_17_11_39_49_7357,0,0,324,357,581,348,436,458,438,580,440,624,0,0,0,0,276
capture_2020_04_17_11_39_49_7358,0,0,316,357,573,348,434,462,436,580,436,624,0,0,0,0,276
capture_2020_04_17_11_39_49_7359,0,0,316,357,573,348,434,462,436,580,436,624,0,0,0,0,276
capture_2020_04_17_11_39_49_7360,0,0,317,359,574,350,436,462,436,581,438,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7361,0,0,317,359,574,350,436,462,436,581,438,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7362,0,0,317,359,574,350,436,462,436,581,438,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7363,0,0,317,359,574,350,436,462,436,581,438,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7364,0,0,323,359,582,350,442,462,446,581,446,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7365,0,0,326,356,581,350,442,462,446,580,446,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7366,0,0,332,356,589,350,451,462,455,580,455,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7367,0,0,335,356,592,350,461,462,459,580,461,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7368,0,0,341,356,596,350,461,462,459,580,461,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7369,0,0,345,356,602,350,473,462,469,580,469,622,0,0,0,0,276
capture_2020_04_17_11_39_49_7370,0,0,345,353,603,350,473,460,471,581,469,623,0,0,0,0,276
capture_2020_04_17_11_39_49_7371,0,0,344,350,602,346,472,458,472,579,474,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7372,0,0,344,350,602,346,472,458,472,579,474,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7373,0,0,344,350,602,346,472,458,472,579,474,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7374,0,0,350,350,602,346,472,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7375,0,0,350,350,606,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7376,0,0,350,350,604,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7377,0,0,350,350,604,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7378,0,0,350,350,604,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7379,0,0,350,350,604,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7380,0,0,350,350,604,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7381,0,0,350,350,604,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7382,0,0,350,350,604,346,480,458,478,579,478,623,0,0,0,0,274
capture_2020_04_17_11_39_49_7383,0,0,351,349,603,345,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7384,0,0,351,349,603,345,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7385,0,0,351,349,603,345,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7386,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7387,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7388,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7389,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7390,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7391,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7392,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7393,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7394,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7395,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7396,0,0,347,353,611,353,480,459,478,580,478,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7397,0,0,347,353,611,353,480,459,484,583,488,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7398,0,0,347,353,611,353,480,459,484,583,488,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7399,0,0,347,353,611,353,480,459,484,583,488,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7400,0,0,347,353,611,353,480,459,484,583,488,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7401,0,0,347,353,611,353,480,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7402,0,0,347,353,611,353,480,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7403,0,0,347,353,611,353,480,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7404,0,0,347,353,611,353,480,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7405,0,0,347,353,611,353,480,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7406,0,0,347,353,611,353,480,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7407,0,0,347,353,611,353,480,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7408,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7409,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7410,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7411,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7412,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7413,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7414,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7415,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7416,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7417,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7418,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7419,0,0,347,353,611,353,488,459,484,583,484,628,0,0,0,0,274
capture_2020_04_17_11_39_49_7420,0,0,350,355,616,353,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7421,0,0,350,355,616,353,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7422,0,0,350,355,616,353,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7423,0,0,350,350,616,350,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7424,0,0,350,350,616,350,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7425,0,0,350,348,616,348,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7426,0,0,356,346,616,346,490,458,486,583,486,629,0,0,0,0,276
capture_2020_04_17_11_39_49_7427,0,0,356,346,616,346,490,458,486,583,486,629,0,0,0,0,276
capture_2020_04_17_11_39_49_7428,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7429,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7430,0,0,356,346,616,346,490,458,486,583,486,629,0,0,0,0,276
capture_2020_04_17_11_39_49_7431,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7432,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7433,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7434,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7435,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7436,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7437,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7438,0,0,350,346,616,346,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7439,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7440,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7441,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7442,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7443,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7444,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7445,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7446,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7447,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7448,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7449,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7450,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7451,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7452,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7453,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7454,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7455,0,0,350,344,616,344,482,458,482,583,482,629,0,0,0,0,274
capture_2020_04_17_11_39_49_7456,0,0,350,348,616,350,482,456,482,575,482,625,0,0,0,0,274
capture_2020_04_17_11_39_49_7457,0,0,350,348,616,350,482,456,482,575,482,625,0,0,0,0,274
capture_2020_04_17_11_39_49_7458,0,0,350,348,616,350,482,456,482,575,482,625,0,0,0,0,274
capture_2020_04_17_11_39_49_7459,0,0,353,349,628,351,492,457,492,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7460,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7461,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7462,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7463,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7464,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7465,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7466,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7467,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7468,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7469,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7470,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7471,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7472,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7473,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7474,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7475,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7476,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7477,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7478,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7479,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7480,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7481,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7482,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7483,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7484,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7485,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7486,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7487,0,0,353,353,632,355,492,459,490,583,490,624,0,0,0,0,274
capture_2020_04_17_11_39_49_7488,0,0,365,353,626,353,492,459,492,578,492,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7489,0,0,365,353,626,353,492,459,492,578,492,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7490,0,0,365,353,626,353,492,459,492,578,492,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7491,0,0,363,351,624,351,492,459,490,578,490,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7492,0,0,363,351,624,351,492,459,490,578,490,622,0,0,0,0,274
capture_2020_04_17_11_39_49_7493,0,0,357,347,613,345,488,457,486,570,488,619,0,0,0,0,272
capture_2020_04_17_11_39_49_7494,0,0,358,347,615,345,488,457,486,571,488,618,0,0,0,0,272
capture_2020_04_17_11_39_49_7495,0,0,355,347,606,345,482,457,478,571,480,614,0,0,0,0,272
capture_2020_04_17_11_39_49_7496,0,0,349,347,602,347,478,455,472,566,476,612,0,0,0,0,270
capture_2020_04_17_11_39_49_7497,0,0,346,346,597,346,474,456,470,567,472,611,0,0,0,0,268
capture_2020_04_17_11_39_49_7498,0,0,346,347,602,345,478,455,474,566,474,611,0,0,0,0,262
capture_2020_04_17_11_39_49_7499,0,0,350,351,614,347,482,457,482,574,482,617,0,0,0,0,252
capture_2020_04_17_11_39_49_7500,0,0,360,357,619,353,489,458,489,586,491,629,0,0,0,0,250
capture_2020_04_17_11_39_49_7501,0,0,364,359,618,353,489,458,489,585,491,628,0,0,0,0,248
capture_2020_04_17_11_39_49_7502,0,0,369,361,624,356,497,468,497,590,495,630,0,0,0,0,244
capture_2020_04_17_11_39_49_7503,0,0,370,360,623,356,498,466,498,589,498,631,0,0,0,0,242
capture_2020_04_17_11_39_49_7504,0,0,373,362,627,360,502,476,500,592,500,630,0,0,0,0,238
capture_2020_04_17_11_39_49_7505,0,0,369,366,626,363,500,476,497,593,500,637,0,0,0,0,232
capture_2020_04_17_11_39_49_7506,0,0,367,364,629,360,499,476,497,594,499,637,0,0,0,0,224
capture_2020_04_17_11_39_49_7507,0,0,367,364,629,359,499,475,497,593,499,636,0,0,0,0,220
capture_2020_04_17_11_39_49_7508,0,0,374,375,637,368,504,476,504,594,507,636,0,0,0,0,218
capture_2020_04_17_11_39_49_7509,0,0,378,370,631,362,500,476,505,585,505,628,0,0,0,0,210
capture_2020_04_17_11_39_49_7510,0,0,376,366,634,356,500,462,505,578,508,622,0,0,0,0,206
capture_2020_04_17_11_39_49_7511,0,0,378,366,638,358,503,462,505,579,508,621,0,0,0,0,204
capture_2020_04_17_11_39_49_7512,0,0,377,374,643,363,502,463,505,586,508,627,0,0,0,0,204
capture_2020_04_17_11_39_49_7513,0,0,377,379,644,371,502,461,505,592,508,637,0,0,0,0,200
capture_2020_04_17_11_39_49_7514,0,0,377,384,638,378,502,468,505,599,508,642,0,0,0,0,196
capture_2020_04_17_11_39_49_7515,0,0,377,378,640,369,503,470,505,596,508,638,0,0,0,0,190
capture_2020_04_17_11_39_49_7516,0,0,377,371,640,363,505,469,508,591,511,637,0,0,0,0,186
capture_2020_04_17_11_39_49_7517,0,0,385,383,640,377,505,483,508,597,508,637,0,0,0,0,186
capture_2020_04_17_11_39_49_7518,0,0,385,383,632,380,503,483,505,596,505,639,0,0,0,0,186
capture_2020_04_17_11_39_49_7519,0,0,380,380,631,371,500,482,506,593,506,636,0,0,0,0,182
capture_2020_04_17_11_39_49_7520,0,0,385,382,635,374,508,479,511,591,511,632,0,0,0,0,182
capture_2020_04_17_11_39_49_7521,0,0,390,388,639,379,514,486,514,593,517,634,0,0,0,0,180
capture_2020_04_17_11_39_49_7522,0,0,384,379,637,373,503,482,503,589,506,632,0,0,0,0,174
