,noFace,Face,,Left eye,,"Right eye ",,Left,Right,Up,Down,Face width:
capture_2020_04_17_11_39_49_7330,0,356,219,282,188,423,188,0,0,0,0,284
capture_2020_04_17_11_39_49_7331,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7332,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7333,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7334,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7335,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7336,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7337,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7338,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7339,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7340,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7341,0,356,219,284,188,422,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7342,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7343,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7344,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7345,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7346,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7347,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7348,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7349,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7350,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7351,0,356,219,281,193,417,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7352,0,354,219,271,198,404,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7353,0,354,219,271,198,404,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7354,0,353,219,271,198,404,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7355,0,353,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7356,0,353,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7357,0,353,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7358,0,347,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7359,0,347,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7360,0,347,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7361,0,347,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7362,0,347,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7363,0,347,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7364,0,347,219,266,198,401,193,0,0,0,0,284
capture_2020_04_17_11_39_49_7365,0,350,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7366,0,350,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7367,0,352,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7368,0,352,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7369,0,352,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7370,0,352,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7371,0,352,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7372,0,352,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7373,0,355,217,273,198,405,195,0,0,0,0,284
capture_2020_04_17_11_39_49_7374,0,355,217,282,198,417,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7375,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7376,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7377,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7378,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7379,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7380,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7381,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7382,0,355,217,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7383,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7384,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7385,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7386,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7387,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7388,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7389,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7390,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7391,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7392,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7393,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7394,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7395,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7396,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7397,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7398,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7399,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7400,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7401,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7402,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7403,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7404,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7405,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7406,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7407,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7408,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7409,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7410,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7411,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7412,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7413,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7414,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7415,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7416,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7417,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7418,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7419,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7420,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7421,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7422,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7423,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7424,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7425,0,357,221,286,198,418,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7426,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7427,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7428,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7429,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7430,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7431,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7432,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7433,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7434,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7435,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7436,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7437,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7438,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7439,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7440,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7441,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7442,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7443,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7444,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7445,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7446,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7447,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7448,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7449,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7450,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7451,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7452,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7453,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7454,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7455,0,362,222,286,191,420,191,0,0,0,0,284
capture_2020_04_17_11_39_49_7456,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7457,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7458,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7459,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7460,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7461,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7462,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7463,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7464,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7465,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7466,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7467,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7468,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7469,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7470,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7471,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7472,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7473,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7474,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7475,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7476,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7477,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7478,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7479,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7480,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7481,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7482,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7483,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7484,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7485,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7486,0,362,222,286,196,425,196,0,0,0,0,284
capture_2020_04_17_11_39_49_7487,0,362,222,292,199,425,198,0,0,0,0,284
capture_2020_04_17_11_39_49_7488,0,362,222,292,199,425,198,0,0,0,0,284
capture_2020_04_17_11_39_49_7489,0,362,222,292,199,425,198,0,0,0,0,284
capture_2020_04_17_11_39_49_7490,0,362,222,292,199,425,198,0,0,0,0,284
capture_2020_04_17_11_39_49_7491,0,362,222,292,199,425,198,0,0,0,0,284
capture_2020_04_17_11_39_49_7492,0,359,219,292,199,425,198,0,0,0,0,273
capture_2020_04_17_11_39_49_7493,0,359,219,292,199,425,198,0,0,0,0,273
capture_2020_04_17_11_39_49_7494,0,359,219,292,199,425,198,0,0,0,0,273
capture_2020_04_17_11_39_49_7495,0,354,219,286,199,412,198,0,0,0,0,263
capture_2020_04_17_11_39_49_7496,0,354,219,286,199,412,198,0,0,0,0,263
capture_2020_04_17_11_39_49_7497,0,354,219,286,199,412,198,0,0,0,0,263
capture_2020_04_17_11_39_49_7498,0,349,222,286,211,407,207,0,0,0,0,253
capture_2020_04_17_11_39_49_7499,0,349,222,286,214,407,211,0,0,0,0,253
capture_2020_04_17_11_39_49_7500,0,351,240,286,222,407,221,0,0,0,0,253
capture_2020_04_17_11_39_49_7501,0,352,240,289,225,408,224,0,0,0,0,253
capture_2020_04_17_11_39_49_7502,0,354,244,291,229,408,227,0,0,0,0,248
capture_2020_04_17_11_39_49_7503,0,354,258,291,232,408,231,0,0,0,0,248
capture_2020_04_17_11_39_49_7504,0,356,255,295,240,408,237,0,0,0,0,240
capture_2020_04_17_11_39_49_7505,0,355,261,295,244,408,242,0,0,0,0,228
capture_2020_04_17_11_39_49_7506,0,355,261,295,246,406,245,0,0,0,0,228
capture_2020_04_17_11_39_49_7507,0,355,261,300,253,404,250,0,0,0,0,228
capture_2020_04_17_11_39_49_7508,0,358,275,300,253,404,250,0,0,0,0,217
capture_2020_04_17_11_39_49_7509,0,356,272,301,258,401,255,0,0,0,0,207
capture_2020_04_17_11_39_49_7510,0,358,273,305,260,406,259,0,0,0,0,207
capture_2020_04_17_11_39_49_7511,0,358,273,305,260,406,259,0,0,0,0,207
capture_2020_04_17_11_39_49_7512,0,364,284,305,268,409,268,0,0,0,0,200
capture_2020_04_17_11_39_49_7513,0,367,284,313,273,409,271,0,0,0,0,200
capture_2020_04_17_11_39_49_7514,0,369,294,316,276,409,275,0,0,0,0,192
capture_2020_04_17_11_39_49_7515,0,369,294,316,281,409,280,0,0,0,0,192
capture_2020_04_17_11_39_49_7516,0,371,294,319,286,409,285,0,0,0,0,192
capture_2020_04_17_11_39_49_7517,0,373,294,323,289,409,285,0,0,0,0,184
capture_2020_04_17_11_39_49_7518,0,373,294,323,289,409,285,0,0,0,0,184
capture_2020_04_17_11_39_49_7519,0,377,309,328,295,414,292,0,0,0,0,184
capture_2020_04_17_11_39_49_7520,0,381,309,332,299,414,295,0,0,0,0,184
capture_2020_04_17_11_39_49_7521,0,381,313,334,302,415,300,0,0,0,0,179
capture_2020_04_17_11_39_49_7522,0,381,313,334,302,415,300,0,0,0,0,179
capture_2020_04_17_11_39_49_7523,0,385,317,340,306,420,304,0,0,0,0,179
capture_2020_04_17_11_39_49_7524,0,390,320,345,310,423,308,0,0,0,0,173
capture_2020_04_17_11_39_49_7525,0,390,320,345,310,423,308,0,0,0,0,173
capture_2020_04_17_11_39_49_7526,0,393,320,349,314,426,310,0,0,0,0,173
capture_2020_04_17_11_39_49_7527,0,395,324,349,314,426,310,0,0,0,0,163
capture_2020_04_17_11_39_49_7528,0,400,324,356,316,433,312,0,0,0,0,163
capture_2020_04_17_11_39_49_7529,0,403,324,361,316,434,312,0,0,0,0,161
capture_2020_04_17_11_39_49_7530,0,405,324,364,316,437,314,0,0,0,0,161
capture_2020_04_17_11_39_49_7531,0,406,325,366,319,438,316,0,0,0,0,157
capture_2020_04_17_11_39_49_7532,0,413,329,372,322,444,318,0,0,0,0,157
capture_2020_04_17_11_39_49_7533,0,415,329,376,322,445,319,0,0,0,0,157
capture_2020_04_17_11_39_49_7534,0,421,332,380,324,452,322,0,0,0,0,157
capture_2020_04_17_11_39_49_7535,0,425,336,383,324,452,322,0,0,0,0,154
capture_2020_04_17_11_39_49_7536,0,429,337,387,326,458,323,0,0,0,0,154
capture_2020_04_17_11_39_49_7537,0,435,339,396,328,464,325,0,0,0,0,154
capture_2020_04_17_11_39_49_7538,0,439,339,397,328,466,325,0,0,0,0,154
capture_2020_04_17_11_39_49_7539,0,443,341,400,329,468,327,0,0,0,0,154
capture_2020_04_17_11_39_49_7540,0,443,341,400,329,468,327,0,0,0,0,154
capture_2020_04_17_11_39_49_7541,0,449,345,410,332,477,329,0,0,0,0,154
capture_2020_04_17_11_39_49_7542,0,453,342,410,332,477,329,0,0,0,0,154
capture_2020_04_17_11_39_49_7543,0,457,342,415,332,481,330,0,0,0,0,154
capture_2020_04_17_11_39_49_7544,0,458,342,417,332,483,330,0,0,0,0,154
capture_2020_04_17_11_39_49_7545,0,460,342,417,335,485,333,0,0,0,0,154
capture_2020_04_17_11_39_49_7546,0,460,342,419,335,486,333,0,0,0,0,154
capture_2020_04_17_11_39_49_7547,0,460,342,421,333,487,332,0,0,0,0,146
capture_2020_04_17_11_39_49_7548,0,462,342,423,333,489,333,0,0,0,0,146
capture_2020_04_17_11_39_49_7549,0,463,344,423,334,489,333,0,0,0,0,146
capture_2020_04_17_11_39_49_7550,0,462,343,423,334,489,333,0,0,0,0,146
capture_2020_04_17_11_39_49_7551,0,462,343,423,334,489,333,0,0,0,0,146
capture_2020_04_17_11_39_49_7552,0,462,343,423,334,489,333,0,0,0,0,146
capture_2020_04_17_11_39_49_7553,0,460,343,423,334,489,333,0,0,0,0,146
capture_2020_04_17_11_39_49_7554,0,456,343,418,334,483,333,0,0,0,0,146
capture_2020_04_17_11_39_49_7555,0,451,343,414,334,480,332,0,0,0,0,146
capture_2020_04_17_11_39_49_7556,0,447,341,411,333,478,332,0,0,0,0,146
capture_2020_04_17_11_39_49_7557,0,443,344,404,333,471,332,0,0,0,0,146
capture_2020_04_17_11_39_49_7558,0,429,342,390,333,458,328,0,0,0,0,146
capture_2020_04_17_11_39_49_7559,0,423,342,384,333,451,328,0,0,0,0,146
capture_2020_04_17_11_39_49_7560,0,405,342,369,333,435,326,0,0,0,0,146
capture_2020_04_17_11_39_49_7561,0,397,342,360,335,428,325,0,0,0,0,152
capture_2020_04_17_11_39_49_7562,0,383,342,345,337,412,326,0,0,0,0,152
capture_2020_04_17_11_39_49_7563,0,376,342,335,337,406,326,0,0,0,0,152
capture_2020_04_17_11_39_49_7564,0,363,346,324,340,392,326,0,0,0,0,152
capture_2020_04_17_11_39_49_7565,0,361,347,319,340,388,326,0,0,0,0,156
capture_2020_04_17_11_39_49_7566,0,354,347,314,340,385,326,0,0,0,0,156
capture_2020_04_17_11_39_49_7567,0,346,347,309,339,375,326,0,0,0,0,156
capture_2020_04_17_11_39_49_7568,0,335,343,299,339,368,325,0,0,0,0,156
capture_2020_04_17_11_39_49_7569,0,330,343,293,339,362,325,0,0,0,0,156
capture_2020_04_17_11_39_49_7570,0,326,343,288,339,359,325,0,0,0,0,156
capture_2020_04_17_11_39_49_7571,0,320,343,284,340,353,325,0,0,0,0,156
capture_2020_04_17_11_39_49_7572,0,314,343,278,339,347,325,0,0,0,0,156
capture_2020_04_17_11_39_49_7573,0,308,343,275,339,342,325,0,0,0,0,156
capture_2020_04_17_11_39_49_7574,0,304,343,268,337,337,324,0,0,0,0,156
capture_2020_04_17_11_39_49_7575,0,299,343,264,337,335,322,0,0,0,0,156
capture_2020_04_17_11_39_49_7576,0,296,345,264,337,335,321,0,0,0,0,159
capture_2020_04_17_11_39_49_7577,0,288,345,253,335,324,318,0,0,0,0,159
capture_2020_04_17_11_39_49_7578,0,284,343,252,333,319,318,0,0,0,0,165
capture_2020_04_17_11_39_49_7579,0,278,336,248,333,317,317,0,0,0,0,165
capture_2020_04_17_11_39_49_7580,0,272,334,241,330,312,315,0,0,0,0,165
capture_2020_04_17_11_39_49_7581,0,271,333,238,330,312,315,0,0,0,0,169
capture_2020_04_17_11_39_49_7582,0,268,333,235,330,308,315,0,0,0,0,169
capture_2020_04_17_11_39_49_7583,0,266,333,232,328,305,315,0,0,0,0,169
capture_2020_04_17_11_39_49_7584,0,266,333,232,328,305,315,0,0,0,0,169
capture_2020_04_17_11_39_49_7585,0,266,333,232,328,300,315,0,0,0,0,169
