,eyeClosed,Center Up,,Center,,Center Down,,Left Point,,Right Point,,Left,Right,Up,Down,Eye width:
capture_2020_04_17_11_39_49_7245_right,0,0.569620253164557,0.34482758620689657,0.44776119402985076,0.47826086956521741,0.49315068493150682,0.71052631578947367,0.13461538461538461,0.3380281690140845,0.9375,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7246_left,0,0.569620253164557,0.34482758620689657,0.582089552238806,0.52173913043478259,0.547945205479452,0.71052631578947367,0.13461538461538461,0.39436619718309857,0.9375,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7246_right,0,0.569620253164557,0.34482758620689657,0.44776119402985076,0.47826086956521741,0.52054794520547942,0.71052631578947367,0.038461538461538464,0.36619718309859156,0.875,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7247_left,0,0.55696202531645567,0.34482758620689657,0.56716417910447758,0.63043478260869568,0.56164383561643838,0.76315789473684215,0.038461538461538464,0.49295774647887325,0.91666666666666663,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7247_right,0,0.55696202531645567,0.31034482758620691,0.46268656716417911,0.54347826086956519,0.50684931506849318,0.68421052631578949,0.17307692307692307,0.42253521126760563,0.91666666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7248_left,0,0.569620253164557,0.31034482758620691,0.582089552238806,0.60869565217391308,0.547945205479452,0.73684210526315785,0.13461538461538461,0.50704225352112675,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7248_right,0,0.55696202531645567,0.31034482758620691,0.46268656716417911,0.54347826086956519,0.53424657534246578,0.68421052631578949,0.096153846153846159,0.42253521126760563,0.91666666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7249_left,0,0.55696202531645567,0.31034482758620691,0.52238805970149249,0.60869565217391308,0.53424657534246578,0.68421052631578949,0.13461538461538461,0.47887323943661969,0.91666666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7249_right,0,0.569620253164557,0.34482758620689657,0.47761194029850745,0.56521739130434778,0.547945205479452,0.71052631578947367,0.076923076923076927,0.43661971830985913,0.875,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7250_left,0,0.58227848101265822,0.31034482758620691,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.68421052631578949,0.13461538461538461,0.47887323943661969,0.91666666666666663,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7250_right,0,0.59493670886075944,0.34482758620689657,0.5074626865671642,0.63043478260869568,0.547945205479452,0.71052631578947367,0.13461538461538461,0.46478873239436619,0.9375,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7251_left,0,0.59493670886075944,0.34482758620689657,0.5074626865671642,0.63043478260869568,0.547945205479452,0.76315789473684215,0.13461538461538461,0.46478873239436619,0.9375,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7251_right,0,0.55696202531645567,0.34482758620689657,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.47887323943661969,0.91666666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7252_left,0,0.55696202531645567,0.34482758620689657,0.52238805970149249,0.63043478260869568,0.56164383561643838,0.76315789473684215,0.096153846153846159,0.43661971830985913,0.97916666666666663,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7252_right,0,0.569620253164557,0.34482758620689657,0.5074626865671642,0.60869565217391308,0.547945205479452,0.73684210526315785,0.13461538461538461,0.47887323943661969,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7253_left,0,0.58227848101265822,0.34482758620689657,0.52238805970149249,0.63043478260869568,0.56164383561643838,0.76315789473684215,0.13461538461538461,0.46478873239436619,0.97916666666666663,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7253_right,0,0.58227848101265822,0.34482758620689657,0.52238805970149249,0.56521739130434778,0.56164383561643838,0.76315789473684215,0.13461538461538461,0.43661971830985913,0.91666666666666663,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7254_left,0,0.55696202531645567,0.34482758620689657,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.47887323943661969,0.91666666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7254_right,0,0.55696202531645567,0.34482758620689657,0.4925373134328358,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.096153846153846159,0.45070422535211269,0.91666666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7255_left,0,0.59493670886075944,0.34482758620689657,0.53731343283582089,0.60869565217391308,0.547945205479452,0.73684210526315785,0.13461538461538461,0.45070422535211269,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7255_right,0,0.620253164556962,0.34482758620689657,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.17307692307692307,0.42253521126760563,0.97916666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7256_left,0,0.620253164556962,0.34482758620689657,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.45070422535211269,0.97916666666666663,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7256_right,0,0.58227848101265822,0.37931034482758619,0.52238805970149249,0.63043478260869568,0.56164383561643838,0.71052631578947367,0.13461538461538461,0.43661971830985913,0.97916666666666663,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7257_left,0,0.58227848101265822,0.39655172413793105,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.50704225352112675,0.97916666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7257_right,0,0.58227848101265822,0.37931034482758619,0.52238805970149249,0.63043478260869568,0.56164383561643838,0.76315789473684215,0.096153846153846159,0.49295774647887325,0.97916666666666663,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7258_left,0,0.58227848101265822,0.39655172413793105,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.50704225352112675,0.97916666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7258_right,0,0.59493670886075944,0.39655172413793105,0.5074626865671642,0.60869565217391308,0.57534246575342463,0.73684210526315785,0.13461538461538461,0.50704225352112675,0.97916666666666663,0.684931506849315,0,0,0,0,100
capture_2020_04_17_11_39_49_7259_left,0,0.58227848101265822,0.39655172413793105,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.50704225352112675,0.97916666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7259_right,0,0.620253164556962,0.39655172413793105,0.52238805970149249,0.60869565217391308,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.45070422535211269,0.97916666666666663,0.684931506849315,0,0,0,0,100
capture_2020_04_17_11_39_49_7260_left,0,0.620253164556962,0.41379310344827586,0.52238805970149249,0.63043478260869568,0.56164383561643838,0.76315789473684215,0.096153846153846159,0.49295774647887325,0.97916666666666663,0.69863013698630139,0,0,0,0,100
capture_2020_04_17_11_39_49_7260_right,0,0.620253164556962,0.39655172413793105,0.56716417910447758,0.65217391304347827,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.47887323943661969,0.97916666666666663,0.684931506849315,0,0,0,0,100
capture_2020_04_17_11_39_49_7261_left,0,0.620253164556962,0.39655172413793105,0.56716417910447758,0.69565217391304346,0.56164383561643838,0.73684210526315785,0.13461538461538461,0.54929577464788737,0.97916666666666663,0.684931506849315,0,0,0,0,100
capture_2020_04_17_11_39_49_7261_right,0,0.59493670886075944,0.41379310344827586,0.53731343283582089,0.63043478260869568,0.57534246575342463,0.76315789473684215,0.13461538461538461,0.46478873239436619,0.97916666666666663,0.69863013698630139,0,0,0,0,100
capture_2020_04_17_11_39_49_7262_left,0,0.569620253164557,0.41379310344827586,0.5074626865671642,0.56521739130434778,0.547945205479452,0.71052631578947367,0.17307692307692307,0.49295774647887325,0.97916666666666663,0.69863013698630139,0,0,0,0,100
capture_2020_04_17_11_39_49_7262_right,0,0.569620253164557,0.37931034482758619,0.5074626865671642,0.56521739130434778,0.57534246575342463,0.71052631578947367,0.076923076923076927,0.43661971830985913,0.97916666666666663,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7263_left,0,0.569620253164557,0.37931034482758619,0.5074626865671642,0.63043478260869568,0.57534246575342463,0.71052631578947367,0.076923076923076927,0.49295774647887325,0.97916666666666663,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7263_right,0,0.59493670886075944,0.29310344827586204,0.53731343283582089,0.52173913043478259,0.57534246575342463,0.71052631578947367,0.076923076923076927,0.49295774647887325,0.97916666666666663,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7264_left,0,0.59493670886075944,0.37931034482758619,0.53731343283582089,0.717391304347826,0.57534246575342463,0.81578947368421051,0.13461538461538461,0.52112676056338025,0.9375,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7264_right,0,0.59493670886075944,0.37931034482758619,0.5074626865671642,0.56521739130434778,0.57534246575342463,0.81578947368421051,0.17307692307692307,0.46478873239436619,0.9375,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7265_left,0,0.58227848101265822,0.36206896551724138,0.52238805970149249,0.58695652173913049,0.56164383561643838,0.76315789473684215,0.13461538461538461,0.53521126760563376,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7265_right,0,0.59493670886075944,0.37931034482758619,0.5074626865671642,0.56521739130434778,0.57534246575342463,0.81578947368421051,0.13461538461538461,0.43661971830985913,0.9375,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7266_left,0,0.569620253164557,0.36206896551724138,0.53731343283582089,0.58695652173913049,0.57534246575342463,0.76315789473684215,0.076923076923076927,0.50704225352112675,0.9375,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7266_right,0,0.59493670886075944,0.34482758620689657,0.5074626865671642,0.52173913043478259,0.57534246575342463,0.71052631578947367,0.13461538461538461,0.43661971830985913,0.9375,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7267_left,0,0.55696202531645567,0.43103448275862066,0.55223880597014929,0.60869565217391308,0.589041095890411,0.65789473684210531,0.13461538461538461,0.49295774647887325,0.9375,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7267_right,0,0.55696202531645567,0.44827586206896552,0.4925373134328358,0.54347826086956519,0.56164383561643838,0.65789473684210531,0.17307692307692307,0.45070422535211269,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7268_left,0,0.55696202531645567,0.44827586206896552,0.55223880597014929,0.58695652173913049,0.56164383561643838,0.76315789473684215,0.13461538461538461,0.50704225352112675,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7268_right,0,0.59493670886075944,0.43103448275862066,0.53731343283582089,0.52173913043478259,0.60273972602739723,0.73684210526315785,0.11538461538461539,0.42253521126760563,0.97916666666666663,0.60273972602739723,0,0,0,0,100
capture_2020_04_17_11_39_49_7269_left,0,0.59493670886075944,0.44827586206896552,0.53731343283582089,0.69565217391304346,0.60273972602739723,0.76315789473684215,0.11538461538461539,0.53521126760563376,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7269_right,0,0.60759493670886078,0.39655172413793105,0.52238805970149249,0.58695652173913049,0.589041095890411,0.76315789473684215,0.13461538461538461,0.47887323943661969,0.97916666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7270_left,0,0.60759493670886078,0.39655172413793105,0.55223880597014929,0.69565217391304346,0.589041095890411,0.76315789473684215,0.076923076923076927,0.53521126760563376,0.97916666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7270_right,0,0.55696202531645567,0.44827586206896552,0.52238805970149249,0.58695652173913049,0.56164383561643838,0.71052631578947367,0.13461538461538461,0.47887323943661969,0.97916666666666663,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7271_left,0,0.569620253164557,0.43103448275862066,0.56716417910447758,0.60869565217391308,0.547945205479452,0.73684210526315785,0.11538461538461539,0.49295774647887325,0.9375,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7271_right,0,0.620253164556962,0.39655172413793105,0.53731343283582089,0.54347826086956519,0.57534246575342463,0.65789473684210531,0.11538461538461539,0.40845070422535212,0.9375,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7272_left,0,0.59493670886075944,0.37931034482758619,0.53731343283582089,0.54347826086956519,0.60273972602739723,0.631578947368421,0.076923076923076927,0.43661971830985913,0.97916666666666663,0.56164383561643838,0,0,0,0,100
capture_2020_04_17_11_39_49_7272_right,0,0.58227848101265822,0.39655172413793105,0.55223880597014929,0.52173913043478259,0.589041095890411,0.65789473684210531,0.076923076923076927,0.39436619718309857,0.9375,0.60273972602739723,0,0,0,0,100
capture_2020_04_17_11_39_49_7273_left,0,0.63291139240506333,0.39655172413793105,0.55223880597014929,0.56521739130434778,0.589041095890411,0.60526315789473684,0.11538461538461539,0.45070422535211269,0.9375,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7273_right,0,0.620253164556962,0.37931034482758619,0.53731343283582089,0.58695652173913049,0.57534246575342463,0.631578947368421,0.17307692307692307,0.43661971830985913,0.97916666666666663,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7274_left,0,0.63291139240506333,0.31034482758620691,0.582089552238806,0.54347826086956519,0.64383561643835618,0.631578947368421,0.15384615384615386,0.40845070422535212,0.97916666666666663,0.589041095890411,0,0,0,0,100
capture_2020_04_17_11_39_49_7274_right,0,0.58227848101265822,0.34482758620689657,0.55223880597014929,0.5,0.56164383561643838,0.57894736842105265,0.19230769230769232,0.40845070422535212,0.9375,0.589041095890411,0,0,0,0,100
capture_2020_04_17_11_39_49_7275_left,0,0.63291139240506333,0.34482758620689657,0.582089552238806,0.54347826086956519,0.61643835616438358,0.631578947368421,0.19230769230769232,0.40845070422535212,0.97916666666666663,0.589041095890411,0,0,0,0,100
capture_2020_04_17_11_39_49_7275_right,0,0.55696202531645567,0.44827586206896552,0.52238805970149249,0.58695652173913049,0.56164383561643838,0.68421052631578949,0.11538461538461539,0.40845070422535212,0.9375,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7276_left,0,0.620253164556962,0.41379310344827586,0.56716417910447758,0.56521739130434778,0.60273972602739723,0.631578947368421,0.19230769230769232,0.45070422535211269,0.97916666666666663,0.60273972602739723,0,0,0,0,100
capture_2020_04_17_11_39_49_7276_right,0,0.58227848101265822,0.44827586206896552,0.55223880597014929,0.60869565217391308,0.589041095890411,0.71052631578947367,0.19230769230769232,0.47887323943661969,0.9375,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7277_left,0,0.620253164556962,0.34482758620689657,0.56716417910447758,0.52173913043478259,0.60273972602739723,0.71052631578947367,0.11538461538461539,0.45070422535211269,0.9375,0.60273972602739723,0,0,0,0,100
capture_2020_04_17_11_39_49_7277_right,0,0.569620253164557,0.37931034482758619,0.56716417910447758,0.56521739130434778,0.60273972602739723,0.631578947368421,0.11538461538461539,0.39436619718309857,0.97916666666666663,0.65753424657534243,0,0,0,0,100
capture_2020_04_17_11_39_49_7278_left,0,0.60759493670886078,0.41379310344827586,0.55223880597014929,0.52173913043478259,0.589041095890411,0.57894736842105265,0.15384615384615386,0.42253521126760563,0.9375,0.60273972602739723,0,0,0,0,100
capture_2020_04_17_11_39_49_7278_right,0,0.65822784810126578,0.41379310344827586,0.61194029850746268,0.56521739130434778,0.61643835616438358,0.71052631578947367,0.076923076923076927,0.45070422535211269,0.9375,0.684931506849315,0,0,0,0,100
capture_2020_04_17_11_39_49_7279_left,0,0.65822784810126578,0.39655172413793105,0.582089552238806,0.5,0.61643835616438358,0.71052631578947367,0.076923076923076927,0.40845070422535212,0.97916666666666663,0.589041095890411,0,0,0,0,100
capture_2020_04_17_11_39_49_7279_right,0,0.60759493670886078,0.43103448275862066,0.55223880597014929,0.58695652173913049,0.589041095890411,0.71052631578947367,0.11538461538461539,0.40845070422535212,0.9375,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7280_left,0,0.60759493670886078,0.37931034482758619,0.55223880597014929,0.60869565217391308,0.56164383561643838,0.68421052631578949,0.11538461538461539,0.42253521126760563,0.97916666666666663,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7280_right,0,0.59493670886075944,0.43103448275862066,0.5074626865671642,0.63043478260869568,0.547945205479452,0.65789473684210531,0.15384615384615386,0.46478873239436619,0.9375,0.67123287671232879,0,0,0,0,100
capture_2020_04_17_11_39_49_7281_left,0,0.569620253164557,0.41379310344827586,0.5074626865671642,0.56521739130434778,0.57534246575342463,0.68421052631578949,0.11538461538461539,0.45070422535211269,0.9375,0.63013698630136983,0,0,0,0,100
capture_2020_04_17_11_39_49_7281_right,0,0.59493670886075944,0.44827586206896552,0.53731343283582089,0.60869565217391308,0.547945205479452,0.71052631578947367,0.15384615384615386,0.47887323943661969,0.9375,0.684931506849315,0,0,0,0,100
capture_2020_04_17_11_39_49_7282_left,0,0.58227848101265822,0.31034482758620691,0.52238805970149249,0.54347826086956519,0.56164383561643838,0.68421052631578949,0.11538461538461539,0.38028169014084506,0.9375,0.589041095890411,0,0,0,0,100
capture_2020_04_17_11_39_49_7282_right,0,0.55696202531645567,0.34482758620689657,0.4925373134328358,0.54347826086956519,0.53424657534246578,0.68421052631578949,0.11538461538461539,0.40845070422535212,0.89583333333333337,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7283_left,0,0.55696202531645567,0.34482758620689657,0.4925373134328358,0.54347826086956519,0.53424657534246578,0.68421052631578949,0.11538461538461539,0.40845070422535212,0.89583333333333337,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7283_right,0,0.53164556962025311,0.41379310344827586,0.4925373134328358,0.58695652173913049,0.50684931506849318,0.78947368421052633,0.076923076923076927,0.49295774647887325,0.89583333333333337,0.69863013698630139,0,0,0,0,100
capture_2020_04_17_11_39_49_7284_left,0,0.53164556962025311,0.27586206896551724,0.4925373134328358,0.5,0.53424657534246578,0.78947368421052633,0.076923076923076927,0.40845070422535212,0.89583333333333337,0.61643835616438358,0,0,0,0,100
capture_2020_04_17_11_39_49_7284_right,0,0.55696202531645567,0.37931034482758619,0.4925373134328358,0.58695652173913049,0.50684931506849318,0.78947368421052633,0.076923076923076927,0.46478873239436619,0.9375,0.64383561643835618,0,0,0,0,100
capture_2020_04_17_11_39_49_7285_left,0,0.53164556962025311,0.27586206896551724,0.46268656716417911,0.54347826086956519,0.50684931506849318,0.68421052631578949,0.038461538461538464,0.40845070422535212,0.9375,0.589041095890411,0,0,0,0,100
capture_2020_04_17_11_39_49_7285_right,0,0.50632911392405067,0.37931034482758619,0.4925373134328358,0.54347826086956519,0.50684931506849318,0.73684210526315785,0.076923076923076927,0.43661971830985913,0.9375,0.64383561643835618,0,0,0,0,100
